,rank effect,count
0,-10,20
1,-9,180
2,-8,830
3,-7,2160
4,-6,3870
5,-5,4536
6,-4,4020
7,-3,2160
8,-2,1230
9,-1,10420
10,0,166428
11,1,10420
12,2,1230
13,3,2160
14,4,4020
15,5,4536
16,6,3870
17,7,2160
18,8,830
19,9,180
20,10,20
