node,-3,-2,-1,0,1,2,3
0,43520,451200,1996100,2830860,1996100,451200,43520
1,43520,451200,1996100,2830860,1996100,451200,43520
2,43520,451200,1996100,2830860,1996100,451200,43520
3,43520,451200,1996100,2830860,1996100,451200,43520
4,43520,451200,1996100,2830860,1996100,451200,43520
5,43520,451200,1996100,2830860,1996100,451200,43520
6,43520,451200,1996100,2830860,1996100,451200,43520
7,43520,451200,1996100,2830860,1996100,451200,43520
8,43520,451200,1996100,2830860,1996100,451200,43520
