,rank,count
0,0,385875970
1,1,48
2,2,552
3,3,4048
4,4,21252
5,5,85008
6,6,269192
7,7,692208
8,8,1470942
9,9,2615008
10,10,3922512
11,11,4992288
12,12,5408312
13,13,4992288
14,14,3922512
15,15,2615008
16,16,1470942
17,17,692208
18,18,269192
19,19,85008
20,20,21252
21,21,4048
22,22,552
23,23,48
24,24,2
