,rank effect,count
0,-11,22
1,-10,220
2,-9,1122
3,-8,3300
4,-7,6710
5,-6,9240
6,-5,9570
7,-4,6600
8,-3,3960
9,-2,1100
10,-1,23672
11,0,409640
12,1,23672
13,2,1100
14,3,3960
15,4,6600
16,5,9570
17,6,9240
18,7,6710
19,8,3300
20,9,1122
21,10,220
22,11,22
