config,rank,succ
"[(None, False), (0, False), (None, True), (1, True), (1, False)]",9,"[[(1, False), (0, False), (None, True), (1, True), (1, False)], [(None, False), (None, False), (None, True), (1, True), (1, False)], [(None, False), (0, False), (None, False), (1, True), (1, False)], [(None, False), (0, False), (None, True), (1, False), (1, False)], [(None, False), (0, False), (None, True), (1, True), (None, False)]]"
"[(None, False), (0, False), (None, True), (1, True), (1, True)]",10,"[[(1, False), (0, False), (None, True), (1, True), (1, True)], [(None, False), (None, False), (None, True), (1, True), (1, True)], [(None, False), (0, False), (None, False), (1, True), (1, True)], [(None, False), (0, False), (None, True), (1, False), (1, True)], [(None, False), (0, False), (None, True), (1, True), (1, False)]]"
"[(None, False), (0, False), (1, False), (None, False), (None, False)]",6,"[[(1, False), (0, False), (1, False), (None, False), (None, False)], [(None, False), (None, False), (1, False), (None, False), (None, False)], [(None, False), (0, False), (None, False), (None, False), (None, False)]]"
"[(None, False), (0, False), (1, False), (None, False), (None, True)]",7,"[[(1, False), (0, False), (1, False), (None, False), (None, True)], [(None, False), (None, False), (1, False), (None, False), (None, True)], [(None, False), (0, False), (None, False), (None, False), (None, True)], [(None, False), (0, False), (1, False), (None, False), (None, False)]]"
"[(None, False), (0, False), (1, False), (None, False), (1, False)]",7,"[[(1, False), (0, False), (1, False), (None, False), (1, False)], [(None, False), (None, False), (1, False), (None, False), (1, False)], [(None, False), (0, False), (None, False), (None, False), (1, False)], [(None, False), (0, False), (1, False), (None, False), (None, False)]]"
"[(None, False), (0, False), (1, False), (None, False), (1, True)]",8,"[[(1, False), (0, False), (1, False), (None, False), (1, True)], [(None, False), (None, False), (1, False), (None, False), (1, True)], [(None, False), (0, False), (None, False), (None, False), (1, True)], [(None, False), (0, False), (1, False), (None, False), (1, False)]]"
"[(None, False), (0, False), (1, False), (None, True), (None, False)]",7,"[[(1, False), (0, False), (1, False), (None, True), (None, False)], [(None, False), (None, False), (1, False), (None, True), (None, False)], [(None, False), (0, False), (None, False), (None, True), (None, False)], [(None, False), (0, False), (1, False), (None, False), (None, False)]]"
"[(None, False), (0, False), (1, False), (None, True), (None, True)]",8,"[[(1, False), (0, False), (1, False), (None, True), (None, True)], [(None, False), (None, False), (1, False), (None, True), (None, True)], [(None, False), (0, False), (None, False), (None, True), (None, True)], [(None, False), (0, False), (1, False), (None, False), (None, True)], [(None, False), (0, False), (1, False), (None, True), (None, False)]]"
"[(None, False), (0, False), (1, False), (None, True), (1, False)]",8,"[[(1, False), (0, False), (1, False), (None, True), (1, False)], [(None, False), (None, False), (1, False), (None, True), (1, False)], [(None, False), (0, False), (None, False), (None, True), (1, False)], [(None, False), (0, False), (1, False), (None, False), (1, False)], [(None, False), (0, False), (1, False), (None, True), (None, False)]]"
"[(None, False), (0, False), (1, False), (None, True), (1, True)]",9,"[[(1, False), (0, False), (1, False), (None, True), (1, True)], [(None, False), (None, False), (1, False), (None, True), (1, True)], [(None, False), (0, False), (None, False), (None, True), (1, True)], [(None, False), (0, False), (1, False), (None, False), (1, True)], [(None, False), (0, False), (1, False), (None, True), (1, False)]]"
"[(None, False), (0, False), (1, False), (1, False), (None, False)]",7,"[[(1, False), (0, False), (1, False), (1, False), (None, False)], [(None, False), (None, False), (1, False), (1, False), (None, False)], [(None, False), (0, False), (None, False), (1, False), (None, False)], [(None, False), (0, False), (1, False), (None, False), (None, False)]]"
"[(None, False), (0, False), (1, False), (1, False), (None, True)]",8,"[[(1, False), (0, False), (1, False), (1, False), (None, True)], [(None, False), (None, False), (1, False), (1, False), (None, True)], [(None, False), (0, False), (None, False), (1, False), (None, True)], [(None, False), (0, False), (1, False), (None, False), (None, True)], [(None, False), (0, False), (1, False), (1, False), (None, False)]]"
"[(None, False), (0, False), (1, False), (1, False), (1, False)]",8,"[[(1, False), (0, False), (1, False), (1, False), (1, False)], [(None, False), (None, False), (1, False), (1, False), (1, False)], [(None, False), (0, False), (None, False), (1, False), (1, False)], [(None, False), (0, False), (1, False), (None, False), (1, False)], [(None, False), (0, False), (1, False), (1, False), (None, False)]]"
"[(None, False), (0, False), (1, False), (1, False), (1, True)]",9,"[[(1, False), (0, False), (1, False), (1, False), (1, True)], [(None, False), (None, False), (1, False), (1, False), (1, True)], [(None, False), (0, False), (None, False), (1, False), (1, True)], [(None, False), (0, False), (1, False), (None, False), (1, True)], [(None, False), (0, False), (1, False), (1, False), (1, False)]]"
"[(None, False), (0, False), (1, False), (1, True), (None, False)]",8,"[[(1, False), (0, False), (1, False), (1, True), (None, False)], [(None, False), (None, False), (1, False), (1, True), (None, False)], [(None, False), (0, False), (None, False), (1, True), (None, False)], [(None, False), (0, False), (1, False), (1, False), (None, False)]]"
"[(None, False), (0, False), (1, False), (1, True), (None, True)]",9,"[[(1, False), (0, False), (1, False), (1, True), (None, True)], [(None, False), (None, False), (1, False), (1, True), (None, True)], [(None, False), (0, False), (None, False), (1, True), (None, True)], [(None, False), (0, False), (1, False), (1, False), (None, True)], [(None, False), (0, False), (1, False), (1, True), (None, False)]]"
"[(None, False), (0, False), (1, False), (1, True), (1, False)]",9,"[[(1, False), (0, False), (1, False), (1, True), (1, False)], [(None, False), (None, False), (1, False), (1, True), (1, False)], [(None, False), (0, False), (None, False), (1, True), (1, False)], [(None, False), (0, False), (1, False), (1, False), (1, False)], [(None, False), (0, False), (1, False), (1, True), (None, False)]]"
"[(None, False), (0, False), (1, False), (1, True), (1, True)]",10,"[[(1, False), (0, False), (1, False), (1, True), (1, True)], [(None, False), (None, False), (1, False), (1, True), (1, True)], [(None, False), (0, False), (None, False), (1, True), (1, True)], [(None, False), (0, False), (1, False), (1, False), (1, True)], [(None, False), (0, False), (1, False), (1, True), (1, False)]]"
"[(None, False), (0, False), (1, True), (None, False), (None, False)]",7,"[[(1, False), (0, False), (1, True), (None, False), (None, False)], [(None, False), (None, False), (1, True), (None, False), (None, False)], [(None, False), (0, False), (1, False), (None, False), (None, False)]]"
"[(None, False), (0, False), (1, True), (None, False), (None, True)]",8,"[[(1, False), (0, False), (1, True), (None, False), (None, True)], [(None, False), (None, False), (1, True), (None, False), (None, True)], [(None, False), (0, False), (1, False), (None, False), (None, True)], [(None, False), (0, False), (1, True), (None, False), (None, False)]]"
"[(None, False), (0, False), (1, True), (None, False), (1, False)]",8,"[[(1, False), (0, False), (1, True), (None, False), (1, False)], [(None, False), (None, False), (1, True), (None, False), (1, False)], [(None, False), (0, False), (1, False), (None, False), (1, False)], [(None, False), (0, False), (1, True), (None, False), (None, False)]]"
"[(None, False), (0, False), (1, True), (None, False), (1, True)]",9,"[[(1, False), (0, False), (1, True), (None, False), (1, True)], [(None, False), (None, False), (1, True), (None, False), (1, True)], [(None, False), (0, False), (1, False), (None, False), (1, True)], [(None, False), (0, False), (1, True), (None, False), (1, False)]]"
"[(None, False), (0, False), (1, True), (None, True), (None, False)]",8,"[[(1, False), (0, False), (1, True), (None, True), (None, False)], [(None, False), (None, False), (1, True), (None, True), (None, False)], [(None, False), (0, False), (1, False), (None, True), (None, False)], [(None, False), (0, False), (1, True), (None, False), (None, False)]]"
"[(None, False), (0, False), (1, True), (None, True), (None, True)]",9,"[[(1, False), (0, False), (1, True), (None, True), (None, True)], [(None, False), (None, False), (1, True), (None, True), (None, True)], [(None, False), (0, False), (1, False), (None, True), (None, True)], [(None, False), (0, False), (1, True), (None, False), (None, True)], [(None, False), (0, False), (1, True), (None, True), (None, False)]]"
"[(None, False), (0, False), (1, True), (None, True), (1, False)]",9,"[[(1, False), (0, False), (1, True), (None, True), (1, False)], [(None, False), (None, False), (1, True), (None, True), (1, False)], [(None, False), (0, False), (1, False), (None, True), (1, False)], [(None, False), (0, False), (1, True), (None, False), (1, False)], [(None, False), (0, False), (1, True), (None, True), (None, False)]]"
"[(None, False), (0, False), (1, True), (None, True), (1, True)]",10,"[[(1, False), (0, False), (1, True), (None, True), (1, True)], [(None, False), (None, False), (1, True), (None, True), (1, True)], [(None, False), (0, False), (1, False), (None, True), (1, True)], [(None, False), (0, False), (1, True), (None, False), (1, True)], [(None, False), (0, False), (1, True), (None, True), (1, False)]]"
"[(None, False), (0, False), (1, True), (1, False), (None, False)]",8,"[[(1, False), (0, False), (1, True), (1, False), (None, False)], [(None, False), (None, False), (1, True), (1, False), (None, False)], [(None, False), (0, False), (1, False), (1, False), (None, False)], [(None, False), (0, False), (1, True), (None, False), (None, False)]]"
"[(None, False), (0, False), (1, True), (1, False), (None, True)]",9,"[[(1, False), (0, False), (1, True), (1, False), (None, True)], [(None, False), (None, False), (1, True), (1, False), (None, True)], [(None, False), (0, False), (1, False), (1, False), (None, True)], [(None, False), (0, False), (1, True), (None, False), (None, True)], [(None, False), (0, False), (1, True), (1, False), (None, False)]]"
"[(None, False), (0, False), (1, True), (1, False), (1, False)]",9,"[[(1, False), (0, False), (1, True), (1, False), (1, False)], [(None, False), (None, False), (1, True), (1, False), (1, False)], [(None, False), (0, False), (1, False), (1, False), (1, False)], [(None, False), (0, False), (1, True), (None, False), (1, False)], [(None, False), (0, False), (1, True), (1, False), (None, False)]]"
"[(None, False), (0, False), (1, True), (1, False), (1, True)]",10,"[[(1, False), (0, False), (1, True), (1, False), (1, True)], [(None, False), (None, False), (1, True), (1, False), (1, True)], [(None, False), (0, False), (1, False), (1, False), (1, True)], [(None, False), (0, False), (1, True), (None, False), (1, True)], [(None, False), (0, False), (1, True), (1, False), (1, False)]]"
"[(None, False), (0, False), (1, True), (1, True), (None, False)]",9,"[[(1, False), (0, False), (1, True), (1, True), (None, False)], [(None, False), (None, False), (1, True), (1, True), (None, False)], [(None, False), (0, False), (1, False), (1, True), (None, False)], [(None, False), (0, False), (1, True), (1, False), (None, False)]]"
"[(None, False), (0, False), (1, True), (1, True), (None, True)]",10,"[[(1, False), (0, False), (1, True), (1, True), (None, True)], [(None, False), (None, False), (1, True), (1, True), (None, True)], [(None, False), (0, False), (1, False), (1, True), (None, True)], [(None, False), (0, False), (1, True), (1, False), (None, True)], [(None, False), (0, False), (1, True), (1, True), (None, False)]]"
"[(None, False), (0, False), (1, True), (1, True), (1, False)]",10,"[[(1, False), (0, False), (1, True), (1, True), (1, False)], [(None, False), (None, False), (1, True), (1, True), (1, False)], [(None, False), (0, False), (1, False), (1, True), (1, False)], [(None, False), (0, False), (1, True), (1, False), (1, False)], [(None, False), (0, False), (1, True), (1, True), (None, False)]]"
"[(None, False), (0, False), (1, True), (1, True), (1, True)]",11,"[[(1, False), (0, False), (1, True), (1, True), (1, True)], [(None, False), (None, False), (1, True), (1, True), (1, True)], [(None, False), (0, False), (1, False), (1, True), (1, True)], [(None, False), (0, False), (1, True), (1, False), (1, True)], [(None, False), (0, False), (1, True), (1, True), (1, False)]]"
"[(None, False), (0, True), (None, False), (None, False), (None, False)]",5,"[[(1, False), (0, True), (None, False), (None, False), (None, False)], [(None, False), (0, False), (None, False), (None, False), (None, False)]]"
"[(None, False), (0, True), (None, False), (None, False), (None, True)]",7,"[[(1, False), (0, True), (None, False), (None, False), (None, True)], [(None, False), (0, False), (None, False), (None, False), (None, True)], [(None, False), (0, True), (None, False), (None, False), (None, False)]]"
"[(None, False), (0, True), (None, False), (None, False), (1, False)]",6,"[[(1, False), (0, True), (None, False), (None, False), (1, False)], [(None, False), (0, False), (None, False), (None, False), (1, False)], [(None, False), (0, True), (None, False), (None, False), (None, False)]]"
"[(None, False), (0, True), (None, False), (None, False), (1, True)]",8,"[[(1, False), (0, True), (None, False), (None, False), (1, True)], [(None, False), (0, False), (None, False), (None, False), (1, True)], [(None, False), (0, True), (None, False), (None, False), (1, False)]]"
"[(None, False), (0, True), (None, False), (None, True), (None, False)]",7,"[[(1, False), (0, True), (None, False), (None, True), (None, False)], [(None, False), (0, False), (None, False), (None, True), (None, False)], [(None, False), (0, True), (None, False), (None, False), (None, False)]]"
"[(None, False), (0, True), (None, False), (None, True), (None, True)]",8,"[[(1, False), (0, True), (None, False), (None, True), (None, True)], [(None, False), (0, False), (None, False), (None, True), (None, True)], [(None, False), (0, True), (None, False), (None, False), (None, True)], [(None, False), (0, True), (None, False), (None, True), (None, False)]]"
"[(None, False), (0, True), (None, False), (None, True), (1, False)]",8,"[[(1, False), (0, True), (None, False), (None, True), (1, False)], [(None, False), (0, False), (None, False), (None, True), (1, False)], [(None, False), (0, True), (None, False), (None, False), (1, False)], [(None, False), (0, True), (None, False), (None, True), (None, False)]]"
"[(None, False), (0, True), (None, False), (None, True), (1, True)]",9,"[[(1, False), (0, True), (None, False), (None, True), (1, True)], [(None, False), (0, False), (None, False), (None, True), (1, True)], [(None, False), (0, True), (None, False), (None, False), (1, True)], [(None, False), (0, True), (None, False), (None, True), (1, False)]]"
"[(None, False), (0, True), (None, False), (1, False), (None, False)]",6,"[[(1, False), (0, True), (None, False), (1, False), (None, False)], [(None, False), (0, False), (None, False), (1, False), (None, False)], [(None, False), (0, True), (None, False), (None, False), (None, False)]]"
"[(None, False), (0, True), (None, False), (1, False), (None, True)]",8,"[[(1, False), (0, True), (None, False), (1, False), (None, True)], [(None, False), (0, False), (None, False), (1, False), (None, True)], [(None, False), (0, True), (None, False), (None, False), (None, True)], [(None, False), (0, True), (None, False), (1, False), (None, False)]]"
"[(None, False), (0, True), (None, False), (1, False), (1, False)]",8,"[[(1, False), (0, True), (None, False), (1, False), (1, False)], [(None, False), (0, False), (None, False), (1, False), (1, False)], [(None, False), (0, True), (None, False), (None, False), (1, False)], [(None, False), (0, True), (None, False), (1, False), (None, False)]]"
"[(None, False), (0, True), (None, False), (1, False), (1, True)]",9,"[[(1, False), (0, True), (None, False), (1, False), (1, True)], [(None, False), (0, False), (None, False), (1, False), (1, True)], [(None, False), (0, True), (None, False), (None, False), (1, True)], [(None, False), (0, True), (None, False), (1, False), (1, False)]]"
"[(None, False), (0, True), (None, False), (1, True), (None, False)]",8,"[[(1, False), (0, True), (None, False), (1, True), (None, False)], [(None, False), (0, False), (None, False), (1, True), (None, False)], [(None, False), (0, True), (None, False), (1, False), (None, False)]]"
"[(None, False), (0, True), (None, False), (1, True), (None, True)]",9,"[[(1, False), (0, True), (None, False), (1, True), (None, True)], [(None, False), (0, False), (None, False), (1, True), (None, True)], [(None, False), (0, True), (None, False), (1, False), (None, True)], [(None, False), (0, True), (None, False), (1, True), (None, False)]]"
"[(None, False), (0, True), (None, False), (1, True), (1, False)]",9,"[[(1, False), (0, True), (None, False), (1, True), (1, False)], [(None, False), (0, False), (None, False), (1, True), (1, False)], [(None, False), (0, True), (None, False), (1, False), (1, False)], [(None, False), (0, True), (None, False), (1, True), (None, False)]]"
"[(None, False), (0, True), (None, False), (1, True), (1, True)]",10,"[[(1, False), (0, True), (None, False), (1, True), (1, True)], [(None, False), (0, False), (None, False), (1, True), (1, True)], [(None, False), (0, True), (None, False), (1, False), (1, True)], [(None, False), (0, True), (None, False), (1, True), (1, False)]]"
"[(None, False), (0, True), (None, True), (None, False), (None, False)]",7,"[[(1, False), (0, True), (None, True), (None, False), (None, False)], [(None, False), (0, False), (None, True), (None, False), (None, False)], [(None, False), (0, True), (None, False), (None, False), (None, False)]]"
"[(None, False), (0, True), (None, True), (None, False), (None, True)]",8,"[[(1, False), (0, True), (None, True), (None, False), (None, True)], [(None, False), (0, False), (None, True), (None, False), (None, True)], [(None, False), (0, True), (None, False), (None, False), (None, True)], [(None, False), (0, True), (None, True), (None, False), (None, False)]]"
"[(None, False), (0, True), (None, True), (None, False), (1, False)]",8,"[[(1, False), (0, True), (None, True), (None, False), (1, False)], [(None, False), (0, False), (None, True), (None, False), (1, False)], [(None, False), (0, True), (None, False), (None, False), (1, False)], [(None, False), (0, True), (None, True), (None, False), (None, False)]]"
"[(None, False), (0, True), (None, True), (None, False), (1, True)]",9,"[[(1, False), (0, True), (None, True), (None, False), (1, True)], [(None, False), (0, False), (None, True), (None, False), (1, True)], [(None, False), (0, True), (None, False), (None, False), (1, True)], [(None, False), (0, True), (None, True), (None, False), (1, False)]]"
"[(None, False), (0, True), (None, True), (None, True), (None, False)]",8,"[[(1, False), (0, True), (None, True), (None, True), (None, False)], [(None, False), (0, False), (None, True), (None, True), (None, False)], [(None, False), (0, True), (None, False), (None, True), (None, False)], [(None, False), (0, True), (None, True), (None, False), (None, False)]]"
"[(None, False), (0, True), (None, True), (None, True), (None, True)]",9,"[[(1, False), (0, True), (None, True), (None, True), (None, True)], [(None, False), (0, False), (None, True), (None, True), (None, True)], [(None, False), (0, True), (None, False), (None, True), (None, True)], [(None, False), (0, True), (None, True), (None, False), (None, True)], [(None, False), (0, True), (None, True), (None, True), (None, False)]]"
"[(None, False), (0, True), (None, True), (None, True), (1, False)]",9,"[[(1, False), (0, True), (None, True), (None, True), (1, False)], [(None, False), (0, False), (None, True), (None, True), (1, False)], [(None, False), (0, True), (None, False), (None, True), (1, False)], [(None, False), (0, True), (None, True), (None, False), (1, False)], [(None, False), (0, True), (None, True), (None, True), (None, False)]]"
"[(None, False), (0, True), (None, True), (None, True), (1, True)]",10,"[[(1, False), (0, True), (None, True), (None, True), (1, True)], [(None, False), (0, False), (None, True), (None, True), (1, True)], [(None, False), (0, True), (None, False), (None, True), (1, True)], [(None, False), (0, True), (None, True), (None, False), (1, True)], [(None, False), (0, True), (None, True), (None, True), (1, False)]]"
"[(None, False), (0, True), (None, True), (1, False), (None, False)]",8,"[[(1, False), (0, True), (None, True), (1, False), (None, False)], [(None, False), (0, False), (None, True), (1, False), (None, False)], [(None, False), (0, True), (None, False), (1, False), (None, False)], [(None, False), (0, True), (None, True), (None, False), (None, False)]]"
"[(None, False), (0, True), (None, True), (1, False), (None, True)]",9,"[[(1, False), (0, True), (None, True), (1, False), (None, True)], [(None, False), (0, False), (None, True), (1, False), (None, True)], [(None, False), (0, True), (None, False), (1, False), (None, True)], [(None, False), (0, True), (None, True), (None, False), (None, True)], [(None, False), (0, True), (None, True), (1, False), (None, False)]]"
"[(None, False), (0, True), (None, True), (1, False), (1, False)]",9,"[[(1, False), (0, True), (None, True), (1, False), (1, False)], [(None, False), (0, False), (None, True), (1, False), (1, False)], [(None, False), (0, True), (None, False), (1, False), (1, False)], [(None, False), (0, True), (None, True), (None, False), (1, False)], [(None, False), (0, True), (None, True), (1, False), (None, False)]]"
"[(None, False), (0, True), (None, True), (1, False), (1, True)]",10,"[[(1, False), (0, True), (None, True), (1, False), (1, True)], [(None, False), (0, False), (None, True), (1, False), (1, True)], [(None, False), (0, True), (None, False), (1, False), (1, True)], [(None, False), (0, True), (None, True), (None, False), (1, True)], [(None, False), (0, True), (None, True), (1, False), (1, False)]]"
"[(None, False), (0, True), (None, True), (1, True), (None, False)]",9,"[[(1, False), (0, True), (None, True), (1, True), (None, False)], [(None, False), (0, False), (None, True), (1, True), (None, False)], [(None, False), (0, True), (None, False), (1, True), (None, False)], [(None, False), (0, True), (None, True), (1, False), (None, False)]]"
"[(None, False), (0, True), (None, True), (1, True), (None, True)]",10,"[[(1, False), (0, True), (None, True), (1, True), (None, True)], [(None, False), (0, False), (None, True), (1, True), (None, True)], [(None, False), (0, True), (None, False), (1, True), (None, True)], [(None, False), (0, True), (None, True), (1, False), (None, True)], [(None, False), (0, True), (None, True), (1, True), (None, False)]]"
"[(None, False), (0, True), (None, True), (1, True), (1, False)]",10,"[[(1, False), (0, True), (None, True), (1, True), (1, False)], [(None, False), (0, False), (None, True), (1, True), (1, False)], [(None, False), (0, True), (None, False), (1, True), (1, False)], [(None, False), (0, True), (None, True), (1, False), (1, False)], [(None, False), (0, True), (None, True), (1, True), (None, False)]]"
"[(None, False), (0, True), (None, True), (1, True), (1, True)]",11,"[[(1, False), (0, True), (None, True), (1, True), (1, True)], [(None, False), (0, False), (None, True), (1, True), (1, True)], [(None, False), (0, True), (None, False), (1, True), (1, True)], [(None, False), (0, True), (None, True), (1, False), (1, True)], [(None, False), (0, True), (None, True), (1, True), (1, False)]]"
"[(None, False), (0, True), (1, False), (None, False), (None, False)]",6,"[[(1, False), (0, True), (1, False), (None, False), (None, False)], [(None, False), (0, False), (1, False), (None, False), (None, False)], [(None, False), (0, True), (None, False), (None, False), (None, False)]]"
"[(None, False), (0, True), (1, False), (None, False), (None, True)]",8,"[[(1, False), (0, True), (1, False), (None, False), (None, True)], [(None, False), (0, False), (1, False), (None, False), (None, True)], [(None, False), (0, True), (None, False), (None, False), (None, True)], [(None, False), (0, True), (1, False), (None, False), (None, False)]]"
"[(None, False), (0, True), (1, False), (None, False), (1, False)]",8,"[[(1, False), (0, True), (1, False), (None, False), (1, False)], [(None, False), (0, False), (1, False), (None, False), (1, False)], [(None, False), (0, True), (None, False), (None, False), (1, False)], [(None, False), (0, True), (1, False), (None, False), (None, False)]]"
"[(None, False), (0, True), (1, False), (None, False), (1, True)]",9,"[[(1, False), (0, True), (1, False), (None, False), (1, True)], [(None, False), (0, False), (1, False), (None, False), (1, True)], [(None, False), (0, True), (None, False), (None, False), (1, True)], [(None, False), (0, True), (1, False), (None, False), (1, False)]]"
"[(None, False), (0, True), (1, False), (None, True), (None, False)]",8,"[[(1, False), (0, True), (1, False), (None, True), (None, False)], [(None, False), (0, False), (1, False), (None, True), (None, False)], [(None, False), (0, True), (None, False), (None, True), (None, False)], [(None, False), (0, True), (1, False), (None, False), (None, False)]]"
"[(None, False), (0, True), (1, False), (None, True), (None, True)]",9,"[[(1, False), (0, True), (1, False), (None, True), (None, True)], [(None, False), (0, False), (1, False), (None, True), (None, True)], [(None, False), (0, True), (None, False), (None, True), (None, True)], [(None, False), (0, True), (1, False), (None, False), (None, True)], [(None, False), (0, True), (1, False), (None, True), (None, False)]]"
"[(None, False), (0, True), (1, False), (None, True), (1, False)]",9,"[[(1, False), (0, True), (1, False), (None, True), (1, False)], [(None, False), (0, False), (1, False), (None, True), (1, False)], [(None, False), (0, True), (None, False), (None, True), (1, False)], [(None, False), (0, True), (1, False), (None, False), (1, False)], [(None, False), (0, True), (1, False), (None, True), (None, False)]]"
"[(None, False), (0, True), (1, False), (None, True), (1, True)]",10,"[[(1, False), (0, True), (1, False), (None, True), (1, True)], [(None, False), (0, False), (1, False), (None, True), (1, True)], [(None, False), (0, True), (None, False), (None, True), (1, True)], [(None, False), (0, True), (1, False), (None, False), (1, True)], [(None, False), (0, True), (1, False), (None, True), (1, False)]]"
"[(None, False), (0, True), (1, False), (1, False), (None, False)]",8,"[[(1, False), (0, True), (1, False), (1, False), (None, False)], [(None, False), (0, False), (1, False), (1, False), (None, False)], [(None, False), (0, True), (None, False), (1, False), (None, False)], [(None, False), (0, True), (1, False), (None, False), (None, False)]]"
"[(None, False), (0, True), (1, False), (1, False), (None, True)]",9,"[[(1, False), (0, True), (1, False), (1, False), (None, True)], [(None, False), (0, False), (1, False), (1, False), (None, True)], [(None, False), (0, True), (None, False), (1, False), (None, True)], [(None, False), (0, True), (1, False), (None, False), (None, True)], [(None, False), (0, True), (1, False), (1, False), (None, False)]]"
"[(None, False), (0, True), (1, False), (1, False), (1, False)]",9,"[[(1, False), (0, True), (1, False), (1, False), (1, False)], [(None, False), (0, False), (1, False), (1, False), (1, False)], [(None, False), (0, True), (None, False), (1, False), (1, False)], [(None, False), (0, True), (1, False), (None, False), (1, False)], [(None, False), (0, True), (1, False), (1, False), (None, False)]]"
"[(None, False), (0, True), (1, False), (1, False), (1, True)]",10,"[[(1, False), (0, True), (1, False), (1, False), (1, True)], [(None, False), (0, False), (1, False), (1, False), (1, True)], [(None, False), (0, True), (None, False), (1, False), (1, True)], [(None, False), (0, True), (1, False), (None, False), (1, True)], [(None, False), (0, True), (1, False), (1, False), (1, False)]]"
"[(None, False), (0, True), (1, False), (1, True), (None, False)]",9,"[[(1, False), (0, True), (1, False), (1, True), (None, False)], [(None, False), (0, False), (1, False), (1, True), (None, False)], [(None, False), (0, True), (None, False), (1, True), (None, False)], [(None, False), (0, True), (1, False), (1, False), (None, False)]]"
"[(None, False), (0, True), (1, False), (1, True), (None, True)]",10,"[[(1, False), (0, True), (1, False), (1, True), (None, True)], [(None, False), (0, False), (1, False), (1, True), (None, True)], [(None, False), (0, True), (None, False), (1, True), (None, True)], [(None, False), (0, True), (1, False), (1, False), (None, True)], [(None, False), (0, True), (1, False), (1, True), (None, False)]]"
"[(None, False), (0, True), (1, False), (1, True), (1, False)]",10,"[[(1, False), (0, True), (1, False), (1, True), (1, False)], [(None, False), (0, False), (1, False), (1, True), (1, False)], [(None, False), (0, True), (None, False), (1, True), (1, False)], [(None, False), (0, True), (1, False), (1, False), (1, False)], [(None, False), (0, True), (1, False), (1, True), (None, False)]]"
"[(None, False), (0, True), (1, False), (1, True), (1, True)]",11,"[[(1, False), (0, True), (1, False), (1, True), (1, True)], [(None, False), (0, False), (1, False), (1, True), (1, True)], [(None, False), (0, True), (None, False), (1, True), (1, True)], [(None, False), (0, True), (1, False), (1, False), (1, True)], [(None, False), (0, True), (1, False), (1, True), (1, False)]]"
"[(None, False), (0, True), (1, True), (None, False), (None, False)]",8,"[[(1, False), (0, True), (1, True), (None, False), (None, False)], [(None, False), (0, False), (1, True), (None, False), (None, False)], [(None, False), (0, True), (1, False), (None, False), (None, False)]]"
"[(None, False), (0, True), (1, True), (None, False), (None, True)]",9,"[[(1, False), (0, True), (1, True), (None, False), (None, True)], [(None, False), (0, False), (1, True), (None, False), (None, True)], [(None, False), (0, True), (1, False), (None, False), (None, True)], [(None, False), (0, True), (1, True), (None, False), (None, False)]]"
"[(None, False), (0, True), (1, True), (None, False), (1, False)]",9,"[[(1, False), (0, True), (1, True), (None, False), (1, False)], [(None, False), (0, False), (1, True), (None, False), (1, False)], [(None, False), (0, True), (1, False), (None, False), (1, False)], [(None, False), (0, True), (1, True), (None, False), (None, False)]]"
"[(None, False), (0, True), (1, True), (None, False), (1, True)]",10,"[[(1, False), (0, True), (1, True), (None, False), (1, True)], [(None, False), (0, False), (1, True), (None, False), (1, True)], [(None, False), (0, True), (1, False), (None, False), (1, True)], [(None, False), (0, True), (1, True), (None, False), (1, False)]]"
"[(None, False), (0, True), (1, True), (None, True), (None, False)]",9,"[[(1, False), (0, True), (1, True), (None, True), (None, False)], [(None, False), (0, False), (1, True), (None, True), (None, False)], [(None, False), (0, True), (1, False), (None, True), (None, False)], [(None, False), (0, True), (1, True), (None, False), (None, False)]]"
"[(None, False), (0, True), (1, True), (None, True), (None, True)]",10,"[[(1, False), (0, True), (1, True), (None, True), (None, True)], [(None, False), (0, False), (1, True), (None, True), (None, True)], [(None, False), (0, True), (1, False), (None, True), (None, True)], [(None, False), (0, True), (1, True), (None, False), (None, True)], [(None, False), (0, True), (1, True), (None, True), (None, False)]]"
"[(None, False), (0, True), (1, True), (None, True), (1, False)]",10,"[[(1, False), (0, True), (1, True), (None, True), (1, False)], [(None, False), (0, False), (1, True), (None, True), (1, False)], [(None, False), (0, True), (1, False), (None, True), (1, False)], [(None, False), (0, True), (1, True), (None, False), (1, False)], [(None, False), (0, True), (1, True), (None, True), (None, False)]]"
"[(None, False), (0, True), (1, True), (None, True), (1, True)]",11,"[[(1, False), (0, True), (1, True), (None, True), (1, True)], [(None, False), (0, False), (1, True), (None, True), (1, True)], [(None, False), (0, True), (1, False), (None, True), (1, True)], [(None, False), (0, True), (1, True), (None, False), (1, True)], [(None, False), (0, True), (1, True), (None, True), (1, False)]]"
"[(None, False), (0, True), (1, True), (1, False), (None, False)]",9,"[[(1, False), (0, True), (1, True), (1, False), (None, False)], [(None, False), (0, False), (1, True), (1, False), (None, False)], [(None, False), (0, True), (1, False), (1, False), (None, False)], [(None, False), (0, True), (1, True), (None, False), (None, False)]]"
