,rank,count
0,0,88450
1,1,103450
2,2,88732
3,3,67132
4,4,42646
5,5,26126
6,6,14184
7,7,6504
8,8,2974
9,9,1464
10,10,528
11,11,150
12,12,26
13,13,2
