,rank effect,count
0,-12,24
1,-11,264
2,-10,1476
3,-9,4840
4,-8,11022
5,-7,17424
6,-6,20768
7,-5,17424
8,-4,11880
9,-3,4840
10,-2,3036
11,-1,49416
12,0,993124
13,1,49416
14,2,3036
15,3,4840
16,4,11880
17,5,17424
18,6,20768
19,7,17424
20,8,11022
21,9,4840
22,10,1476
23,11,264
24,12,24
