Iteration,0,1,2,3,4,5,6,7,8,9
1,31,20,26,27,25,20,21,23,22,31
2,47,19,15,25,24,38,26,16,14,14
3,49,38,25,28,40,100,41,40,24,27
4,148,19,16,22,24,57,15,18,16,16
5,132,36,32,25,52,146,23,33,33,40
6,139,19,28,16,24,209,31,34,40,22
7,235,29,34,28,32,36,38,33,34,39
8,117,44,49,42,41,75,42,30,37,45
9,227,14,26,26,20,84,23,19,19,35
10,59,32,50,25,66,68,41,48,56,41
11,41,18,38,24,30,48,29,24,29,31
12,38,37,33,47,39,108,52,48,50,46
13,121,31,43,53,43,58,46,42,34,46
14,108,62,55,17,31,72,29,36,41,33
15,115,18,18,33,44,62,35,20,19,33
16,81,26,38,35,33,74,28,31,28,33
17,33,30,41,36,42,116,36,20,35,23
18,57,41,47,48,31,88,32,30,25,31
19,43,42,49,38,28,66,31,34,36,32
20,71,38,30,33,24,113,38,27,44,40
21,27,17,27,31,19,53,24,16,18,26
22,64,15,21,19,40,201,40,31,27,35
23,96,28,34,27,26,53,27,19,26,22
24,168,23,46,41,46,26,29,20,45,32
25,100,36,29,22,20,105,41,25,26,37
26,108,56,44,33,42,106,38,36,34,36
27,72,35,15,10,12,35,15,25,14,18
28,24,14,17,26,27,31,16,25,22,22
29,198,21,23,18,52,60,30,21,19,37
30,62,41,37,39,76,203,33,24,26,39
31,71,29,45,18,83,26,39,25,23,25
32,71,41,28,23,24,157,20,36,21,24
33,93,47,34,41,33,101,32,36,36,32
34,32,30,28,36,41,37,33,40,56,28
35,49,15,30,21,29,32,26,21,28,23
36,115,38,60,35,36,94,29,35,51,35
37,90,27,42,29,36,81,22,31,20,39
38,98,35,19,41,34,34,33,26,32,23
39,27,23,11,16,40,57,12,17,13,16
40,45,23,45,32,27,172,29,32,36,32
41,45,42,42,36,61,146,39,20,39,42
42,187,38,26,39,26,67,29,22,24,31
43,70,39,20,27,18,171,20,33,36,15
44,94,32,15,32,46,206,21,20,14,12
45,67,34,33,25,65,43,44,17,46,24
46,98,36,51,35,31,58,22,24,22,51
47,121,36,28,28,34,63,30,26,74,27
48,55,42,45,76,50,47,27,28,37,35
49,105,24,9,3,28,111,19,7,12,18
50,104,22,22,61,28,106,24,23,41,25
51,114,34,42,22,40,128,26,39,45,28
52,188,31,37,41,29,209,39,55,44,39
53,79,40,26,28,52,33,32,29,35,30
54,21,19,15,27,12,45,14,20,21,20
55,34,49,33,36,70,37,40,34,40,35
56,50,26,16,29,36,28,16,14,25,20
57,333,36,37,71,33,231,33,41,57,39
58,171,25,28,40,31,96,51,21,27,25
59,41,41,27,20,21,58,29,18,17,25
60,75,19,25,30,40,68,15,19,27,27
61,75,42,33,38,44,41,57,35,45,31
62,23,17,16,12,29,238,11,8,13,12
63,149,43,14,13,49,14,15,17,13,19
64,138,25,27,59,57,31,34,24,22,17
65,45,28,32,35,19,83,24,17,22,26
66,81,48,29,35,37,42,40,30,31,42
67,51,35,40,40,39,115,56,36,35,27
68,133,52,49,45,32,173,44,36,35,34
69,78,33,60,42,40,86,19,31,38,15
70,86,19,15,24,19,93,16,25,16,11
71,120,56,22,27,30,449,27,54,46,45
72,165,18,19,31,31,182,40,25,24,22
73,72,25,29,17,24,58,21,21,32,41
74,44,16,13,15,28,125,36,19,17,17
75,48,35,26,24,30,58,36,26,28,32
76,168,41,38,27,34,68,32,30,32,29
77,106,20,45,26,25,39,22,37,76,47
78,62,12,21,9,20,33,16,13,13,20
79,95,17,27,18,27,124,36,16,23,34
80,259,24,37,28,23,47,27,17,19,27
81,50,25,40,26,46,26,32,31,33,23
82,219,27,16,25,17,27,25,31,18,26
83,30,27,43,44,38,84,22,22,41,63
84,89,30,30,45,44,86,35,34,33,32
85,29,26,41,26,18,40,25,23,32,26
86,35,25,21,21,15,142,15,31,17,23
87,82,23,17,18,18,194,23,20,33,25
88,41,28,41,36,38,175,29,36,47,38
89,143,34,17,23,31,160,19,17,24,20
90,92,38,41,42,43,65,52,30,24,21
91,150,52,44,55,57,32,36,36,25,28
92,196,22,15,21,33,32,16,27,21,20
93,105,44,53,23,30,91,26,29,24,30
94,60,29,14,16,23,100,19,27,16,19
95,171,36,23,42,57,170,38,28,36,34
96,87,31,39,53,33,116,36,38,24,32
97,112,42,35,45,34,78,26,39,47,38
98,279,42,18,15,32,73,23,28,36,18
99,101,37,22,25,37,200,23,20,34,53
100,59,24,32,25,41,31,68,25,24,21
101,69,43,21,26,53,327,48,27,25,27
102,65,31,16,31,27,90,20,27,23,22
103,28,23,53,43,39,94,43,26,56,54
104,109,31,29,40,26,66,38,60,36,27
105,81,49,29,36,25,237,55,20,23,23
106,81,34,33,31,36,37,24,71,28,20
107,30,30,47,41,57,100,39,29,53,30
108,58,18,34,35,20,156,30,19,20,22
109,97,17,25,16,24,251,26,18,19,23
110,202,40,27,28,31,202,33,30,26,34
111,31,36,20,17,47,255,42,32,30,22
112,24,34,27,34,83,103,27,24,24,32
113,32,25,37,35,26,188,44,36,44,30
114,55,22,29,36,20,64,24,25,21,32
115,210,14,23,20,40,107,40,40,19,21
116,172,29,31,40,47,261,44,33,42,42
117,81,38,39,40,42,96,19,47,34,23
118,39,44,23,36,28,58,28,32,25,24
119,127,43,33,36,47,140,50,57,41,32
120,31,19,27,27,25,17,13,48,17,26
121,41,18,28,15,18,124,27,16,32,41
122,46,28,30,16,18,116,15,19,17,22
123,49,27,28,33,50,95,37,40,25,33
124,313,25,26,32,26,52,34,23,17,30
125,112,32,54,32,51,133,42,58,43,34
126,135,26,28,23,45,45,20,26,26,28
127,26,25,38,23,30,118,25,39,22,27
128,48,41,26,44,26,40,43,40,29,34
129,41,39,35,45,48,45,31,38,36,53
130,137,20,26,19,19,70,37,22,54,30
131,112,31,22,24,18,77,28,29,19,42
132,56,40,42,39,24,43,19,33,23,41
133,35,28,43,35,40,73,44,40,31,43
134,30,34,27,25,27,35,17,39,41,35
135,103,32,24,24,29,68,20,28,25,24
136,93,40,32,28,47,124,34,42,39,34
137,46,39,46,52,38,61,50,40,39,49
138,201,21,25,20,16,98,21,15,23,29
139,158,34,32,35,36,67,42,31,41,59
140,440,20,43,23,34,72,17,15,22,29
141,52,42,31,40,24,19,52,24,37,30
142,95,43,28,30,41,61,32,21,29,27
143,56,24,24,17,31,34,19,42,22,21
144,93,27,30,26,35,111,22,31,23,17
145,29,35,45,45,36,20,31,37,23,24
146,33,24,16,18,14,30,16,26,13,14
147,57,31,25,44,50,88,39,30,29,33
148,94,20,34,37,37,78,27,22,28,23
149,129,38,33,37,64,36,46,33,43,35
150,94,14,19,19,12,39,12,14,11,15
151,46,31,21,23,36,13,12,21,29,19
152,90,46,22,55,25,128,45,32,40,30
153,46,42,43,52,43,88,34,44,41,41
154,31,32,46,34,28,227,32,39,31,35
155,210,26,18,32,37,118,38,23,25,32
156,103,27,23,24,17,38,60,16,37,24
157,22,23,29,25,39,217,66,26,30,32
158,203,32,35,29,39,27,32,23,31,26
159,96,44,35,23,28,67,27,25,13,20
160,20,27,36,31,17,60,30,22,20,26
161,95,26,28,24,20,144,17,28,21,26
162,207,28,43,45,41,80,31,46,48,31
163,203,23,23,29,63,28,25,22,27,31
