Iteration,0,1,2,3,4,5,6,7,8
22648,42,54,72,104,62,66,40,52,66
22649,42,74,38,78,36,60,40,26,54
22650,48,58,82,70,52,46,70,58,36
22651,60,64,96,70,72,46,90,118,34
22652,64,54,174,92,60,74,54,48,136
22653,55,47,85,47,41,181,45,39,35
22654,42,36,32,162,184,130,172,32,58
22655,100,54,82,94,70,42,44,126,48
22656,52,32,34,92,46,36,26,64,34
22657,42,28,136,72,50,58,44,24,46
22658,74,38,96,60,68,86,78,52,46
22659,39,37,69,45,31,31,37,43,33
22660,62,50,102,86,50,36,62,46,48
22661,80,80,58,38,72,32,62,28,58
22662,57,47,51,51,223,81,47,43,49
22663,27,79,59,77,53,43,105,39,161
22664,57,105,81,61,73,59,37,49,49
22665,36,62,102,98,60,48,46,64,32
22666,55,71,51,45,93,77,85,49,73
22667,49,47,53,81,67,51,55,45,39
22668,78,78,64,50,54,40,62,104,60
22669,34,40,56,72,36,56,162,46,40
22670,37,59,29,63,25,43,67,53,31
22671,53,47,99,79,41,67,59,43,37
22672,66,52,88,126,54,178,84,72,60
22673,43,45,37,83,39,73,35,71,37
22674,85,43,95,109,117,51,93,49,47
22675,45,33,69,137,79,35,37,55,37
22676,54,64,70,56,102,70,66,58,54
22677,81,63,119,75,69,67,53,47,55
22678,82,32,68,84,104,100,34,46,24
22679,50,40,60,100,24,38,48,56,68
22680,80,58,86,64,92,66,54,44,42
22681,33,31,35,43,67,147,69,79,79
22682,76,56,76,70,42,28,52,44,44
22683,59,63,47,61,135,67,89,75,79
22684,29,75,31,51,83,45,77,67,39
22685,63,73,33,79,57,45,79,41,51
22686,57,69,47,91,51,37,51,37,35
22687,37,27,39,47,101,55,47,43,53
22688,45,77,117,129,43,43,79,55,71
22689,55,41,55,79,139,67,127,45,39
22690,38,48,102,60,64,98,262,50,48
22691,45,43,79,139,119,85,61,49,67
22692,48,50,72,98,66,80,74,44,74
22693,49,81,39,125,65,81,173,47,59
22694,66,60,82,198,326,30,68,34,52
22695,96,64,42,38,60,40,68,38,40
22696,36,26,84,212,56,64,182,60,82
22697,49,69,187,89,55,119,57,91,43
22698,43,67,95,103,135,113,61,55,69
22699,31,45,79,97,89,33,49,49,39
22700,64,46,78,218,62,88,86,34,54
22701,100,46,116,48,30,38,58,46,26
22702,44,46,54,108,34,82,56,78,40
22703,38,38,50,70,110,38,62,50,56
22704,33,47,63,109,35,157,35,95,33
22705,47,39,43,55,85,59,73,33,41
22706,50,48,42,42,100,48,44,68,48
22707,34,58,46,70,62,44,52,52,40
22708,54,38,54,60,68,70,106,38,52
22709,31,49,61,125,63,79,53,43,47
22710,64,50,78,96,184,48,58,42,48
22711,45,65,81,157,69,57,61,39,27
22712,55,55,111,71,47,59,55,53,41
22713,91,49,79,89,45,77,37,39,45
22714,61,49,71,173,33,61,83,29,51
22715,59,37,121,49,67,71,25,35,37
22716,62,46,58,184,62,54,40,36,62
22717,37,41,85,75,43,69,75,61,51
22718,77,87,247,111,51,73,65,51,71
22719,52,74,100,228,64,52,82,50,54
22720,93,51,51,163,135,35,71,69,65
22721,26,46,46,40,50,26,210,38,82
22722,25,27,39,61,107,93,123,21,47
22723,61,53,35,55,45,47,241,51,45
22724,115,51,65,23,129,55,57,31,33
22725,98,48,76,108,54,78,122,60,80
22726,37,39,123,343,47,53,69,117,35
22727,26,18,46,38,146,30,24,34,18
22728,53,99,43,93,141,55,49,59,81
22729,33,39,89,127,159,127,43,35,31
22730,48,60,54,138,60,94,50,46,44
22731,54,50,48,134,64,98,96,42,70
22732,41,59,57,57,65,51,53,37,43
22733,80,46,48,38,76,90,38,58,34
22734,111,19,67,57,117,43,171,57,35
22735,95,43,145,45,57,75,93,67,65
22736,67,63,87,69,55,79,67,65,83
22737,52,32,70,92,42,50,90,44,52
22738,55,37,163,67,85,61,63,73,67
22739,92,36,88,70,104,58,108,30,38
22740,63,39,63,71,61,43,69,33,39
22741,53,57,55,115,131,45,45,51,33
22742,103,47,155,63,65,57,39,45,65
22743,87,47,111,67,131,67,131,33,41
22744,56,74,76,42,60,42,32,40,58
22745,57,57,35,73,39,57,93,45,37
22746,80,52,62,52,68,58,60,78,46
22747,56,54,42,56,42,82,58,60,52
22748,34,32,28,28,86,46,56,38,98
22749,62,32,96,164,108,30,60,40,38
22750,43,57,67,69,89,25,59,43,49
22751,32,40,84,58,48,76,66,60,42
22752,72,32,48,180,42,58,28,50,38
22753,41,49,163,79,71,71,71,53,49
22754,59,47,59,59,109,49,41,59,67
22755,44,58,44,276,102,72,66,50,46
22756,49,47,129,45,45,135,39,39,55
22757,47,43,35,51,101,35,63,57,63
22758,32,40,40,34,106,44,42,46,34
22759,64,52,60,50,66,64,96,46,48
22760,54,92,44,92,90,50,76,38,36
22761,47,51,67,65,69,33,31,35,29
22762,56,14,24,18,42,8,178,36,12
22763,32,50,80,48,78,114,46,72,48
22764,101,61,55,117,71,43,55,67,57
22765,34,38,32,74,42,52,46,68,68
22766,65,35,77,41,79,35,47,57,57
22767,54,32,44,84,132,170,164,32,40
22768,51,29,37,51,55,33,67,247,45
22769,38,60,76,46,68,54,56,46,52
22770,67,45,115,69,73,29,59,45,41
22771,71,61,55,125,89,171,57,73,59
22772,52,44,66,42,56,68,78,24,70
22773,54,60,94,100,62,52,72,38,38
22774,117,47,115,223,81,197,49,51,37
22775,72,26,46,54,56,36,36,54,46
22776,39,47,49,61,95,97,25,33,77
22777,46,46,54,58,34,50,62,84,44
22778,44,74,70,114,88,90,102,44,66
22779,55,47,107,89,115,59,53,63,69
22780,83,39,47,87,51,51,55,63,53
22781,36,50,30,40,154,66,52,32,36
22782,107,91,75,77,91,105,93,69,49
22783,183,47,123,65,51,37,47,23,55
22784,41,59,85,99,73,59,63,59,33
22785,82,54,70,88,60,68,60,66,62
22786,52,42,46,60,42,70,42,38,62
22787,63,41,47,51,37,43,59,31,57
22788,39,43,69,57,81,81,109,83,35
22789,56,46,22,58,36,32,56,42,34
22790,70,46,42,120,148,64,60,44,58
22791,73,57,43,109,77,41,123,113,49
22792,57,71,143,81,85,43,89,75,57
22793,84,48,102,106,74,90,64,34,46
22794,51,37,61,75,57,49,93,41,43
22795,36,46,54,22,102,36,66,52,46
22796,62,54,54,40,28,52,38,34,72
22797,21,33,105,47,37,37,113,35,35
22798,41,53,91,165,115,43,117,59,41
22799,53,73,51,51,215,51,91,59,49
22800,52,40,78,144,60,268,54,42,108
22801,46,42,52,204,52,66,76,76,50
22802,46,50,92,80,186,46,76,54,52
22803,41,47,65,53,43,91,47,39,65
22804,48,40,44,60,44,114,60,50,50
22805,123,91,139,77,75,47,95,69,35
22806,113,71,61,59,151,55,79,47,115
22807,47,29,63,65,59,51,45,57,43
22808,40,36,56,46,50,40,72,52,30
22809,30,58,102,228,88,44,52,28,40
22810,54,56,112,84,108,158,54,42,46
22811,79,75,43,43,67,67,43,59,47
22812,55,51,65,53,51,41,49,43,37
22813,50,44,60,48,38,52,38,40,34
22814,43,43,45,61,55,55,63,61,39
22815,55,81,31,65,53,43,55,43,25
22816,52,36,34,154,116,118,36,30,42
22817,140,72,48,90,56,68,102,58,62
22818,38,60,30,40,38,56,26,22,42
22819,73,49,119,69,51,89,59,31,63
22820,20,24,56,56,122,14,96,24,30
22821,49,91,95,87,53,91,65,107,51
22822,83,45,39,71,71,57,73,61,131
22823,25,65,33,83,49,45,29,65,67
22824,72,38,134,24,66,44,54,40,74
22825,49,71,49,89,107,51,69,45,29
22826,47,51,59,63,177,55,41,49,27
22827,66,76,60,162,64,154,166,56,52
22828,53,79,77,49,63,61,75,61,43
22829,45,53,111,63,83,39,67,43,47
22830,52,64,114,84,128,42,36,38,58
22831,56,54,48,76,48,76,70,66,46
22832,73,49,197,107,45,45,79,57,57
22833,61,55,61,85,49,43,75,43,73
22834,27,39,47,25,91,43,25,25,35
22835,44,44,108,54,42,34,100,48,110
22836,42,44,104,150,50,44,34,84,42
22837,63,55,43,77,51,49,31,59,41
22838,37,51,93,49,173,77,65,59,31
22839,62,36,26,98,66,84,58,38,66
22840,59,61,73,167,91,51,81,53,87
22841,32,60,34,32,98,40,30,40,126
22842,45,33,37,39,85,99,81,61,59
22843,115,83,93,175,51,57,85,61,103
22844,29,33,93,157,99,57,39,43,31
22845,45,57,49,53,75,27,41,47,47
22846,41,47,55,61,25,93,59,31,33
22847,43,45,95,97,57,29,53,43,47
22848,29,33,51,55,235,35,25,53,47
22849,73,27,151,121,43,75,39,37,45
22850,41,59,69,33,77,55,57,63,49
22851,74,66,72,42,132,74,50,74,54
22852,65,97,111,107,79,87,107,41,53
22853,35,33,35,93,75,81,49,63,55
22854,53,77,49,39,45,47,45,43,41
22855,53,41,75,57,59,65,63,63,55
22856,74,52,56,96,56,66,70,60,78
22857,15,19,33,43,41,47,35,17,5
22858,54,58,74,58,46,46,54,74,62
22859,47,75,67,99,153,51,71,41,61
22860,31,55,25,53,93,41,55,35,121
22861,45,35,69,43,99,21,35,27,29
22862,98,54,96,48,48,54,52,72,44
22863,66,40,44,280,48,58,44,116,40
22864,52,42,62,96,94,62,58,98,46
22865,40,60,48,54,80,38,48,54,72
22866,48,50,48,96,70,46,66,60,62
22867,95,63,69,91,149,75,83,81,71
22868,57,47,95,59,69,39,83,53,63
22869,54,74,44,52,34,98,80,44,64
22870,52,56,136,36,38,88,74,84,52
22871,88,84,108,138,116,40,60,68,82
22872,41,31,61,29,101,59,39,61,47
22873,62,74,66,78,72,82,96,54,92
22874,50,46,58,78,64,52,58,46,42
22875,88,46,46,72,80,54,122,40,56
22876,64,66,192,116,84,60,88,50,102
22877,106,42,70,64,56,88,54,36,62
22878,32,58,56,62,68,52,50,54,48
22879,44,66,86,30,74,292,62,52,46
22880,36,34,38,34,64,30,28,28,54
22881,80,44,104,90,86,48,58,46,40
22882,77,45,181,77,163,35,37,41,53
22883,55,47,65,47,49,71,37,53,63
22884,106,58,72,74,76,60,72,66,48
22885,21,41,69,111,41,61,67,39,41
22886,31,51,51,133,43,73,77,73,51
22887,73,79,61,75,125,65,59,55,39
22888,46,38,104,120,76,38,82,46,56
22889,46,36,78,56,34,36,56,62,48
22890,58,44,72,72,36,56,52,36,48
22891,102,68,100,60,68,76,74,82,174
22892,52,40,62,42,56,46,80,64,36
22893,36,40,120,40,58,106,62,40,32
22894,52,34,50,72,66,28,50,34,52
22895,69,35,65,45,39,79,37,145,35
22896,55,53,83,89,85,83,49,53,111
22897,42,44,144,52,64,138,46,40,76
22898,61,51,47,65,75,35,59,43,51
22899,54,58,48,84,192,42,58,46,56
22900,52,52,50,84,84,68,60,142,44
22901,27,35,29,57,41,33,73,37,79
22902,53,41,69,93,65,61,47,43,75
22903,39,83,35,69,81,73,53,117,45
22904,51,67,63,103,207,109,49,43,41
22905,96,22,122,112,58,26,98,22,38
22906,42,40,84,60,52,38,60,28,52
22907,27,35,165,89,59,59,63,51,35
22908,34,48,44,156,62,58,128,66,34
22909,82,54,62,52,168,46,46,52,54
22910,64,50,72,52,66,68,88,58,64
22911,34,26,30,68,76,20,50,34,52
22912,64,50,40,56,56,58,52,40,104
22913,78,66,110,64,46,50,102,50,72
22914,64,64,60,60,52,70,28,22,38
22915,41,45,53,49,101,57,51,63,43
22916,71,45,69,89,107,69,95,55,47
22917,64,72,128,76,102,56,84,32,64
22918,53,39,97,91,83,57,69,61,57
22919,44,48,34,98,66,42,74,56,60
22920,37,39,53,59,105,33,35,41,43
22921,68,32,42,50,58,46,72,78,40
22922,50,102,22,70,60,38,46,42,28
22923,55,73,113,53,63,47,73,57,67
22924,37,49,43,111,45,59,63,43,41
22925,64,64,52,78,46,36,50,36,64
22926,89,41,163,63,51,97,93,49,63
22927,43,51,133,73,123,51,33,43,47
22928,39,43,37,83,37,41,75,49,29
22929,44,42,66,82,58,54,64,60,48
22930,65,43,63,77,61,23,67,75,69
22931,43,37,93,51,41,79,39,49,67
22932,46,68,126,74,86,42,90,30,30
22933,55,69,91,123,57,55,55,45,69
22934,21,21,19,49,99,31,47,25,27
22935,45,81,149,57,57,55,51,39,63
22936,49,61,49,91,137,47,73,49,39
22937,48,52,46,90,46,144,34,92,48
22938,40,60,60,116,48,162,62,72,40
22939,45,61,53,135,55,101,63,29,79
22940,54,78,50,54,42,82,98,60,38
22941,51,43,29,73,113,117,31,55,63
22942,47,45,49,41,73,57,37,35,49
22943,98,64,166,106,102,52,62,64,62
22944,42,46,62,100,50,62,44,38,58
22945,50,46,36,128,56,46,58,94,76
22946,35,85,47,31,65,57,71,105,55
22947,140,84,100,62,50,34,52,36,42
22948,84,44,56,96,62,48,150,54,34
22949,49,53,41,95,69,53,95,59,53
22950,39,35,85,67,49,47,61,43,25
22951,38,26,58,200,104,50,64,32,50
22952,121,99,83,57,69,71,37,67,57
22953,64,60,132,92,62,40,120,60,64
22954,44,42,92,62,34,22,60,36,26
22955,142,42,52,72,62,60,58,54,64
22956,27,29,51,23,47,41,47,33,45
22957,105,27,41,51,41,41,93,57,37
22958,48,70,108,78,60,76,76,52,52
22959,46,32,52,82,38,20,70,32,24
22960,123,71,75,81,93,55,97,131,59
22961,37,39,57,49,39,63,73,37,51
22962,47,55,67,39,49,57,145,39,155
22963,83,43,69,107,59,63,37,45,63
22964,44,52,110,116,48,136,50,52,58
22965,67,51,107,79,67,43,37,77,415
22966,40,54,46,130,56,110,88,52,40
22967,50,56,70,76,62,120,46,44,46
22968,14,30,72,70,88,20,76,26,20
22969,40,72,38,56,110,80,104,50,38
22970,60,50,86,40,42,40,28,34,50
22971,31,51,39,37,49,55,61,69,35
22972,30,34,60,150,58,44,90,54,40
22973,30,54,88,40,34,58,82,62,66
22974,73,47,157,83,59,73,55,51,79
22975,79,53,97,115,43,81,87,75,65
22976,37,83,63,55,81,37,75,133,95
22977,41,55,133,49,27,79,25,29,21
22978,122,50,70,144,44,38,116,38,36
22979,21,61,91,65,173,49,17,63,29
22980,31,51,63,99,99,69,53,31,43
22981,49,67,173,99,59,67,55,53,97
22982,45,31,49,83,45,49,87,35,53
22983,193,53,91,61,97,121,41,49,37
22984,61,63,149,91,49,33,43,75,77
22985,61,45,47,47,33,67,61,43,37
22986,35,27,43,41,61,13,41,19,13
22987,44,68,96,48,70,68,66,44,46
22988,85,109,115,159,155,63,143,53,39
22989,60,70,54,64,80,68,94,52,54
22990,53,51,53,59,53,49,49,75,55
22991,49,65,67,35,41,31,59,53,41
22992,40,36,40,122,60,86,272,36,46
22993,44,50,70,88,126,46,64,170,38
22994,43,49,65,47,95,59,37,69,27
22995,73,55,105,101,89,81,109,41,45
22996,93,43,63,57,91,53,127,51,51
22997,49,41,45,37,83,39,59,55,61
22998,36,56,44,144,26,56,80,40,102
22999,59,37,41,55,63,87,35,59,33
23000,35,47,111,53,59,49,45,65,69
23001,61,69,73,47,81,67,63,45,43
23002,61,71,93,33,127,109,83,49,45
23003,70,96,112,38,60,70,98,48,46
23004,68,36,208,102,136,52,52,50,58
23005,77,49,101,61,85,47,35,57,75
23006,93,87,67,61,87,85,83,57,57
23007,39,45,51,61,49,37,45,57,55
23008,32,68,66,80,106,32,88,42,42
23009,72,64,58,50,78,52,54,36,46
23010,54,60,42,36,58,46,56,40,36
23011,37,49,29,159,39,75,91,21,29
23012,70,36,88,114,54,44,34,58,54
23013,66,60,52,82,94,62,138,90,50
23014,48,46,32,92,96,38,38,46,38
23015,50,54,62,30,26,62,30,38,36
23016,45,57,107,129,73,47,83,69,57
23017,86,54,88,100,70,66,84,66,52
23018,37,61,65,85,107,81,37,111,39
23019,34,40,42,110,172,36,46,48,36
23020,46,62,66,132,74,96,56,36,64
23021,36,42,100,56,46,64,36,34,54
23022,129,61,69,95,41,61,73,85,71
23023,50,44,50,62,66,50,74,42,42
23024,60,42,68,52,50,96,52,50,42
23025,79,43,63,49,45,35,25,45,37
23026,48,48,98,72,178,42,52,44,48
23027,57,71,87,235,63,69,81,47,43
23028,81,57,97,99,87,87,71,87,45
23029,65,61,205,117,113,119,63,79,45
23030,69,51,75,83,79,71,99,67,63
23031,80,48,46,56,72,54,44,46,64
23032,64,104,40,156,214,56,108,30,28
23033,39,49,91,163,61,37,49,45,51
23034,38,78,52,66,66,96,94,64,62
23035,43,35,119,51,45,41,33,67,41
23036,62,78,70,76,64,52,82,54,52
23037,39,29,59,21,49,43,55,49,27
23038,54,48,60,90,66,44,64,50,40
23039,41,37,87,39,37,33,69,37,49
23040,44,36,86,38,54,52,64,42,34
23041,69,27,39,41,35,39,55,63,43
23042,125,43,105,121,53,37,27,33,81
23043,48,26,36,42,72,38,58,48,90
23044,59,55,45,97,91,47,147,41,61
23045,26,38,48,64,40,24,56,32,46
23046,20,46,32,136,48,34,40,34,62
23047,42,30,50,48,42,104,54,56,54
23048,64,60,76,56,74,64,60,118,68
23049,38,54,60,30,50,62,38,36,34
23050,37,63,79,53,103,99,53,55,49
23051,59,49,65,37,97,59,61,43,45
23052,121,47,61,81,69,71,65,43,47
23053,44,56,66,62,46,140,60,58,46
23054,70,72,66,86,162,66,66,54,56
23055,65,49,81,53,95,53,41,35,29
23056,56,38,84,46,26,32,34,26,28
23057,55,59,87,61,39,33,39,65,39
23058,28,52,68,86,26,36,68,50,46
23059,54,52,82,144,46,132,56,34,42
23060,83,63,69,53,85,85,77,47,85
23061,55,53,77,47,53,59,69,43,47
23062,76,48,66,38,42,54,74,54,56
23063,84,52,34,102,56,42,58,66,50
23064,58,124,56,232,88,60,40,70,72
23065,24,58,46,84,132,40,50,40,44
23066,30,50,42,278,60,94,86,38,76
23067,63,77,63,89,37,83,57,75,63
23068,50,52,92,50,52,72,100,34,46
23069,77,47,73,45,53,43,37,45,71
23070,69,53,71,61,69,45,69,45,51
23071,31,41,51,31,37,71,61,51,43
23072,57,57,85,95,77,139,53,49,57
23073,36,24,92,14,36,66,114,30,24
23074,86,54,92,208,78,40,120,36,40
23075,48,48,42,44,50,36,60,26,58
23076,121,43,83,63,29,67,37,77,45
23077,104,50,58,72,46,110,60,52,64
23078,42,92,64,130,78,54,48,54,42
23079,53,41,59,69,61,67,107,69,53
23080,44,174,54,72,48,64,56,46,58
23081,82,32,76,78,68,64,76,46,46
23082,68,86,66,54,80,50,120,74,58
23083,69,37,49,71,195,43,63,57,63
23084,57,35,49,69,93,67,59,39,59
23085,41,69,119,47,89,47,29,57,39
23086,25,51,83,53,93,73,59,45,47
23087,41,33,45,83,39,21,73,75,43
23088,43,39,73,49,77,93,75,39,59
23089,56,58,94,78,78,112,48,80,44
23090,60,80,60,80,44,82,58,64,68
23091,69,49,59,79,63,45,89,49,59
23092,31,41,117,55,41,47,99,23,69
23093,39,43,113,93,67,223,73,69,63
23094,43,29,37,81,73,65,27,53,35
23095,73,117,87,101,73,87,63,51,41
23096,70,70,32,142,50,28,58,20,38
23097,42,56,92,58,78,76,50,52,32
23098,77,47,113,35,107,47,67,43,37
23099,38,38,76,72,40,58,34,36,28
23100,51,43,199,123,65,43,57,41,37
23101,38,62,36,62,144,40,42,42,34
23102,65,57,99,121,51,49,75,53,35
23103,58,72,76,214,84,302,60,86,40
23104,49,59,91,87,65,41,89,45,59
23105,69,61,27,59,33,27,103,47,69
23106,38,42,78,58,32,36,54,48,42
23107,29,75,55,55,35,61,43,105,59
23108,50,46,82,80,76,54,76,76,52
23109,25,23,27,87,129,49,29,23,67
23110,25,37,85,75,77,47,63,45,45
23111,93,37,89,289,45,45,47,47,43
23112,50,40,42,200,74,44,68,42,48
23113,56,44,132,56,132,34,58,50,42
23114,38,68,138,112,56,72,74,46,50
23115,80,60,128,136,94,58,48,44,38
23116,33,39,27,45,51,103,33,23,53
23117,51,31,31,195,49,35,143,31,29
23118,73,53,75,33,135,59,59,61,55
23119,65,47,71,167,59,119,61,61,47
23120,41,39,49,79,87,53,117,47,65
23121,35,29,61,57,59,105,33,39,45
23122,44,36,50,182,68,132,68,68,26
23123,86,48,42,56,62,80,60,54,52
23124,52,44,54,44,78,48,36,108,36
23125,56,26,36,106,76,44,62,38,46
23126,72,124,94,128,68,52,128,78,48
23127,38,64,78,102,48,48,52,48,58
23128,62,66,40,58,102,50,62,44,38
23129,60,42,66,66,30,52,46,82,70
23130,54,48,84,86,50,68,48,38,36
23131,43,47,87,71,87,69,99,55,47
23132,42,56,68,82,38,58,46,50,26
23133,86,32,142,114,24,46,62,46,36
23134,36,48,62,66,122,72,66,50,36
23135,76,76,70,44,68,36,70,70,60
23136,53,49,55,57,151,61,55,91,45
23137,30,22,38,60,50,54,60,34,30
23138,28,36,56,46,38,30,48,40,28
23139,52,50,52,36,64,54,36,90,62
23140,42,62,42,92,144,72,144,40,122
23141,71,61,247,113,55,125,69,37,35
23142,39,35,79,65,49,31,55,61,51
23143,127,49,73,121,135,189,23,89,35
23144,50,56,94,72,318,84,46,46,90
23145,44,50,32,112,38,64,54,60,44
23146,70,42,52,54,46,76,58,44,100
23147,63,49,109,163,85,51,55,67,79
23148,54,48,42,86,64,48,58,72,64
23149,32,84,78,82,28,40,48,28,58
23150,59,39,59,43,89,41,53,43,79
23151,29,69,65,57,47,75,129,53,49
23152,56,112,34,78,122,56,46,52,54
23153,81,39,181,53,63,23,45,47,141
23154,160,64,160,394,74,78,106,38,74
23155,43,45,45,97,63,47,93,39,49
23156,39,39,71,45,107,41,49,65,39
23157,44,44,80,50,60,46,40,86,62
23158,74,54,164,106,46,100,40,46,50
23159,47,45,55,71,53,99,45,47,61
23160,54,100,172,240,102,122,116,42,40
23161,59,81,213,147,53,59,47,29,73
23162,62,70,100,68,102,46,64,50,40
23163,47,51,117,185,71,65,63,87,63
23164,44,48,170,82,68,42,46,40,52
23165,37,71,85,53,35,141,99,39,59
23166,54,62,62,72,70,38,54,52,60
23167,27,35,47,73,195,77,27,25,49
23168,36,58,46,52,32,62,60,64,48
23169,68,32,84,72,72,52,62,54,38
23170,57,53,75,207,67,65,87,51,53
23171,52,52,136,42,144,40,40,42,56
23172,67,47,45,169,139,57,41,55,63
23173,41,71,91,83,119,99,113,53,37
23174,61,71,57,137,65,97,67,43,57
23175,38,30,32,44,40,68,34,26,46
23176,70,68,66,134,166,44,52,46,38
23177,46,60,56,44,90,64,62,66,106
23178,63,43,47,63,57,71,109,65,49
23179,41,37,51,79,99,53,35,51,63
23180,68,52,54,350,196,84,50,40,58
23181,53,39,59,77,55,103,57,51,57
23182,66,48,64,62,102,84,122,50,64
23183,78,18,56,212,66,38,24,58,36
23184,65,139,65,69,133,121,49,55,51
23185,36,50,50,52,86,122,172,26,68
23186,44,46,52,76,88,80,78,48,44
23187,55,39,103,67,53,77,59,45,41
23188,31,35,83,35,109,45,67,101,41
23189,26,22,44,126,50,34,164,24,114
23190,41,39,63,71,81,59,69,37,37
23191,54,62,90,114,84,70,62,52,52
23192,35,59,55,53,81,65,85,59,55
23193,45,75,129,57,141,53,51,43,33
23194,96,70,48,36,64,56,62,34,58
23195,39,81,21,113,47,59,79,47,49
23196,57,35,101,83,43,67,63,51,55
23197,90,62,58,68,14,42,80,46,32
23198,65,59,65,25,85,13,67,47,27
23199,171,45,59,75,81,47,53,43,51
23200,45,55,67,75,39,53,41,29,39
23201,62,56,126,56,50,42,68,48,62
23202,70,44,48,78,80,74,66,50,62
23203,43,41,69,95,63,55,63,163,33
23204,34,30,62,90,54,56,40,52,32
23205,67,87,169,127,57,67,51,69,149
23206,57,45,57,95,87,73,67,73,45
23207,58,46,58,78,90,64,84,50,46
23208,76,54,50,52,44,78,70,64,54
23209,76,56,48,154,44,24,40,126,44
23210,68,42,98,72,66,124,106,44,32
23211,45,49,47,101,43,105,67,37,37
23212,24,22,24,24,76,108,70,76,64
23213,55,45,49,43,41,39,49,55,41
23214,42,50,44,94,82,64,64,50,48
23215,38,74,72,80,34,46,80,48,42
23216,65,51,69,93,27,21,49,23,41
23217,41,35,41,75,61,41,49,49,31
23218,71,53,41,49,99,41,29,53,29
23219,92,56,70,44,76,64,54,36,62
23220,76,58,46,42,48,62,44,94,40
23221,32,42,68,48,80,58,32,38,44
23222,46,42,92,74,72,118,62,56,54
23223,26,30,42,24,84,32,82,46,70
23224,38,40,28,48,62,20,36,26,40
23225,39,41,139,109,73,79,43,73,43
23226,66,56,52,66,68,48,64,68,52
23227,128,34,72,70,48,90,38,62,38
23228,75,45,47,95,101,55,47,71,75
23229,52,48,32,122,56,36,62,102,68
23230,47,61,83,123,51,107,67,65,55
23231,58,50,78,78,102,66,82,56,30
23232,32,50,20,114,70,56,30,40,38
23233,40,52,96,38,104,44,56,34,98
23234,50,42,66,158,44,42,58,54,40
23235,53,43,83,113,31,47,51,31,45
23236,49,35,57,171,45,51,149,43,29
23237,60,68,146,70,94,54,58,44,44
23238,37,75,45,119,65,43,65,43,73
23239,35,21,23,39,15,115,39,83,69
23240,33,39,53,57,197,83,55,33,41
23241,53,53,75,63,85,187,99,37,53
23242,145,55,49,73,77,99,49,59,53
23243,41,33,69,45,41,37,127,37,45
23244,133,43,59,93,61,79,93,55,63
23245,81,69,139,101,67,69,59,71,35
23246,42,52,90,56,80,44,124,40,70
23247,52,88,72,100,68,46,210,44,34
23248,68,42,36,44,54,44,50,288,34
23249,101,47,53,87,93,81,65,53,89
23250,55,59,87,101,61,85,39,39,79
23251,33,53,55,61,53,67,77,45,73
23252,73,63,109,135,259,39,31,57,51
23253,52,46,44,76,66,48,60,70,60
23254,49,27,41,57,91,31,61,33,41
23255,88,42,108,56,70,80,52,44,42
23256,59,61,133,109,59,47,125,77,49
23257,42,44,48,50,34,60,52,50,44
23258,44,40,92,44,52,38,30,72,50
23259,50,56,54,74,62,64,54,60,58
23260,110,44,96,40,206,60,56,42,48
23261,49,59,155,59,49,59,65,53,47
23262,59,55,39,57,47,51,59,37,47
23263,48,70,136,62,74,46,96,74,136
23264,47,35,49,71,69,253,95,49,37
23265,69,65,99,79,139,49,53,51,51
23266,81,51,51,69,59,47,67,51,59
23267,49,33,31,33,79,75,53,39,53
23268,46,38,112,190,54,36,40,64,36
23269,52,32,50,140,122,46,38,46,26
23270,66,38,78,102,98,60,56,40,48
23271,61,51,93,53,47,73,113,31,45
23272,42,44,44,104,50,44,40,16,32
23273,54,28,58,42,34,62,36,34,80
23274,41,41,65,39,67,27,69,25,61
23275,53,53,113,119,55,85,111,45,47
23276,43,37,57,63,73,53,59,61,67
23277,40,42,124,62,52,50,46,64,66
23278,19,41,25,65,79,51,45,27,25
23279,33,57,167,67,47,53,49,69,51
23280,87,59,41,59,241,59,55,51,39
23281,38,26,36,24,62,54,50,36,66
23282,56,76,70,140,84,60,82,42,46
23283,20,18,30,78,210,46,48,24,58
23284,49,39,157,99,63,85,67,43,25
23285,71,39,45,51,41,49,67,65,43
23286,53,51,65,69,129,75,51,43,61
23287,65,45,81,151,55,71,91,77,59
23288,39,41,43,317,59,41,49,27,47
23289,43,71,77,41,95,75,71,125,47
23290,29,49,55,57,73,93,47,31,31
23291,20,38,44,82,66,32,32,48,32
23292,55,59,83,157,93,43,45,45,49
23293,52,48,74,148,38,102,92,48,62
23294,51,29,61,31,37,41,41,25,47
23295,38,60,58,56,64,74,36,42,46
23296,45,39,71,63,69,63,45,51,53
23297,56,50,36,80,40,76,52,48,44
23298,68,94,44,44,42,50,52,158,52
23299,49,37,39,43,41,27,69,41,25
23300,47,61,109,107,61,71,31,69,45
23301,35,41,105,51,91,39,63,25,41
23302,33,47,81,73,39,33,163,35,51
23303,72,60,48,108,38,34,34,56,46
23304,73,39,43,205,39,65,47,37,61
23305,65,47,59,43,77,51,65,43,45
23306,39,61,51,93,43,57,153,27,25
23307,29,55,63,45,45,23,53,45,33
23308,56,30,66,48,36,44,42,76,38
23309,57,63,73,75,99,37,37,81,37
23310,50,66,152,78,70,102,82,62,62
23311,61,35,65,47,165,45,97,55,43
23312,58,64,58,110,74,40,60,42,44
