Iteration,0,1,2,3,4,5,6,7,8,9
160,21,24,25,24,32,29,19,23,27,32
161,70,19,36,22,19,20,16,24,21,21
162,614,20,12,16,16,21,15,21,19,17
163,510,23,18,25,26,21,30,28,21,27
164,26,23,24,34,26,34,26,22,24,30
165,413,17,33,32,29,26,19,21,16,20
166,201,35,23,38,21,17,31,17,19,27
167,199,10,8,10,12,11,17,16,7,15
168,47,28,31,43,28,29,27,30,46,24
169,40,27,32,31,23,29,32,33,22,24
170,94,43,25,15,26,19,18,16,18,18
171,938,20,14,19,19,43,13,21,16,17
172,244,21,21,18,19,19,13,31,12,15
173,157,17,16,15,22,35,25,17,18,17
174,127,38,27,32,46,28,30,49,34,34
175,40,25,44,30,28,32,23,36,25,35
176,519,26,16,15,14,13,11,19,14,12
177,255,32,21,32,35,33,28,31,29,25
178,56,54,34,25,50,36,33,29,34,54
179,105,29,29,25,20,30,26,36,31,26
180,1103,35,31,29,31,33,23,52,26,26
181,210,20,13,17,15,16,17,18,18,15
182,159,27,21,24,22,22,15,26,16,24
183,166,47,29,31,28,33,32,30,40,31
184,820,35,29,46,29,35,20,38,39,35
185,176,37,28,28,34,41,21,28,29,39
186,108,25,32,37,28,38,26,31,28,31
187,541,19,46,26,32,43,22,31,27,30
188,81,32,14,19,21,18,24,27,30,33
189,72,15,21,28,13,16,16,15,17,29
190,586,29,40,28,34,26,40,29,33,36
191,499,21,25,15,17,21,12,11,14,11
192,96,36,40,25,36,36,17,29,48,38
193,267,31,19,29,31,19,17,20,21,23
194,714,32,39,29,30,20,33,25,34,26
195,278,39,30,41,28,27,51,41,44,44
196,228,21,38,16,20,18,22,29,29,27
197,112,32,32,20,22,39,27,41,32,35
198,22,23,35,37,28,18,29,26,29,39
199,180,33,24,36,30,30,13,37,31,37
200,51,24,29,36,29,23,33,40,29,20
201,345,14,19,17,21,21,23,17,16,19
202,209,40,37,41,35,33,28,38,48,51
203,37,32,22,26,16,23,26,31,32,49
204,162,58,32,18,18,24,17,14,35,19
205,33,18,26,20,22,20,32,23,22,27
206,219,27,24,24,32,17,24,21,30,43
207,92,28,18,44,25,31,27,23,24,24
208,18,10,18,71,20,16,15,11,19,13
209,159,22,41,13,19,29,13,21,26,36
210,39,23,16,23,28,20,18,19,24,19
211,120,12,16,11,32,19,14,17,26,15
212,188,36,21,29,20,25,21,20,27,21
213,134,32,32,31,25,25,28,24,42,25
214,263,21,16,58,19,34,29,22,12,25
215,605,45,26,19,21,16,23,20,22,24
216,23,20,35,14,15,26,27,18,26,16
217,28,19,17,18,30,15,24,15,19,33
218,491,23,20,22,17,24,18,20,18,26
219,259,31,55,22,23,20,35,20,34,33
220,152,16,15,13,18,18,17,16,16,13
221,65,15,22,36,20,25,16,22,19,16
222,279,30,15,28,22,22,20,15,23,18
223,228,19,23,25,22,32,22,27,29,43
224,552,17,15,12,26,30,30,16,47,20
225,49,30,26,37,46,42,34,34,28,71
226,227,27,28,27,29,26,29,28,30,26
227,434,22,20,27,16,20,20,23,16,23
228,249,11,18,9,12,12,22,11,19,16
229,368,26,24,28,29,29,35,21,16,20
230,253,18,23,23,22,24,32,24,19,35
231,370,19,30,25,27,25,19,23,17,23
232,195,25,29,43,28,25,21,22,33,24
233,340,26,24,25,25,20,41,22,34,30
234,450,31,15,32,47,23,35,41,22,51
235,111,28,22,37,41,20,30,24,24,33
236,414,24,19,22,22,14,21,29,15,27
237,399,34,28,24,29,20,21,23,30,36
238,223,35,26,23,22,24,25,27,36,28
239,109,20,17,23,18,27,26,21,22,23
240,97,28,25,28,24,23,19,43,23,37
241,70,32,45,23,22,22,20,42,23,23
242,366,29,32,27,32,34,27,38,32,31
243,251,34,30,27,22,28,35,31,37,49
244,308,25,22,30,29,26,22,23,24,22
245,422,21,13,16,16,18,22,22,18,17
246,533,27,21,35,28,46,36,28,26,39
247,231,21,37,34,25,24,31,27,23,21
248,649,53,31,37,17,28,29,30,37,39
249,321,26,28,29,23,31,24,21,26,23
250,497,25,21,23,43,19,30,28,26,21
251,105,21,52,27,19,20,31,20,32,16
252,242,19,27,25,30,34,25,48,17,23
253,314,24,21,31,33,35,25,58,27,38
254,15,28,22,26,14,17,13,19,23,15
255,279,27,21,21,23,24,25,22,24,24
256,360,14,10,10,44,16,15,15,16,11
257,415,19,19,24,15,13,32,19,13,14
258,322,17,17,18,20,30,22,25,14,16
259,90,14,36,25,16,22,27,22,15,28
260,51,21,28,23,22,27,28,37,28,36
261,331,37,25,34,38,27,43,27,39,35
262,134,20,17,16,22,28,19,26,16,11
263,150,15,17,20,31,20,20,25,17,16
264,421,7,28,26,27,15,14,52,10,14
265,348,33,50,39,27,25,32,30,33,36
266,364,20,23,28,32,22,33,32,22,38
267,187,34,27,25,21,20,25,24,16,34
268,43,20,18,21,24,21,21,18,24,24
269,51,29,24,50,19,26,32,27,32,24
270,522,19,21,25,23,17,26,22,17,19
271,211,28,33,21,31,28,19,40,27,36
272,30,20,27,29,35,30,38,49,22,29
273,351,20,18,17,15,20,12,13,20,13
274,247,35,32,27,25,39,31,29,35,31
275,770,33,23,20,32,18,26,30,25,16
276,98,22,25,28,28,30,17,27,21,23
277,486,32,40,31,23,37,26,37,29,44
278,124,43,34,39,46,32,28,25,38,31
279,28,36,25,22,20,26,38,33,25,27
280,332,51,42,27,35,29,38,28,40,41
281,144,21,20,24,28,27,26,19,26,28
282,150,20,23,48,27,29,19,25,25,25
283,75,39,44,42,34,40,30,25,39,37
284,235,32,26,28,34,27,30,25,20,19
285,274,25,29,22,28,27,27,21,24,28
286,500,7,14,11,10,16,15,16,9,7
287,1152,34,15,29,19,13,22,15,22,19
288,34,28,28,24,15,28,26,36,23,24
289,167,22,31,29,51,34,32,30,31,28
290,18,21,13,15,16,15,17,11,14,14
291,26,12,16,14,31,12,12,25,11,15
292,666,14,18,14,20,17,12,15,25,20
293,235,22,17,19,34,14,25,21,16,24
294,221,33,23,63,38,35,32,36,31,33
295,596,18,41,22,19,19,23,20,25,25
296,683,48,50,48,31,49,40,19,39,37
297,120,37,38,34,32,31,28,29,35,31
298,108,31,40,27,33,29,36,39,33,29
299,298,45,29,21,25,39,23,43,25,32
300,156,19,27,19,19,27,22,27,25,20
301,599,32,34,20,22,25,26,21,28,22
302,304,33,27,26,38,36,30,26,27,28
303,174,51,23,32,37,21,50,31,36,25
304,127,31,44,51,21,25,15,50,21,55
305,260,29,27,37,18,20,39,32,45,27
306,66,35,21,34,24,19,26,44,24,26
307,18,20,19,19,32,22,13,22,22,28
308,440,31,41,39,35,29,24,31,43,27
309,180,27,31,32,27,26,37,28,28,46
310,735,27,23,37,22,23,42,43,24,29
311,335,20,27,19,13,11,19,17,14,18
312,71,37,37,24,33,28,43,41,40,26
313,637,40,53,23,26,25,21,28,25,27
314,134,32,22,20,29,17,17,40,25,21
315,129,19,20,30,17,21,21,25,21,20
316,233,32,30,29,41,29,30,28,39,34
317,162,21,19,36,18,27,32,26,23,39
318,104,35,32,47,30,33,30,40,39,42
319,18,19,19,25,31,22,22,22,27,34
320,243,20,32,22,30,27,28,29,27,59
321,1010,32,35,33,46,32,29,34,47,31
322,410,22,22,21,68,28,33,27,21,27
323,163,23,35,21,28,44,23,23,20,23
324,22,23,25,30,24,28,32,35,22,28
325,262,15,23,28,37,28,15,27,16,39
326,69,13,14,10,6,12,10,11,9,12
327,238,30,39,28,39,33,33,27,34,66
328,362,24,33,28,19,32,25,29,36,25
329,208,19,27,19,30,33,63,30,20,30
330,41,12,27,13,16,15,21,21,15,19
331,502,19,30,30,34,22,24,20,21,20
332,457,34,36,36,31,41,55,39,33,42
333,215,26,17,25,36,24,25,21,24,16
334,509,40,33,51,26,30,19,39,24,25
335,854,28,43,43,38,27,31,31,25,28
336,43,45,36,39,29,39,31,27,26,34
337,224,28,23,23,25,23,27,28,24,31
338,710,39,29,28,25,32,28,21,29,36
339,271,19,19,25,15,16,21,30,28,20
340,13,20,14,15,28,41,22,17,18,23
341,120,30,20,18,17,17,14,27,29,19
342,72,16,12,18,15,10,15,23,18,15
343,50,20,19,18,16,21,26,23,26,39
344,363,19,14,21,13,33,20,13,15,24
345,209,13,19,24,16,11,27,19,31,18
346,97,27,20,35,24,24,25,30,29,50
347,134,26,24,27,28,31,24,26,31,24
348,31,27,45,26,48,33,44,21,22,26
349,144,21,21,16,24,14,20,18,16,32
350,302,29,37,55,37,37,38,24,54,27
351,59,28,51,25,36,21,18,37,27,28
352,174,30,39,23,20,27,32,32,46,24
353,83,32,26,25,21,26,25,32,37,36
354,56,39,38,37,37,38,32,42,41,38
355,250,30,21,25,19,53,20,33,22,20
356,216,51,36,42,40,36,35,43,33,33
357,198,27,23,38,36,25,19,26,25,25
358,184,36,28,35,31,32,43,33,39,32
359,54,21,34,23,35,31,36,21,28,33
360,98,22,13,22,15,23,17,21,25,26
361,593,31,21,29,39,27,22,55,65,37
362,331,27,20,33,22,26,18,27,27,20
363,26,33,26,18,15,22,14,30,14,18
364,37,10,18,26,8,9,7,13,17,17
365,105,39,27,30,42,44,28,29,26,32
366,334,39,30,30,26,28,29,45,24,35
367,16,22,16,19,35,22,17,19,13,28
368,36,9,18,14,30,15,18,15,16,17
369,78,25,22,22,23,28,41,30,24,16
370,269,32,29,40,26,35,25,27,34,27
371,338,28,32,24,22,21,17,22,29,17
372,218,29,20,26,22,29,23,24,31,27
373,547,22,28,23,25,34,27,33,32,33
374,34,14,14,21,14,14,17,15,19,20
375,301,13,15,16,53,13,13,26,14,16
376,374,21,20,19,28,20,23,26,35,31
377,55,39,32,33,22,26,41,69,33,25
378,133,15,16,16,31,23,9,16,20,18
379,128,24,19,18,26,18,42,22,22,22
380,270,28,38,27,32,37,32,30,32,42
381,125,23,29,38,18,33,44,22,31,29
382,1015,44,30,44,28,29,28,29,38,23
383,653,28,38,27,31,32,35,29,32,33
384,38,35,24,27,32,18,22,27,23,34
385,127,20,16,17,22,27,39,19,22,17
386,440,27,13,24,40,20,24,19,25,14
387,160,23,31,24,28,44,30,29,45,33
388,95,15,24,17,21,29,24,25,35,27
389,92,32,22,22,18,23,18,19,22,18
390,314,21,21,30,27,33,29,25,31,33
391,250,28,38,27,30,41,47,25,42,48
392,19,35,21,30,14,19,19,36,18,20
393,213,44,18,27,40,30,46,20,27,25
394,163,27,45,32,67,23,21,32,31,26
395,491,27,26,26,17,49,25,25,24,24
396,60,21,24,19,30,23,28,17,29,37
397,49,25,25,24,24,19,20,36,31,28
398,873,32,22,31,33,28,28,29,33,29
399,119,41,38,40,55,45,46,34,41,42
400,288,22,22,26,51,26,27,22,30,28
401,158,26,31,31,28,56,31,29,23,26
402,409,16,16,30,18,22,21,20,33,14
403,484,23,21,16,20,23,25,25,15,28
404,184,30,30,16,15,29,26,26,21,35
405,874,28,21,23,17,22,15,24,23,17
406,205,22,26,25,23,33,24,24,20,27
407,180,24,20,18,24,17,52,19,26,29
408,579,21,25,21,17,19,23,25,23,24
409,34,32,35,20,30,23,26,30,35,21
410,70,23,22,18,13,21,16,17,10,21
411,49,34,25,23,22,31,23,26,25,34
412,62,24,21,17,33,20,19,19,24,18
413,74,19,23,50,24,23,16,21,28,21
414,45,22,36,19,19,20,15,21,24,15
415,267,11,10,9,12,15,11,15,10,9
416,155,29,31,26,21,29,25,51,26,27
417,377,28,29,33,36,29,41,28,30,35
418,641,31,24,29,32,42,34,27,44,32
419,466,25,29,47,31,26,28,58,34,44
420,334,21,16,15,14,20,19,55,14,12
421,94,34,24,19,25,22,25,25,27,21
422,139,24,23,24,18,31,21,22,30,23
423,42,14,21,8,10,10,16,14,9,3
424,43,29,33,37,39,26,101,23,18,28
425,452,28,32,35,19,24,32,24,29,41
426,132,34,22,29,21,23,18,22,15,15
427,55,27,29,35,19,28,16,25,28,30
428,165,25,22,25,24,25,28,36,26,22
429,422,17,19,24,26,30,26,54,24,30
430,106,17,17,14,13,16,11,19,14,10
431,366,36,48,30,34,22,26,27,27,30
432,346,30,30,34,46,32,39,21,33,32
433,36,18,19,19,12,9,22,12,16,19
434,210,19,23,16,17,26,14,24,22,39
435,403,25,25,31,41,36,32,38,39,28
436,518,27,27,29,27,35,26,42,34,22
437,126,33,33,33,32,30,41,39,30,27
438,345,28,28,20,20,20,21,32,31,23
439,448,24,14,13,18,16,16,25,18,18
440,278,18,26,9,23,19,12,27,20,19
441,88,23,18,17,22,44,22,29,17,17
442,291,21,34,12,19,15,19,19,20,46
443,363,28,42,20,33,27,28,28,25,34
444,363,30,23,37,23,38,29,26,28,47
445,269,28,26,26,37,38,22,39,34,31
446,579,25,38,32,41,35,22,44,27,47
447,85,24,17,25,21,25,21,32,19,18
448,212,36,25,28,27,23,30,24,24,27
449,59,26,14,23,25,23,18,26,20,18
450,535,46,20,29,29,41,28,35,23,22
451,115,26,39,24,24,34,21,22,34,24
452,146,20,15,29,22,22,41,30,22,28
453,88,26,23,42,28,29,23,30,20,30
454,353,30,24,22,24,24,25,23,21,39
455,282,16,17,10,14,11,14,13,7,8
456,152,19,19,22,19,23,22,22,27,19
457,307,16,21,68,20,17,15,18,14,26
458,96,20,19,19,26,42,20,28,27,32
459,485,17,31,24,24,18,22,25,23,26
460,483,18,31,23,18,28,26,38,30,25
461,141,29,25,23,29,35,22,32,23,22
462,58,26,24,32,33,27,27,27,27,24
463,69,29,29,22,20,21,25,29,28,22
464,43,33,23,27,32,43,48,22,27,27
465,48,43,25,38,32,28,21,29,46,27
466,219,30,38,36,38,17,30,19,38,26
467,886,33,35,21,26,26,18,32,46,38
468,213,20,13,11,15,12,37,16,22,16
469,168,31,33,33,35,33,37,29,25,33
470,519,22,24,22,18,18,26,20,19,37
471,268,18,17,9,15,17,17,16,17,11
472,81,41,27,23,22,21,20,29,21,21
473,329,23,23,23,23,19,31,31,19,27
474,33,35,31,49,34,29,28,46,25,26
475,23,30,23,16,17,15,22,19,16,16
476,781,35,29,40,29,26,34,30,26,35
477,209,23,39,22,26,23,19,28,24,20
478,102,21,17,23,12,12,28,20,10,17
479,56,28,31,20,32,37,26,28,29,29
480,122,12,19,19,14,20,21,15,17,18
481,73,36,43,27,19,35,25,16,46,43
482,243,23,29,53,31,48,34,61,26,38
483,47,14,18,18,18,15,16,20,31,29
484,312,19,24,37,18,18,44,27,29,22
485,105,26,28,24,46,25,39,22,15,24
486,207,21,36,24,42,43,29,31,75,45
487,432,37,19,37,27,16,26,22,24,18
488,71,22,43,25,32,64,26,26,52,38
489,342,21,28,32,44,24,24,22,25,27
490,176,28,17,18,18,16,14,15,17,27
491,237,28,21,29,22,19,33,19,32,23
492,226,16,21,21,31,21,21,20,15,25
493,64,34,32,48,26,42,26,30,30,44
494,142,44,26,25,30,22,34,17,24,26
495,392,36,30,27,32,32,31,22,45,27
496,19,19,18,19,18,34,17,30,24,21
497,27,37,26,27,31,35,42,28,52,25
498,133,21,16,30,19,22,19,25,30,52
499,83,19,21,19,18,36,25,19,24,24
500,25,12,9,21,20,11,12,11,11,20
501,504,17,25,20,21,32,29,15,14,28
502,184,17,20,26,38,30,46,15,25,17
503,255,21,22,25,27,32,24,21,28,29
504,528,39,44,32,43,25,27,28,27,29
505,252,23,22,20,17,25,24,26,31,14
506,76,20,22,23,15,13,15,17,38,16
507,358,41,44,28,23,32,29,39,33,25
508,59,16,15,25,21,20,26,64,16,18
509,692,11,17,11,20,16,20,16,6,14
510,101,24,37,30,30,26,30,22,34,44
511,764,15,24,26,21,15,23,27,20,18
512,119,22,28,24,20,28,26,34,22,34
513,352,31,35,20,39,29,31,20,41,21
514,518,16,26,26,20,21,24,31,26,26
515,140,31,37,28,32,36,35,34,46,28
516,385,26,31,29,32,23,37,25,45,25
517,81,16,13,23,12,17,19,20,18,11
518,434,19,28,26,17,22,20,16,29,19
519,78,25,22,17,80,22,19,27,29,64
520,75,29,37,24,29,27,48,54,26,30
521,444,19,19,18,24,16,13,27,21,9
522,70,17,31,24,18,21,52,22,30,25
523,204,28,26,29,44,17,60,17,53,34
524,801,34,23,25,30,16,28,31,22,34
525,69,31,31,26,26,21,23,27,32,27
526,44,33,19,21,26,26,19,23,14,17
527,101,18,30,19,14,38,10,47,18,23
528,238,30,14,18,16,26,30,16,15,17
529,342,29,38,28,33,26,19,25,17,17
530,377,17,14,16,18,63,17,12,14,23
531,220,18,64,20,22,17,15,9,13,12
532,327,19,37,44,31,25,15,29,27,22
533,132,57,40,38,33,36,24,48,34,25
534,222,33,62,38,26,26,26,28,56,32
535,300,36,28,29,28,27,32,30,28,23
536,101,18,42,32,53,30,31,22,21,38
537,333,15,16,24,23,22,14,15,17,24
538,251,44,36,30,51,51,41,35,36,29
539,128,28,25,27,24,35,22,32,35,35
540,659,27,21,33,18,29,28,18,18,32
541,183,23,23,26,21,23,17,27,22,20
542,274,17,23,16,24,13,14,18,19,41
543,116,23,22,20,24,34,20,36,27,19
544,150,16,15,29,17,21,19,24,18,23
545,337,34,37,33,35,41,76,40,29,30
546,153,21,15,33,24,46,21,26,23,40
547,201,21,27,36,26,22,25,28,40,27
548,78,33,30,24,27,22,26,25,30,27
549,269,19,24,30,11,21,21,19,22,16
550,56,31,22,22,22,32,40,19,21,29
551,56,21,22,14,20,20,24,24,53,13
552,910,14,14,8,9,12,7,16,14,12
553,212,22,25,30,17,37,30,34,28,28
554,119,47,43,19,20,15,13,16,18,19
555,211,25,28,39,26,22,27,28,31,24
556,202,16,13,26,15,16,30,14,15,23
557,352,6,6,8,7,4,9,5,2,8
558,252,24,17,21,32,19,21,16,24,13
559,671,15,30,18,23,34,16,24,19,17
560,391,32,43,27,30,23,35,32,24,31
561,641,36,41,38,36,34,34,25,43,18
562,384,16,26,69,17,22,15,15,21,19
563,194,24,30,39,25,31,35,33,34,31
564,74,38,41,34,29,38,32,32,34,30
565,174,46,32,49,29,34,36,32,31,36
566,591,30,49,45,33,24,32,25,34,33
567,181,27,29,30,23,30,36,27,30,25
568,274,36,45,24,36,37,45,24,35,23
569,69,22,13,36,20,29,18,15,19,19
570,553,22,38,26,22,45,17,11,49,28
571,88,26,26,24,55,28,18,21,30,23
572,78,46,30,36,33,40,30,33,30,39
573,16,20,13,13,15,13,20,12,17,29
574,1199,33,50,43,31,30,38,45,35,34
575,115,21,14,19,21,19,20,22,24,27
576,183,23,28,27,26,28,35,27,41,28
577,267,26,36,24,32,23,28,23,40,36
578,228,40,27,27,21,30,24,27,39,38
579,250,30,23,24,28,27,18,19,26,23
580,293,28,31,29,29,39,26,34,27,23
581,74,27,35,22,24,27,57,39,23,23
582,376,30,28,28,20,20,29,21,34,17
583,89,16,21,16,21,17,16,17,23,31
584,112,21,31,39,26,13,27,32,42,28
585,42,33,38,36,46,28,39,23,26,31
586,29,14,15,28,28,16,22,38,26,13
587,276,28,34,31,27,28,28,25,36,29
588,31,26,21,24,38,36,28,25,30,34
589,33,48,25,28,58,34,54,29,38,22
590,226,27,30,32,22,28,41,25,34,35
591,69,15,16,10,12,14,24,15,12,22
592,121,26,34,23,26,35,18,34,23,26
593,83,31,41,40,20,24,25,40,49,36
594,121,18,25,14,12,24,18,32,16,13
595,83,27,28,32,30,27,14,21,27,28
596,501,34,32,44,36,38,30,34,34,29
597,188,27,31,35,26,38,32,39,33,35
598,30,27,25,36,25,20,25,21,26,32
599,361,30,30,17,21,20,19,23,28,21
600,33,38,26,27,21,17,26,31,32,16
601,88,25,25,24,30,23,23,30,31,24
602,1071,31,27,59,27,13,23,20,24,17
603,116,29,44,39,58,24,34,29,50,34
604,161,15,20,40,25,20,25,24,14,18
605,450,20,35,27,19,19,32,37,25,33
606,141,46,23,35,41,27,58,20,32,28
607,423,22,17,18,11,23,18,21,19,16
608,236,31,18,25,25,17,24,28,17,27
609,56,20,20,18,19,52,16,17,18,13
610,410,29,26,25,40,29,32,34,28,25
611,52,14,23,17,22,21,24,16,17,23
612,1032,19,13,11,31,16,17,18,20,15
613,177,28,29,22,37,23,24,36,23,38
614,125,29,26,36,29,29,23,25,29,24
615,316,19,18,17,15,21,32,16,19,15
616,361,31,21,24,21,34,21,22,51,24
617,68,26,24,22,23,24,30,34,15,26
618,74,18,15,30,12,26,21,43,18,28
619,67,37,32,34,35,28,32,28,27,33
620,192,27,36,30,37,41,23,22,21,31
621,156,22,29,27,19,33,34,24,31,22
622,125,36,27,28,32,28,29,20,29,34
623,449,40,37,37,30,35,34,36,36,30
624,512,33,19,32,27,18,39,28,28,22
625,641,39,32,34,33,47,34,25,36,33
626,110,18,29,34,22,34,36,22,31,32
627,300,26,14,22,20,18,44,28,21,22
628,37,15,11,15,10,16,54,15,10,13
629,289,30,32,33,31,29,39,28,26,36
630,86,34,42,19,22,22,35,28,31,31
631,116,45,29,24,23,23,29,34,26,22
632,368,30,23,24,25,31,58,19,19,22
633,277,16,28,24,29,14,20,20,21,17
