Iteration,0,1,2,3,4,5,6,7,8
121,40,28,30,24,24,26,34,44,22
122,22,28,26,34,28,24,26,26,42
123,31,27,23,25,45,21,27,39,21
124,39,25,31,55,27,21,33,27,27
125,15,15,23,17,25,25,17,17,19
126,28,34,36,40,34,32,38,34,20
127,22,18,44,24,14,20,30,20,26
128,18,26,20,22,38,20,18,26,16
129,21,23,23,33,21,27,33,23,29
130,25,21,33,21,27,23,25,23,35
131,30,30,38,24,26,34,32,26,34
132,19,19,17,29,17,21,27,23,15
133,20,28,44,20,42,56,32,42,22
134,33,27,25,31,37,33,43,31,29
135,18,28,36,30,28,28,34,14,26
136,24,28,28,20,34,24,36,22,36
137,13,27,23,25,29,17,25,19,33
138,26,18,24,22,22,40,36,22,24
139,27,31,27,45,25,35,43,27,29
140,26,20,36,44,32,28,28,22,22
141,29,29,27,41,47,67,35,19,43
142,26,24,26,48,24,24,36,20,26
143,35,29,35,29,25,39,39,35,35
144,21,25,17,35,27,25,31,25,25
145,32,30,38,36,30,32,16,30,30
146,36,40,38,28,32,22,34,28,34
147,27,29,31,27,35,35,25,27,25
148,23,27,31,25,21,27,19,31,23
149,32,22,30,22,26,22,16,18,18
150,26,30,34,42,22,24,32,24,36
151,22,24,36,26,26,18,38,28,36
152,19,41,53,43,29,23,43,37,29
153,36,34,38,34,48,24,30,30,24
154,20,18,18,26,20,24,26,18,18
155,28,36,34,16,16,36,32,24,18
156,22,20,30,32,28,32,32,24,16
157,33,31,29,29,35,23,33,29,23
158,20,18,22,22,32,20,40,14,18
159,11,17,7,15,11,9,11,9,11
160,18,22,26,30,36,20,30,24,22
161,28,28,28,28,22,36,54,42,40
162,26,16,22,26,30,36,26,22,26
163,22,22,40,18,34,22,16,24,32
164,31,31,37,25,27,47,29,35,29
165,23,29,29,21,35,23,29,39,27
166,24,20,28,36,32,34,22,26,20
167,43,29,25,47,45,35,37,23,23
168,33,25,25,45,29,33,51,33,35
169,45,31,21,29,47,23,21,21,19
170,17,25,33,25,35,33,45,27,45
171,21,27,33,27,35,37,29,43,33
172,16,28,22,32,26,12,34,28,20
173,39,31,35,21,35,45,31,37,25
174,33,31,37,39,21,27,23,41,29
175,34,32,44,38,34,34,34,54,42
176,31,27,23,29,39,27,37,35,37
177,25,21,45,19,19,19,45,21,15
178,20,22,12,18,20,18,22,20,16
179,20,22,24,30,30,18,26,24,24
180,30,32,26,32,24,36,20,18,24
181,18,28,36,32,28,22,32,26,26
182,16,14,8,40,14,34,22,14,30
183,19,29,45,41,33,27,41,35,23
184,32,32,34,28,22,28,34,24,34
185,25,25,25,13,15,17,39,21,13
186,27,33,35,45,37,33,33,39,33
187,22,34,30,30,30,22,28,26,28
188,40,38,34,28,28,22,22,34,22
189,27,23,53,25,39,27,21,33,25
190,13,17,29,25,15,19,17,21,17
191,26,24,24,24,26,26,22,22,22
192,34,34,32,40,26,24,36,42,40
193,34,20,24,24,28,24,36,28,22
194,21,31,25,29,27,35,31,35,47
195,38,30,38,32,26,50,34,38,20
196,32,26,26,24,34,28,30,30,32
197,16,24,26,22,30,24,36,22,22
198,30,22,30,24,28,32,14,20,22
199,22,30,24,22,48,28,26,34,26
200,33,25,37,33,23,35,31,25,33
201,32,24,26,44,46,48,40,16,22
202,20,20,30,46,24,24,38,26,26
203,37,29,41,39,35,37,31,25,35
204,22,28,28,38,50,26,24,30,38
205,33,29,27,27,43,27,29,23,23
206,26,24,24,36,60,28,34,28,24
207,37,23,35,35,19,21,31,19,27
208,24,28,30,34,32,20,58,30,28
209,28,38,28,18,44,24,24,18,16
210,44,26,26,28,52,30,14,24,26
211,24,22,26,20,28,34,26,30,28
212,35,39,29,41,29,29,31,39,23
213,38,36,30,32,38,48,34,34,34
214,26,24,40,22,28,26,26,26,26
215,33,27,43,23,25,27,43,35,35
216,28,22,48,38,20,20,22,14,20
217,20,22,18,22,24,22,32,16,28
218,35,23,27,49,33,23,15,19,21
219,16,20,38,26,32,22,38,16,18
220,29,21,19,39,37,31,23,27,31
221,24,38,24,18,34,24,28,30,24
222,29,35,33,39,35,35,27,31,27
223,31,23,39,23,25,27,25,39,31
224,27,25,47,33,33,13,13,25,19
225,17,19,17,29,19,21,29,23,25
226,27,25,29,31,31,21,27,33,29
227,21,27,37,29,27,33,31,27,25
228,23,25,25,43,21,31,35,25,29
229,31,25,57,37,25,27,37,35,21
230,40,20,24,32,24,16,30,20,14
231,23,31,29,27,27,35,25,37,31
232,33,27,29,23,33,33,27,27,35
233,16,20,20,22,26,22,26,30,20
234,16,22,26,22,34,18,20,40,38
235,18,20,18,14,36,12,22,18,14
236,14,16,10,46,14,16,36,18,18
237,29,41,21,29,41,23,27,23,29
238,27,21,27,27,19,27,17,17,13
239,11,15,15,49,13,35,13,17,17
240,15,27,45,39,29,17,17,31,17
241,23,35,29,21,23,29,31,29,47
242,28,32,24,34,30,50,42,38,26
243,20,30,48,38,40,20,34,32,40
244,23,29,45,29,47,35,35,31,27
245,5,3,27,3,9,3,7,3,5
246,25,25,27,39,35,19,29,19,27
247,26,28,30,36,40,46,20,22,32
248,36,36,32,28,34,30,26,38,32
249,25,33,35,61,25,35,33,37,41
250,30,26,54,30,24,18,26,32,30
251,23,25,47,45,39,35,21,37,29
252,19,25,41,23,25,19,19,27,27
253,30,20,16,30,22,24,26,28,24
254,26,14,24,20,26,14,20,14,12
255,29,25,23,31,25,23,21,33,21
256,27,15,33,29,23,25,29,35,41
257,38,30,28,34,34,34,36,34,32
258,30,28,28,28,26,34,40,24,32
259,35,25,21,39,29,17,31,39,27
260,27,21,27,39,33,29,21,17,37
261,23,27,27,27,21,41,39,19,31
262,39,19,25,33,19,23,31,19,19
263,28,30,40,30,34,32,26,22,22
264,20,32,32,54,22,30,38,26,30
265,38,26,40,22,34,32,32,32,24
266,31,23,17,35,31,23,21,27,33
267,35,23,33,25,45,31,29,27,29
268,29,23,25,29,29,25,23,21,21
269,32,38,56,38,42,34,40,46,36
270,16,10,12,26,16,8,8,10,10
271,30,26,32,22,44,32,20,24,28
272,28,26,24,26,34,20,28,32,22
273,32,24,30,28,30,30,30,24,32
274,33,27,25,59,15,31,23,35,27
275,31,31,11,17,29,21,17,39,17
276,33,23,33,33,43,29,33,23,35
277,26,26,40,42,28,26,28,32,24
278,23,27,35,43,25,35,25,37,33
279,31,33,35,29,49,37,37,37,39
280,22,28,30,22,30,36,24,28,32
281,32,20,28,28,26,22,24,16,34
282,33,31,39,29,31,31,43,23,37
283,44,30,30,44,30,24,34,34,38
284,19,31,25,31,19,25,21,25,25
285,30,22,32,36,30,36,18,26,32
286,24,26,32,32,42,26,36,36,44
287,37,31,29,39,33,29,25,51,49
288,45,27,35,31,25,35,23,39,33
289,30,30,18,42,34,42,26,32,24
290,28,34,34,36,30,48,34,34,30
291,58,48,30,44,28,46,32,30,48
292,26,26,30,38,34,32,24,22,24
293,41,25,39,31,43,25,25,19,21
294,34,38,34,46,44,38,42,48,32
295,30,22,28,26,30,28,42,24,44
296,45,59,33,45,45,47,23,27,37
297,31,33,33,35,33,33,41,27,29
298,35,29,43,51,45,29,31,35,35
299,21,37,25,25,17,25,23,21,21
300,27,25,33,27,21,31,33,23,27
301,28,22,16,22,32,36,24,26,18
302,30,28,30,38,30,18,34,40,40
303,22,32,16,32,34,26,26,24,26
304,33,29,25,25,47,43,39,33,35
305,25,19,17,17,23,17,19,23,31
306,22,28,42,28,24,38,24,22,22
307,19,33,47,31,39,35,33,25,27
308,29,27,29,23,25,27,23,35,19
309,25,27,45,43,37,37,25,29,37
310,35,23,39,23,17,31,27,23,25
311,26,28,44,46,32,18,34,42,34
312,27,21,39,29,17,27,27,25,19
313,33,27,35,33,35,29,29,23,31
314,33,33,33,41,21,23,33,47,39
315,47,29,35,27,29,37,39,25,31
316,25,27,25,13,33,21,23,27,25
317,20,10,16,20,12,22,18,14,20
318,38,36,28,32,26,40,38,30,42
319,32,22,28,48,40,30,26,22,22
320,33,31,27,49,23,27,33,29,41
321,29,23,27,23,27,33,27,29,53
322,39,17,25,35,23,25,17,23,21
323,21,17,19,17,17,39,17,21,23
324,27,25,35,51,43,29,31,27,25
325,25,19,25,19,31,21,29,23,25
326,43,29,39,35,37,23,55,31,37
327,37,31,45,23,35,35,33,41,33
328,46,44,40,48,26,38,48,28,26
329,43,27,29,41,35,29,27,33,23
330,20,24,28,26,26,36,16,32,24
331,33,23,37,29,33,33,27,35,29
332,19,19,45,29,41,37,15,27,21
333,26,36,34,34,42,42,40,30,22
334,33,33,15,43,35,31,35,23,27
335,24,24,32,38,26,22,22,38,36
336,12,16,28,12,22,12,12,26,20
337,22,32,26,46,32,34,28,28,28
338,20,24,34,16,34,12,20,14,14
339,25,19,17,25,17,27,29,21,21
340,44,18,22,18,28,14,28,38,16
341,28,20,20,32,34,26,28,18,38
342,26,38,32,30,30,34,30,28,36
343,39,19,33,27,25,29,27,35,33
344,30,24,24,38,36,30,26,34,40
345,23,27,21,31,17,19,21,15,21
346,25,37,17,35,31,21,19,23,29
347,29,29,27,27,25,21,27,17,33
348,22,18,40,20,30,40,30,30,44
349,28,24,30,18,40,30,28,28,20
350,32,40,36,40,32,34,32,30,36
351,36,32,50,36,40,34,36,34,30
352,7,9,9,7,13,9,23,9,9
353,19,33,45,43,49,29,33,33,31
354,31,33,23,17,35,25,31,25,17
355,22,24,24,18,28,30,22,20,16
356,14,10,12,16,14,20,12,14,16
357,29,31,23,43,23,13,19,29,37
358,14,16,24,12,16,28,26,20,24
359,36,30,32,34,30,20,38,30,34
360,36,26,30,36,32,32,24,26,34
361,23,17,23,43,25,31,19,19,23
362,38,28,42,46,34,36,32,24,28
363,26,36,24,34,34,30,28,34,28
364,21,35,31,33,25,27,17,39,41
365,42,44,26,38,32,32,46,52,22
366,24,22,18,30,22,24,24,22,30
367,27,29,27,31,23,25,33,23,31
368,15,13,9,17,21,13,25,15,21
369,19,21,19,33,37,25,25,23,25
370,38,22,28,22,24,24,22,36,22
371,17,19,21,21,23,21,25,19,21
372,22,30,34,32,24,24,24,34,26
373,34,46,30,32,24,26,36,24,36
374,25,31,25,27,23,37,33,21,21
375,36,30,24,28,34,40,32,44,30
376,31,27,23,35,33,23,35,29,23
377,48,36,64,28,32,42,30,28,32
378,36,20,28,26,24,28,20,32,42
379,21,31,33,39,19,23,33,39,19
380,22,20,32,16,28,18,16,36,22
381,27,39,23,19,35,31,41,39,29
382,27,23,45,33,29,35,23,19,35
383,24,32,40,30,40,24,32,20,36
384,16,18,14,24,28,14,22,30,30
385,25,33,27,23,15,23,23,17,17
386,36,34,46,36,26,30,50,44,38
387,29,31,27,29,29,31,35,27,35
388,19,17,19,27,51,31,45,27,41
389,27,23,29,27,39,41,43,27,25
390,24,26,30,50,38,20,38,26,28
391,28,24,30,42,48,44,28,32,22
392,39,23,21,31,27,17,35,33,27
393,36,36,42,42,24,38,26,32,24
394,44,32,32,38,30,40,56,26,30
395,24,22,28,24,24,28,30,24,24
396,27,31,33,29,37,25,37,33,43
397,25,23,27,17,17,41,31,35,25
398,31,41,29,35,43,43,29,35,31
399,20,22,14,16,30,22,28,22,18
400,19,15,27,25,17,13,15,17,15
401,21,17,25,21,11,25,21,29,11
402,34,36,56,38,42,54,46,38,26
403,19,17,27,15,15,25,25,15,23
404,37,29,37,33,43,39,25,35,27
405,25,39,25,33,23,21,23,31,33
406,17,41,31,47,31,25,19,23,41
407,41,41,35,43,39,33,59,39,29
408,47,23,21,23,17,31,29,19,17
409,23,23,23,23,25,25,27,17,21
410,38,30,22,50,34,32,38,26,44
411,23,17,33,45,35,25,25,33,29
412,32,26,38,26,38,38,32,38,28
413,38,36,30,32,34,48,50,30,22
414,15,17,13,17,15,31,13,13,33
415,37,43,31,23,31,35,27,27,31
416,24,22,20,34,30,20,30,26,28
417,14,20,12,24,22,14,18,22,26
418,33,27,53,43,27,29,33,17,21
419,16,20,24,38,22,30,18,28,22
420,19,25,29,33,31,23,33,35,25
421,23,21,33,17,43,23,21,21,29
422,33,37,33,49,35,37,41,37,31
423,47,27,33,43,33,39,35,35,29
424,23,21,17,41,27,15,33,17,19
425,22,34,34,30,34,28,28,26,30
426,29,23,23,25,27,41,23,21,21
427,34,38,48,40,24,28,34,28,36
428,28,30,38,32,38,40,26,32,28
429,26,30,40,16,28,26,36,16,26
430,20,24,22,24,24,30,18,38,28
431,44,24,34,36,26,22,18,18,18
432,34,24,38,34,28,50,32,36,30
433,50,20,34,24,40,22,28,28,38
434,33,29,41,45,65,29,41,27,31
435,23,21,43,51,29,23,19,21,25
436,27,29,31,37,33,25,35,17,27
437,22,22,26,30,24,24,26,22,26
438,19,43,25,21,23,23,29,25,25
439,22,26,34,40,32,24,26,26,18
440,28,38,30,32,24,42,22,44,32
441,40,40,50,54,34,36,50,34,38
442,33,23,27,35,23,45,35,27,33
443,35,27,45,35,25,29,29,31,31
444,26,26,28,40,32,26,24,22,20
445,28,30,52,30,38,34,38,30,36
446,27,29,31,43,41,43,39,33,27
447,30,34,26,40,40,48,32,50,26
448,20,40,38,24,22,20,22,28,24
449,31,25,63,45,25,23,41,23,21
450,30,30,32,18,20,40,20,32,24
451,29,23,27,33,39,39,23,31,25
452,24,24,40,40,30,46,30,24,28
453,34,40,36,30,40,36,30,30,40
454,26,32,32,22,16,40,20,22,14
455,30,34,34,26,30,34,36,24,38
456,53,33,25,33,41,33,29,25,27
457,28,26,36,72,30,40,22,28,40
458,23,29,29,21,31,23,19,23,31
459,36,26,32,42,46,42,30,20,22
460,26,28,32,34,40,30,40,30,28
461,38,38,24,48,34,46,30,30,32
462,26,28,24,36,34,44,36,20,24
463,22,20,34,30,22,20,26,28,18
464,24,34,20,24,44,20,36,24,22
465,27,27,41,27,27,31,35,27,31
466,26,36,22,44,20,16,24,34,40
467,14,22,26,26,14,16,34,12,14
468,24,20,32,22,34,26,22,16,38
469,26,24,22,30,24,20,28,18,20
470,22,36,34,26,24,24,34,28,26
471,44,34,36,24,30,30,38,26,34
472,27,29,27,31,27,41,35,29,29
473,30,20,32,28,28,36,32,32,26
474,22,30,36,30,34,24,26,20,30
475,26,36,50,44,28,36,50,48,36
476,22,28,28,36,28,40,42,20,36
477,21,25,31,39,37,37,41,33,29
478,28,30,44,36,28,28,34,28,26
479,28,32,32,24,28,26,40,36,30
480,24,38,34,20,22,40,50,24,24
481,36,26,54,32,30,30,42,30,32
482,45,21,25,43,35,23,49,25,35
483,21,39,33,35,17,23,25,21,21
484,33,17,31,29,55,21,25,29,23
485,26,38,36,36,38,28,26,38,30
486,23,17,27,29,21,17,13,21,25
487,32,34,22,50,24,26,26,18,20
488,18,22,28,22,40,24,36,28,24
489,33,33,33,27,33,31,39,33,31
490,19,31,29,23,29,39,23,27,23
491,29,25,41,31,23,25,29,39,31
492,25,25,33,37,23,25,25,37,41
493,26,18,42,24,44,44,26,18,28
494,31,25,25,31,51,31,29,25,41
495,28,26,28,50,38,24,36,26,34
496,40,26,56,22,20,26,22,28,22
497,39,33,31,35,31,27,31,39,43
498,21,17,15,21,13,17,13,17,21
499,31,19,27,33,47,39,37,25,25
500,27,27,23,29,35,31,29,31,29
501,20,28,24,36,36,20,40,20,30
502,21,31,31,41,29,31,33,39,27
503,33,31,33,33,35,33,25,27,23
504,36,30,30,30,40,28,18,22,34
505,40,26,34,34,24,20,38,24,12
506,30,32,32,26,36,36,24,24,26
507,27,33,35,29,33,25,23,33,33
508,29,21,19,29,33,17,43,19,33
509,26,28,28,36,26,32,28,30,40
510,20,18,14,28,22,14,24,24,14
511,15,23,25,23,15,27,21,15,25
512,37,37,27,33,31,33,35,33,27
513,28,26,34,34,18,24,22,30,38
514,21,21,29,25,41,33,35,29,15
515,17,19,11,25,43,13,25,13,19
516,44,26,22,32,36,46,32,22,30
517,47,29,23,47,47,49,35,33,43
518,16,14,24,32,22,24,42,38,46
519,41,27,41,45,35,29,33,33,31
520,32,22,28,26,20,20,30,30,24
521,28,30,12,22,22,38,26,20,28
522,36,26,20,18,12,22,30,14,16
523,28,28,42,26,46,30,32,26,24
524,31,41,33,33,35,45,33,39,27
525,16,20,22,46,22,14,20,18,28
526,23,27,25,31,27,21,29,21,19
527,23,33,41,37,31,31,31,33,31
528,18,30,22,12,44,24,14,14,20
529,29,29,49,35,25,25,35,29,33
530,30,24,34,28,24,22,24,34,16
531,22,32,36,28,42,36,20,34,42
532,30,36,28,22,32,30,32,44,18
533,31,31,31,25,37,35,37,29,27
534,24,28,34,42,32,32,26,22,32
535,40,32,40,22,22,24,32,34,42
536,15,11,19,31,25,17,25,11,23
537,26,24,28,18,18,26,40,28,38
538,21,19,33,27,23,21,45,19,27
539,29,27,35,29,31,33,27,35,33
540,20,20,34,26,38,20,22,20,30
541,42,22,40,30,40,32,28,22,22
542,24,28,26,14,24,18,28,22,18
543,27,37,27,27,39,41,23,29,23
544,26,24,44,24,42,28,28,24,32
545,19,41,23,31,21,19,33,33,23
546,22,12,50,24,22,16,20,28,16
547,44,26,28,34,42,30,32,26,34
548,30,38,32,30,38,38,22,34,38
549,13,9,11,43,13,7,9,9,9
550,25,19,25,21,35,27,19,25,31
551,24,30,26,22,26,38,28,22,28
552,26,34,28,26,32,30,26,28,26
553,34,34,52,26,26,40,24,32,34
554,33,21,31,23,29,23,35,19,19
555,24,26,24,30,40,28,38,28,28
556,23,25,19,19,21,19,31,37,17
557,41,29,39,31,39,29,31,37,39
558,26,26,30,24,28,22,24,26,24
559,37,33,29,25,37,33,37,21,23
560,40,38,34,42,34,38,38,30,42
561,25,29,49,19,29,25,27,31,31
562,31,35,25,23,31,23,31,37,31
563,41,37,35,29,29,27,31,39,33
564,33,27,19,27,33,21,17,39,21
565,30,22,34,44,26,20,20,20,46
566,22,26,14,46,26,30,22,16,38
567,28,30,28,30,22,28,30,30,22
568,20,28,24,42,22,24,50,28,24
569,15,17,25,39,19,23,31,21,29
570,29,25,23,49,21,49,27,19,23
571,30,22,28,26,28,34,46,18,34
572,34,20,24,20,32,34,32,20,20
573,36,32,34,42,34,24,36,26,26
574,44,38,36,32,30,32,24,46,30
575,38,32,26,32,32,26,34,44,46
576,33,39,27,33,39,23,35,25,25
577,15,15,15,19,27,13,17,23,25
578,43,41,21,39,27,29,35,21,35
579,20,12,18,20,20,26,42,22,22
580,21,19,27,25,21,21,25,29,19
581,32,22,24,26,32,30,24,30,38
582,24,22,32,20,36,42,22,24,34
583,36,38,32,26,24,28,26,36,28
584,25,37,31,33,43,35,29,35,41
585,38,20,20,20,16,20,34,28,16
586,28,34,28,16,30,34,24,24,24
587,25,29,39,29,27,39,37,27,33
588,45,17,25,21,25,39,27,19,29
589,25,23,29,43,31,25,25,43,25
590,34,30,28,42,36,26,32,36,28
591,26,24,26,16,48,22,50,20,32
592,25,25,31,33,27,25,25,25,29
593,32,30,30,28,34,30,28,30,28
594,23,37,37,23,29,41,29,21,27
595,20,30,28,24,16,24,22,18,40
596,24,24,30,38,26,28,24,30,22
597,29,27,33,35,33,39,31,33,31
598,25,25,23,61,29,19,39,25,33
599,17,19,17,17,13,39,23,17,25
600,34,22,30,34,26,32,26,24,20
601,34,14,20,34,30,32,36,22,24
602,26,22,32,38,38,32,50,20,22
603,23,23,25,21,21,23,27,27,35
604,18,22,30,26,26,28,20,20,38
605,25,17,39,29,13,25,27,19,19
606,21,21,23,29,27,33,31,21,33
607,21,27,17,9,21,37,17,19,15
608,14,20,18,16,20,10,12,8,12
609,16,16,34,20,22,36,22,20,34
610,24,28,36,30,18,24,26,28,24
611,41,33,49,37,29,35,33,41,33
612,30,24,30,28,22,38,20,32,26
613,31,19,15,19,39,23,27,29,15
614,35,37,49,45,31,39,55,31,37
615,26,28,20,24,16,20,18,18,14
616,25,27,21,29,21,45,45,25,25
617,9,7,7,7,17,5,7,5,7
618,25,25,27,29,43,23,25,35,33
619,32,42,24,50,36,32,42,30,36
620,27,27,29,35,49,43,35,29,33
621,20,24,24,18,40,40,20,22,18
622,19,23,23,19,43,13,31,17,27
623,42,30,34,34,32,30,36,32,26
624,26,24,14,18,20,26,30,28,20
625,22,20,28,16,34,34,20,22,16
626,33,21,27,29,25,21,39,33,31
627,22,20,18,38,26,26,40,28,16
628,41,33,37,31,29,51,29,39,45
629,24,16,14,18,30,16,28,20,18
630,32,32,34,36,28,30,38,20,24
631,32,32,40,36,38,24,20,32,26
632,22,26,26,26,28,32,32,24,38
633,24,30,36,38,30,20,34,34,26
634,50,30,28,34,48,24,28,24,34
635,22,30,26,38,32,24,26,28,30
636,28,42,30,36,46,20,20,22,28
637,25,27,31,19,65,35,23,17,33
638,25,23,31,27,29,31,27,23,29
639,23,27,47,21,35,29,23,27,19
640,14,28,24,14,12,18,20,24,28
641,44,34,36,22,26,24,36,22,28
642,16,22,22,22,16,32,22,38,20
643,42,38,30,22,32,30,38,22,22
644,27,21,13,7,39,15,19,31,9
645,18,14,20,20,12,22,28,20,28
646,43,23,37,23,27,45,27,25,27
647,23,43,41,25,31,29,33,25,37
648,22,18,20,28,26,18,24,20,36
649,22,20,30,32,22,18,22,26,20
650,32,44,28,40,34,36,36,32,30
651,35,31,43,37,33,33,43,29,27
652,17,19,29,23,19,17,19,15,21
653,26,26,40,20,30,22,26,20,18
654,15,27,27,37,23,21,29,13,15
655,40,18,30,34,34,18,22,18,26
656,30,26,34,40,44,42,42,30,40
657,39,23,29,37,37,35,43,31,21
658,29,23,43,35,43,49,23,33,29
659,30,26,20,22,26,24,26,30,20
660,28,18,28,30,16,20,34,36,36
661,30,16,16,14,22,20,30,18,16
662,41,27,27,27,33,27,21,39,31
663,25,43,29,43,31,27,21,27,35
664,59,35,21,31,29,35,47,25,39
665,24,32,46,24,38,28,30,42,36
666,26,18,22,22,30,18,20,28,32
667,16,16,22,48,26,26,26,16,20
668,38,28,36,24,24,26,22,26,22
669,14,28,30,42,14,38,20,14,22
670,35,21,51,33,29,33,25,39,27
671,27,43,31,29,35,27,31,25,23
672,36,38,28,32,50,30,36,32,24
673,20,20,40,30,24,16,22,24,20
674,29,25,33,33,29,33,31,29,35
675,27,27,29,27,31,29,33,25,27
676,17,31,19,33,31,19,27,21,31
677,28,30,36,30,26,28,34,36,24
678,23,25,29,29,31,21,19,41,27
679,23,39,33,41,27,43,35,35,39
680,30,28,28,28,28,26,24,28,32
681,32,22,40,24,40,22,36,26,26
682,32,28,28,26,28,22,24,30,36
683,35,17,33,23,17,19,29,15,17
684,13,15,19,13,11,29,11,31,15
685,24,34,30,22,46,24,26,32,30
686,19,23,23,23,31,19,19,21,17
687,29,35,25,27,29,29,25,25,39
688,27,29,29,29,19,15,21,13,23
689,23,35,43,33,39,29,43,27,17
690,24,22,22,20,28,38,18,24,22
691,42,28,34,40,26,44,22,30,28
692,23,27,25,49,29,31,39,37,35
693,20,22,22,20,30,30,32,28,18
694,30,24,28,46,32,28,22,36,16
695,21,23,29,69,35,25,23,23,15
696,28,36,40,30,32,26,52,26,32
697,23,27,21,45,29,37,19,29,27
