Iteration,0,1,2,3,4,5,6,7,8,9,10
30290,33,19,17,15,33,15,13,13,15,17,11
30291,56,24,22,24,30,30,20,32,32,20,34
30292,19,19,21,15,19,23,13,19,21,17,13
30293,35,23,21,21,55,33,19,23,23,19,23
30294,15,19,15,17,13,19,11,17,21,19,21
30295,14,28,24,16,26,10,18,36,20,22,16
30296,32,18,28,20,14,20,20,26,18,22,16
30297,37,33,25,23,33,29,15,11,29,19,23
30298,38,14,18,22,42,26,24,16,20,20,18
30299,19,29,17,19,23,23,13,17,19,17,23
30300,41,15,17,23,15,17,21,13,19,23,17
30301,15,15,13,11,11,9,13,23,13,15,11
30302,34,24,22,28,28,34,24,36,26,22,20
30303,20,24,22,16,30,28,26,26,20,18,26
30304,22,30,30,34,30,30,26,36,34,46,38
30305,22,16,34,16,10,26,20,20,18,14,16
30306,17,17,17,17,33,15,15,23,25,25,13
30307,18,16,24,22,24,16,28,56,16,14,14
30308,23,21,19,23,23,29,21,35,17,25,19
30309,30,22,20,24,22,30,26,16,38,34,28
30310,15,15,19,15,17,15,21,27,15,21,19
30311,24,28,42,16,40,26,22,20,20,18,26
30312,20,16,14,12,20,18,16,36,26,14,10
30313,44,26,24,32,28,24,26,30,24,18,28
30314,33,25,25,37,31,23,29,27,37,25,27
30315,20,16,14,20,16,14,14,18,10,12,14
30316,16,12,22,14,20,14,24,18,16,10,24
30317,55,29,25,33,37,25,35,57,27,23,27
30318,24,26,16,22,24,26,18,18,16,32,18
30319,28,22,42,22,50,34,34,40,24,30,20
30320,55,29,33,25,23,21,23,27,27,27,21
30321,30,18,22,16,26,16,24,34,20,20,22
30322,23,21,19,23,39,23,21,27,43,21,19
30323,28,22,24,28,22,24,28,36,22,20,34
30324,55,21,19,19,21,17,21,21,19,21,15
30325,25,21,29,31,35,25,23,37,23,21,23
30326,49,17,19,19,21,19,31,21,31,21,15
30327,22,12,14,28,14,10,32,32,16,20,32
30328,35,17,21,23,15,17,15,21,17,17,23
30329,41,23,35,27,21,23,17,23,29,29,23
30330,14,18,30,20,34,22,16,24,18,16,14
30331,15,15,15,13,19,17,23,31,17,19,15
30332,21,19,15,15,21,17,17,25,21,15,19
30333,39,19,23,25,25,19,27,27,21,31,25
30334,25,17,13,23,41,19,21,17,15,15,13
30335,22,24,26,30,32,24,24,34,28,26,26
30336,37,35,27,25,41,23,19,27,19,27,29
30337,36,14,22,20,16,16,14,22,14,16,14
30338,18,18,20,20,14,30,14,34,18,18,16
30339,19,19,15,17,23,21,21,17,19,15,17
30340,40,30,28,30,42,26,24,32,40,26,24
30341,57,29,29,35,35,31,29,25,31,27,29
30342,21,21,13,17,15,13,15,19,13,25,11
30343,48,32,30,22,46,36,32,30,22,28,38
30344,15,13,13,15,13,15,9,21,11,11,13
30345,17,25,27,23,21,39,23,49,27,23,33
30346,41,29,21,39,29,37,25,31,29,27,29
30347,27,15,17,15,27,17,17,29,15,15,17
30348,32,20,20,18,40,16,20,20,26,20,22
30349,35,21,19,21,23,19,37,23,31,25,23
30350,26,24,22,40,34,26,26,40,22,24,24
30351,19,19,23,17,13,17,19,23,25,25,23
30352,20,36,22,24,24,22,24,18,22,20,18
30353,21,27,33,25,43,21,27,19,21,19,15
30354,36,34,30,26,28,24,26,36,28,28,30
30355,30,26,28,32,58,40,24,70,24,32,22
30356,26,30,28,24,50,24,24,20,28,20,28
30357,32,40,28,26,24,26,24,36,36,34,32
30358,41,27,37,31,43,31,29,33,31,29,21
30359,19,19,21,27,15,15,13,29,19,21,19
30360,30,32,26,24,22,24,18,22,16,24,18
30361,11,13,17,11,23,15,17,13,15,17,25
30362,13,23,23,21,17,15,27,23,25,25,31
30363,37,27,21,17,29,33,23,45,17,15,27
30364,13,11,19,9,25,13,25,27,13,11,23
30365,27,51,31,21,23,23,27,33,23,23,29
30366,28,22,24,20,16,18,18,16,14,6,12
30367,20,22,22,22,20,24,24,26,20,18,26
30368,35,31,19,33,55,23,17,35,41,27,33
30369,39,33,19,25,29,29,25,17,29,21,33
30370,50,14,16,14,8,14,10,10,10,10,14
30371,35,25,21,27,43,25,21,25,29,29,29
30372,20,16,16,22,48,12,18,44,20,18,22
30373,51,17,19,29,15,21,17,23,23,17,19
30374,25,23,25,27,33,15,17,23,17,19,13
30375,24,22,28,18,28,28,24,24,28,20,44
30376,52,34,26,28,28,38,30,50,20,26,22
30377,27,27,25,27,23,31,19,31,21,23,21
30378,33,19,17,19,13,19,13,23,17,21,23
30379,26,24,26,38,40,28,34,28,34,26,26
30380,27,19,13,21,23,17,37,11,13,15,15
30381,22,20,30,20,16,16,26,40,16,16,18
30382,56,24,32,22,22,32,24,26,30,30,26
30383,28,24,24,20,40,20,20,14,20,20,14
30384,29,25,17,19,15,19,29,41,19,17,19
30385,26,28,38,36,26,22,22,24,28,24,40
30386,31,31,17,27,23,33,29,59,41,19,27
30387,29,27,15,21,33,23,21,23,35,21,21
30388,37,27,17,35,27,25,21,17,37,33,27
30389,14,10,26,12,32,18,12,18,10,10,10
30390,21,17,19,21,23,23,17,19,21,19,15
30391,17,27,27,23,33,15,15,47,23,25,13
30392,16,18,20,16,32,16,18,16,24,20,28
30393,20,16,20,18,24,12,24,24,20,28,36
30394,22,10,18,12,18,8,12,28,10,8,16
30395,37,25,29,31,27,21,19,27,21,25,23
30396,22,22,20,20,38,22,20,20,16,22,22
30397,23,23,15,23,17,21,17,53,27,19,39
30398,30,28,20,26,44,26,34,44,22,24,28
30399,20,8,22,22,8,16,18,26,22,22,18
30400,18,18,24,22,22,24,18,18,22,22,20
30401,28,10,24,16,18,12,14,22,10,18,16
30402,16,8,8,10,14,6,6,26,6,6,18
30403,21,23,9,23,31,23,11,23,17,11,23
30404,23,23,19,17,17,15,15,33,17,15,19
30405,20,24,12,16,42,20,18,16,16,20,16
30406,34,30,24,32,24,38,26,28,18,30,34
30407,23,13,13,11,27,9,13,13,15,11,17
30408,31,17,17,23,31,21,19,23,13,15,17
30409,32,20,16,22,20,24,18,36,20,24,24
30410,31,31,25,35,29,27,27,33,25,25,23
30411,30,26,26,20,36,18,20,42,24,20,28
30412,19,15,17,23,15,13,19,25,13,23,15
30413,26,18,18,18,24,18,28,28,22,16,26
30414,23,39,33,23,33,27,29,29,21,45,25
30415,36,24,16,14,24,12,20,18,14,16,10
30416,37,19,27,29,25,13,21,35,15,15,9
30417,44,8,12,12,10,10,12,34,10,12,10
30418,33,23,17,25,21,25,27,23,27,25,23
30419,30,14,24,20,14,24,18,32,18,16,24
30420,27,23,33,23,33,29,31,39,23,25,23
30421,26,28,24,24,32,26,28,28,20,22,34
30422,39,13,33,23,31,29,17,33,21,27,15
30423,26,20,26,30,32,26,30,30,22,30,20
30424,25,25,13,21,19,27,19,23,21,15,15
30425,18,18,20,22,36,18,30,28,22,22,24
30426,15,15,15,11,17,15,11,27,23,15,13
30427,46,16,16,36,16,18,12,24,18,34,22
30428,35,19,35,19,15,19,25,23,17,21,19
30429,8,4,8,8,10,6,18,4,6,8,6
30430,39,29,31,41,33,21,31,41,33,21,25
30431,20,18,18,38,24,16,20,32,30,22,18
30432,25,21,23,19,39,21,27,31,25,19,25
30433,36,26,26,30,16,20,36,24,26,32,26
30434,32,20,22,30,22,18,18,28,22,34,28
30435,20,22,20,14,36,14,18,14,16,18,14
30436,26,26,16,34,18,30,28,70,24,26,22
30437,24,30,20,20,30,18,22,26,22,20,20
30438,32,26,20,16,24,20,20,20,24,24,20
30439,34,20,24,18,46,28,24,42,28,24,36
30440,39,23,29,21,19,25,21,21,21,39,15
30441,19,11,11,13,21,15,25,23,17,17,15
30442,25,17,29,23,27,17,21,21,19,23,17
30443,25,15,19,25,25,13,17,27,29,15,21
30444,43,23,35,33,37,35,21,37,25,21,23
30445,19,13,13,23,23,13,11,11,13,11,13
30446,20,26,20,22,20,22,18,42,20,22,38
30447,26,30,32,34,26,28,46,26,20,26,22
30448,22,14,28,20,30,14,18,12,18,14,14
30449,27,29,29,39,37,35,29,17,31,27,33
30450,66,18,22,20,36,18,28,24,26,22,16
30451,19,21,19,23,23,23,17,35,21,19,23
30452,21,21,37,19,31,17,21,19,19,13,23
30453,27,25,35,25,23,25,31,37,23,25,23
30454,45,25,23,17,23,19,19,31,27,17,21
30455,20,32,32,28,48,34,20,28,24,20,30
30456,38,24,30,38,26,36,18,34,24,32,32
30457,36,24,20,30,14,12,24,38,20,36,20
30458,13,17,19,17,19,15,17,17,19,17,25
30459,43,29,29,31,25,23,25,19,31,21,23
30460,25,17,19,13,25,17,25,33,19,23,23
30461,38,18,28,16,26,24,30,30,38,20,22
30462,29,23,17,19,21,29,21,35,23,21,23
30463,23,23,17,17,25,23,15,27,19,17,17
30464,11,15,13,11,27,13,15,15,23,17,13
30465,17,23,7,9,13,9,7,13,9,11,9
30466,15,39,13,29,37,21,25,31,35,13,27
30467,34,22,26,18,30,30,22,18,26,26,22
30468,46,46,28,30,24,32,32,28,32,28,38
30469,35,17,21,17,13,13,23,19,19,21,19
30470,21,23,19,21,27,21,19,37,21,19,25
30471,16,16,18,16,28,18,16,18,16,26,14
30472,31,21,31,29,21,31,15,29,25,17,29
30473,12,14,14,18,14,20,12,24,12,16,14
30474,21,27,25,19,47,23,17,25,19,19,21
30475,21,17,21,15,19,27,17,27,29,15,17
30476,12,18,10,12,38,12,10,20,18,12,10
30477,29,37,21,19,35,25,35,19,27,27,27
30478,26,36,26,14,20,18,20,22,16,34,28
30479,27,27,21,19,21,13,19,19,15,23,19
30480,23,23,15,17,33,17,11,31,11,15,17
30481,18,14,16,18,22,20,10,14,12,24,16
30482,32,24,24,18,20,20,20,26,16,20,22
30483,42,26,26,38,36,26,48,32,24,24,40
30484,28,26,16,24,28,14,16,20,20,32,14
30485,32,32,22,26,22,30,26,30,34,26,26
30486,19,25,19,45,29,23,31,39,27,35,23
30487,12,8,10,24,32,10,20,14,16,22,6
30488,30,12,14,22,22,14,14,20,16,18,12
30489,31,37,19,21,45,19,17,33,21,17,19
30490,34,24,24,18,26,22,16,38,24,22,22
30491,23,15,19,19,35,19,21,19,23,21,15
30492,27,23,31,31,27,25,29,41,25,29,33
30493,36,24,34,20,22,24,18,38,18,12,24
30494,19,23,25,29,31,21,27,49,35,25,21
30495,45,17,13,19,19,19,17,19,17,19,21
30496,27,29,23,19,47,33,29,31,27,27,25
30497,47,15,15,21,23,15,21,33,21,21,19
30498,35,21,21,19,29,25,27,31,19,19,23
30499,34,14,28,22,36,20,24,34,16,24,30
30500,60,18,24,24,22,32,30,22,22,18,24
30501,32,22,16,18,18,24,22,48,24,28,20
30502,17,27,23,21,41,19,23,29,39,19,33
30503,35,25,25,27,23,21,21,31,25,25,21
30504,32,34,20,30,22,30,22,28,26,28,24
30505,43,17,25,25,21,21,29,39,39,23,21
30506,33,29,19,31,35,19,19,37,23,21,31
30507,18,12,14,12,16,16,32,36,20,22,18
30508,20,16,28,18,26,16,18,16,16,22,16
30509,26,32,36,32,26,22,18,18,20,22,18
30510,28,20,34,22,38,20,14,24,16,26,18
30511,23,25,25,29,37,19,25,39,17,15,27
30512,20,20,18,24,24,16,20,28,40,22,22
30513,36,22,18,20,38,24,32,30,18,24,20
30514,20,22,20,18,28,20,18,58,20,20,16
30515,27,31,25,17,23,21,13,27,25,13,23
30516,42,28,18,28,24,32,40,34,30,36,26
30517,29,15,23,17,25,19,23,27,25,17,15
30518,24,32,26,30,26,20,14,36,34,24,28
30519,24,22,22,20,42,18,28,24,14,18,16
30520,36,22,30,24,20,26,20,20,34,26,24
30521,45,19,21,35,19,17,23,17,15,15,17
30522,16,18,16,12,28,16,16,24,14,16,12
30523,17,27,13,19,15,19,9,19,15,11,11
30524,38,30,30,28,30,28,34,30,28,34,20
30525,30,26,26,26,26,40,26,34,30,24,28
30526,17,29,29,29,25,29,21,33,27,17,17
30527,44,22,24,22,16,52,14,32,14,18,22
30528,23,21,25,23,17,33,29,53,17,37,21
30529,27,23,29,33,27,19,39,33,17,19,23
30530,39,21,21,29,39,23,27,21,19,27,25
30531,41,33,25,33,35,27,29,45,29,31,23
30532,30,20,24,20,20,18,22,22,20,26,32
30533,18,14,12,26,12,14,18,20,12,18,12
30534,29,13,21,21,27,27,23,23,17,21,21
30535,33,29,31,29,19,21,27,47,31,23,23
30536,33,21,37,23,23,17,15,23,21,21,19
30537,21,17,19,19,15,17,19,27,19,21,35
30538,23,19,23,19,17,17,21,35,27,23,21
30539,32,12,16,12,18,14,14,18,14,12,20
30540,23,19,37,23,29,25,17,31,25,23,41
30541,15,21,17,13,27,23,19,31,19,13,19
30542,15,25,17,13,19,21,19,25,17,21,17
30543,29,39,27,23,47,33,29,29,23,31,23
30544,14,14,18,8,50,18,16,36,12,14,20
30545,6,10,14,6,8,8,10,18,8,8,8
30546,54,16,26,18,38,34,24,54,32,28,32
30547,38,18,18,16,36,18,18,18,20,16,16
30548,34,22,32,20,26,18,22,38,18,20,20
30549,11,15,21,15,47,13,11,39,9,13,15
30550,60,16,18,16,34,28,34,40,26,46,30
30551,30,14,18,22,30,26,14,22,30,20,24
30552,32,22,50,20,28,24,24,20,22,24,32
30553,38,22,28,24,34,26,46,22,40,26,28
30554,23,19,13,17,17,17,13,29,17,13,15
30555,29,39,45,27,47,25,21,33,27,29,25
30556,16,20,26,22,20,22,16,28,30,34,24
30557,21,25,21,17,27,25,25,25,15,31,17
30558,37,29,17,15,19,29,21,21,25,19,17
30559,26,38,44,34,34,38,30,26,30,46,28
30560,29,21,19,17,11,17,19,27,17,21,23
30561,19,15,19,25,21,13,13,27,17,15,9
30562,15,13,13,15,15,15,13,41,15,25,15
30563,72,30,34,26,30,40,18,40,26,22,22
30564,15,15,25,15,35,13,27,27,15,23,15
30565,30,22,20,14,24,20,14,18,18,26,14
30566,34,26,24,26,20,40,20,24,16,14,36
30567,15,29,27,35,29,25,25,43,29,31,43
30568,47,43,33,33,19,21,35,31,31,25,33
30569,26,22,20,14,22,18,22,30,16,24,22
30570,63,23,25,35,21,27,25,23,23,25,29
30571,32,28,32,30,26,24,36,20,32,22,24
30572,28,34,32,24,32,38,38,52,34,28,22
30573,35,15,31,21,19,17,17,23,33,19,27
30574,21,33,17,39,35,27,23,23,37,31,27
30575,10,10,8,6,16,10,8,14,8,20,6
30576,10,22,24,14,22,20,16,26,22,16,20
30577,20,16,26,16,26,32,18,28,16,18,22
30578,20,24,16,24,30,24,20,48,18,30,24
30579,35,27,23,19,23,25,27,27,27,23,17
30580,16,18,8,12,10,18,10,16,12,8,16
30581,51,25,27,23,31,19,27,15,29,33,19
30582,16,20,24,22,18,30,26,20,28,16,20
30583,17,27,17,25,21,29,25,15,23,27,21
30584,23,15,15,19,27,15,29,55,27,17,15
30585,41,43,27,35,29,19,27,31,31,27,37
30586,23,15,21,19,29,27,19,27,27,17,19
30587,21,17,15,15,9,15,15,31,27,13,19
30588,15,27,23,21,31,29,25,39,17,19,25
30589,9,15,13,15,29,11,11,9,11,15,21
30590,25,15,15,21,13,13,17,21,17,15,17
30591,31,29,21,37,25,19,33,39,27,39,31
30592,25,13,9,29,21,19,19,21,15,15,15
30593,14,22,22,12,30,12,18,34,16,24,12
30594,39,19,17,13,25,29,17,19,15,27,13
30595,28,32,26,20,24,22,18,24,16,18,22
30596,18,10,10,20,14,18,16,18,10,10,10
30597,11,15,13,11,17,13,35,17,11,17,9
30598,14,22,16,16,58,22,24,30,20,20,20
30599,32,26,26,28,26,22,32,52,26,28,26
30600,29,33,31,21,39,23,19,23,25,35,27
30601,29,23,17,21,19,23,21,31,23,19,17
30602,18,14,16,18,22,18,18,20,26,14,20
30603,28,22,24,36,20,20,24,28,20,24,18
30604,19,21,21,25,19,21,17,25,27,25,15
30605,20,16,26,14,16,20,16,38,26,26,20
30606,34,24,24,20,22,18,26,30,22,24,20
30607,35,11,13,15,21,19,11,13,13,11,13
30608,28,30,36,26,34,32,22,40,30,24,34
30609,29,21,13,17,29,23,19,47,15,25,27
30610,49,21,43,35,25,23,31,25,21,33,33
30611,21,27,19,17,21,17,21,27,13,19,23
30612,25,17,17,15,31,17,21,13,15,11,19
30613,15,19,27,25,39,27,27,23,31,27,27
30614,20,22,20,34,38,24,30,32,28,30,26
30615,30,22,22,24,52,22,24,26,22,22,28
30616,36,44,28,22,30,30,22,26,24,32,26
30617,16,14,14,12,40,16,20,16,16,18,16
30618,25,21,25,23,23,27,23,21,39,21,25
30619,12,10,16,24,18,14,18,26,12,18,26
30620,23,17,17,13,31,21,17,41,11,19,19
30621,22,32,24,26,40,20,44,40,30,18,18
30622,13,27,17,15,17,15,23,25,15,19,19
30623,37,27,23,19,25,19,17,21,17,21,21
30624,21,15,17,11,25,15,17,15,15,25,21
30625,22,8,20,10,24,8,20,16,18,18,10
30626,51,21,21,25,29,21,25,25,23,25,45
30627,20,22,28,20,22,20,14,30,20,20,26
30628,71,27,17,25,19,29,21,21,19,35,25
30629,18,16,12,24,20,10,22,20,18,10,10
30630,14,14,22,40,28,20,14,32,30,18,32
30631,23,37,17,21,17,17,21,25,15,19,17
30632,16,14,14,14,22,14,14,16,16,16,14
30633,15,21,21,17,27,19,17,33,25,23,25
30634,52,14,20,14,16,32,14,22,14,16,12
30635,28,16,26,22,24,24,24,36,22,22,22
30636,24,22,18,14,30,10,20,20,14,14,16
30637,18,24,22,22,24,28,20,16,18,28,28
30638,54,14,22,20,34,16,26,28,18,20,22
30639,30,24,16,18,38,24,22,32,14,38,32
30640,41,31,31,33,37,31,17,39,27,23,19
30641,29,27,25,29,35,43,25,61,25,27,19
30642,35,23,21,23,47,19,17,25,19,17,21
30643,36,24,16,36,22,26,54,24,22,24,24
30644,17,23,21,27,61,17,19,21,23,17,25
30645,10,18,6,6,22,8,8,8,8,10,10
30646,36,26,30,24,18,16,34,32,22,24,24
30647,9,9,9,19,19,7,9,17,9,7,9
30648,16,18,32,18,22,24,18,26,22,16,24
30649,33,23,29,21,39,15,21,13,23,31,21
30650,41,23,25,39,33,23,25,31,25,21,33
30651,41,27,29,25,33,23,29,31,37,29,33
30652,31,15,13,15,29,23,17,25,19,17,19
30653,22,16,14,16,16,16,20,16,22,16,14
30654,41,27,19,19,19,21,25,21,23,21,21
30655,15,27,29,25,33,29,23,33,27,23,23
30656,26,34,24,24,40,20,22,24,26,24,22
30657,33,41,23,25,53,23,29,29,33,43,25
30658,52,18,16,22,30,18,16,32,12,20,22
30659,45,25,23,21,37,33,25,21,21,29,25
30660,27,23,27,25,17,31,27,51,25,29,31
30661,18,20,14,24,38,26,18,22,34,24,28
30662,16,18,18,18,40,24,30,34,20,18,20
30663,60,26,28,38,32,30,34,36,24,32,34
30664,23,21,17,13,17,9,19,43,13,7,27
30665,23,15,31,19,19,21,35,21,25,17,19
30666,38,16,24,30,44,44,34,38,24,28,34
30667,23,19,17,15,17,9,11,29,15,15,13
30668,34,18,16,20,38,32,14,30,30,22,20
30669,23,19,17,17,29,25,17,19,13,17,15
30670,22,26,20,22,24,24,34,34,16,18,20
30671,36,20,20,26,26,30,22,36,16,26,20
30672,14,18,10,20,8,10,36,10,24,12,30
30673,11,25,17,19,13,23,15,29,17,17,19
30674,14,28,18,28,30,26,16,28,26,26,28
30675,21,21,19,29,35,23,29,17,31,19,21
30676,28,28,22,22,18,24,18,28,32,34,28
30677,39,19,27,17,25,29,21,27,13,23,23
30678,21,13,15,19,17,19,15,39,21,31,17
30679,39,31,25,19,65,27,21,31,25,23,21
30680,24,24,28,26,20,28,16,32,16,18,22
30681,23,17,19,19,27,17,27,29,13,35,19
30682,23,23,25,21,31,29,21,33,21,19,17
30683,23,19,23,23,23,17,23,21,17,19,27
30684,29,17,27,27,29,31,31,31,27,31,27
30685,13,17,21,19,17,23,15,17,29,23,19
30686,17,17,35,21,35,19,19,17,27,17,19
30687,35,33,31,33,51,27,37,31,33,37,25
30688,37,23,19,15,31,27,21,31,11,15,17
30689,16,16,12,12,34,12,16,14,12,14,12
30690,22,16,16,20,28,12,14,36,16,14,12
30691,40,32,30,44,30,20,18,32,16,30,32
30692,31,23,21,29,19,17,15,27,17,21,17
30693,10,14,16,10,22,14,14,26,22,14,14
30694,36,24,22,28,22,32,28,28,26,26,26
30695,34,24,32,22,36,34,24,36,22,34,28
30696,34,30,24,32,30,18,30,28,20,14,28
30697,29,25,35,19,29,25,49,23,23,27,21
30698,40,22,24,24,20,20,26,28,20,38,28
30699,31,15,19,29,21,21,25,39,21,25,19
30700,16,20,8,8,16,14,8,10,10,14,18
30701,27,33,19,23,23,25,19,35,23,27,29
30702,16,16,32,20,16,20,20,38,18,30,22
30703,12,18,28,20,16,18,24,22,18,24,20
30704,25,25,23,19,33,17,23,21,23,19,21
30705,40,12,18,12,12,10,12,20,10,8,16
30706,11,17,13,15,15,11,13,23,13,17,13
30707,29,25,35,19,21,27,27,29,29,19,21
30708,15,27,27,29,17,33,23,27,17,25,15
30709,20,34,16,22,26,20,30,24,30,22,30
30710,34,16,34,12,22,22,20,48,18,24,26
30711,44,12,12,26,46,18,12,18,16,14,12
30712,56,20,30,16,26,20,18,40,16,18,12
30713,18,20,20,18,48,28,32,22,28,30,26
30714,33,37,21,19,29,25,39,25,31,21,27
30715,39,19,17,15,17,19,11,23,13,11,15
30716,31,21,19,17,17,19,21,23,21,23,33
30717,27,11,11,11,9,23,17,15,9,9,9
30718,26,44,34,20,38,24,28,24,26,36,44
30719,24,24,28,38,32,24,28,22,22,28,26
30720,31,25,23,19,27,21,29,21,27,17,29
30721,30,24,14,22,30,18,16,18,20,16,14
30722,60,16,34,18,30,24,14,22,14,18,14
30723,35,25,19,23,25,31,25,35,19,17,23
30724,50,30,14,22,22,30,20,32,18,20,22
30725,28,26,30,38,30,38,32,30,28,22,20
30726,15,25,37,17,49,33,27,39,25,21,35
30727,32,26,22,46,32,18,20,32,20,14,38
30728,21,25,23,15,33,17,25,35,15,21,21
30729,33,31,39,29,27,25,29,21,29,27,39
30730,35,35,15,17,23,17,33,21,25,33,21
30731,25,21,41,31,41,23,33,27,25,23,17
30732,19,17,11,15,11,13,13,25,15,11,11
30733,30,36,28,20,38,30,14,40,32,20,30
30734,33,29,19,25,19,19,21,35,19,23,29
30735,27,27,17,29,29,29,15,25,23,21,21
30736,41,21,29,11,19,21,21,35,15,25,17
30737,41,27,29,39,23,21,29,35,29,23,25
30738,26,24,24,26,18,20,28,56,22,14,20
30739,22,32,16,20,24,24,22,32,18,22,26
30740,46,28,24,40,18,30,28,20,20,20,26
30741,28,16,20,12,20,14,14,16,16,16,12
30742,14,10,10,18,28,12,14,12,14,10,14
30743,22,34,22,26,42,28,22,16,22,30,20
30744,30,24,26,26,24,30,28,20,28,20,30
30745,27,19,11,29,17,13,17,33,19,13,15
30746,38,22,24,30,34,26,28,22,30,22,28
30747,21,19,25,35,45,27,21,23,25,19,21
30748,17,31,21,21,39,25,19,21,29,25,23
30749,33,17,27,29,63,23,21,23,25,29,17
30750,19,15,25,19,35,31,17,37,19,19,15
30751,41,13,17,13,23,15,13,13,15,15,15
30752,24,22,24,20,14,16,26,38,22,16,26
30753,35,19,19,25,25,17,19,15,19,17,19
30754,40,26,22,24,24,20,18,12,20,22,26
30755,24,20,20,26,22,20,18,18,20,26,20
30756,18,28,20,34,22,20,24,24,26,28,24
30757,46,22,26,24,32,34,28,32,24,28,20
30758,29,23,27,25,37,29,25,19,19,19,19
30759,25,23,17,25,19,21,23,35,25,19,17
30760,27,23,29,25,25,21,21,35,21,21,23
30761,48,18,30,32,32,28,26,44,22,28,34
30762,20,30,18,22,24,16,22,16,18,16,14
30763,27,17,17,17,29,21,13,41,21,21,23
30764,13,19,15,23,25,15,19,19,19,21,19
30765,43,27,39,25,41,31,39,27,35,33,27
30766,36,18,18,16,28,12,16,18,14,14,16
30767,23,17,21,23,17,17,17,31,17,17,17
30768,34,16,18,12,14,16,18,12,18,14,16
30769,15,19,19,15,17,31,15,33,21,19,21
30770,18,30,20,20,46,20,26,30,32,14,20
30771,20,28,44,26,30,32,28,42,28,34,32
30772,32,24,20,26,42,24,18,38,14,24,20
30773,43,21,19,21,11,19,13,27,17,21,19
30774,30,34,36,36,22,36,28,64,34,28,30
30775,28,20,30,26,22,26,18,44,20,18,16
30776,30,28,28,26,26,26,30,38,34,30,26
30777,25,23,31,39,41,43,29,27,35,29,33
30778,20,18,10,20,28,14,18,36,20,22,12
30779,42,30,22,30,30,38,32,18,30,22,36
30780,26,28,14,20,18,22,16,34,28,36,26
30781,19,31,31,19,35,29,47,35,25,25,17
30782,21,33,17,13,25,15,21,19,21,27,21
30783,15,15,17,17,29,17,19,31,17,17,17
30784,39,15,23,17,11,27,19,15,21,19,25
30785,11,11,11,9,11,13,17,25,9,17,13
30786,48,32,22,26,20,24,20,28,16,26,34
30787,19,17,23,33,23,29,29,25,25,31,19
30788,21,17,13,19,49,15,13,13,17,15,13
30789,25,25,29,31,29,27,23,11,17,19,23
30790,28,24,22,24,26,22,16,10,12,16,18
30791,24,22,24,22,24,24,30,26,20,20,18
30792,40,30,22,14,24,30,24,22,16,20,28
30793,15,23,17,15,19,19,21,13,9,13,15
30794,33,27,25,25,21,31,27,29,21,17,35
30795,36,22,20,28,36,26,26,22,24,22,20
30796,17,21,17,17,21,25,17,29,17,17,23
30797,37,33,29,29,57,35,27,21,23,23,25
30798,30,24,24,14,30,14,28,32,30,16,18
30799,32,16,24,20,22,16,44,30,22,26,18
30800,18,18,18,16,24,22,20,20,16,26,16
30801,25,25,27,19,23,15,19,25,23,17,23
30802,26,24,26,28,38,26,26,30,26,16,22
30803,31,25,21,21,25,21,21,37,19,19,17
30804,46,36,14,28,28,20,22,50,14,24,38
30805,17,11,15,13,29,23,21,29,23,21,23
30806,35,27,33,27,29,25,23,37,31,29,25
30807,15,13,15,17,15,15,17,19,15,19,15
30808,24,14,26,14,12,14,18,12,12,14,12
30809,41,29,19,27,23,17,13,19,21,13,27
30810,26,30,16,34,42,26,24,14,20,22,20
30811,31,11,21,13,11,15,9,31,13,15,15
30812,23,23,31,29,29,33,29,21,25,19,21
30813,34,32,26,26,36,36,26,28,26,28,28
30814,15,25,15,23,39,17,15,21,21,21,21
30815,22,20,34,26,26,20,18,42,36,18,18
30816,33,25,23,19,35,17,19,17,23,17,19
30817,35,17,39,27,29,27,25,45,21,29,15
30818,63,21,27,33,25,31,23,37,33,25,25
30819,29,23,43,27,29,37,23,19,29,21,33
30820,44,20,30,22,30,26,34,34,30,32,34
30821,22,22,16,14,14,12,12,24,22,20,22
30822,30,26,34,26,20,24,26,32,26,26,22
30823,15,29,15,15,19,21,17,37,17,33,13
30824,28,20,14,10,14,10,12,12,10,16,12
30825,40,26,18,16,40,14,18,14,12,16,14
30826,26,16,14,22,14,22,16,32,20,20,24
30827,51,27,43,27,29,29,27,21,23,29,19
30828,35,31,23,37,29,21,27,25,23,21,21
30829,29,27,17,23,15,21,25,35,11,17,19
30830,11,13,15,25,15,11,15,19,15,15,17
30831,25,21,37,27,25,27,21,35,25,31,33
30832,22,22,20,20,20,20,20,48,22,20,16
30833,35,27,21,17,49,29,23,31,23,31,21
30834,17,15,15,15,21,21,15,13,7,17,7
30835,13,13,15,13,19,17,17,25,15,11,15
30836,26,34,42,32,30,36,22,22,30,18,26
30837,46,22,18,16,18,26,24,22,16,14,18
30838,36,24,22,30,24,18,26,30,20,32,32
30839,11,23,15,25,19,17,17,27,19,19,15
30840,36,16,14,16,22,14,12,26,20,22,18
30841,25,31,25,23,41,23,21,33,33,19,23
30842,21,19,17,21,25,23,25,21,27,21,19
30843,17,23,27,21,29,21,23,39,23,21,23
30844,34,26,30,20,30,16,34,26,22,20,20
30845,26,32,22,18,44,18,18,20,26,14,34
30846,31,21,25,29,49,23,33,37,39,17,23
30847,9,13,11,19,21,13,21,17,25,19,17
