Iteration,0,1,2,3,4,5,6,7,8,9,10
63791,22,14,24,16,14,14,16,20,24,14,18
63792,12,20,14,20,12,20,22,48,12,20,12
63793,36,16,14,16,26,30,22,30,24,16,8
63794,23,33,27,27,25,23,23,35,27,25,27
63795,32,16,24,16,14,18,12,34,16,16,20
63796,36,22,16,24,18,14,16,14,10,12,22
63797,42,20,18,16,22,22,22,26,16,20,32
63798,48,32,24,28,26,36,20,22,22,20,22
63799,19,39,29,43,41,39,29,31,23,29,29
63800,26,18,18,36,24,30,16,14,18,18,18
63801,30,16,18,14,54,28,24,22,36,12,16
63802,28,24,20,24,18,22,24,32,20,26,32
63803,41,31,25,19,19,43,39,41,25,27,25
63804,20,20,14,18,20,14,12,24,18,16,14
63805,39,19,25,19,15,21,13,25,21,19,31
63806,28,22,16,18,36,20,18,22,18,18,16
63807,46,22,18,24,12,26,24,36,14,32,30
63808,13,25,17,15,19,19,17,35,11,17,21
63809,7,9,9,11,19,9,9,21,9,9,11
63810,14,12,8,12,8,10,10,20,26,12,10
63811,24,14,24,28,30,20,20,42,26,24,16
63812,17,13,17,17,13,15,17,15,13,17,21
63813,10,10,6,10,20,10,10,34,8,6,12
63814,26,22,26,30,34,18,36,20,20,24,16
63815,15,11,11,11,23,9,7,17,9,11,7
63816,21,19,17,21,29,19,23,27,25,27,31
63817,45,33,17,29,19,17,17,25,25,27,17
63818,24,26,18,16,26,18,18,32,24,16,18
63819,26,18,38,16,16,16,22,28,16,18,24
63820,29,33,19,25,23,25,25,29,29,31,25
63821,27,23,27,17,21,25,21,33,17,15,21
63822,20,24,20,16,40,32,30,30,22,28,24
63823,35,25,39,27,25,37,35,19,31,19,31
63824,40,22,24,24,32,22,22,46,22,30,20
63825,25,37,17,25,19,29,19,23,19,17,23
63826,21,27,21,23,19,21,21,21,19,17,19
63827,32,30,26,34,32,26,26,32,28,28,34
63828,33,23,21,41,29,23,21,41,21,21,21
63829,16,34,18,18,18,18,20,22,14,32,18
63830,30,26,26,28,38,26,38,30,26,24,30
63831,14,10,12,8,10,12,14,14,10,16,12
63832,16,36,10,16,28,18,12,12,16,10,10
63833,29,21,35,29,33,21,21,39,29,39,29
63834,23,27,27,35,19,39,21,25,25,27,23
63835,44,18,22,20,22,24,16,18,24,18,28
63836,16,16,26,22,42,20,20,18,16,18,18
63837,20,38,18,20,34,24,24,28,22,30,24
63838,33,35,17,25,27,33,23,25,29,27,33
63839,35,25,15,19,25,29,23,35,29,29,23
63840,23,25,27,15,33,27,29,17,31,21,17
63841,29,21,31,35,41,25,31,19,33,21,27
63842,36,18,22,24,26,18,24,32,26,32,34
63843,16,18,20,22,20,14,16,30,20,14,30
63844,25,21,31,19,49,27,25,19,23,23,19
63845,28,18,34,28,22,22,24,18,30,14,20
63846,30,22,26,30,32,26,18,30,24,26,24
63847,24,22,26,26,12,24,20,32,22,22,16
63848,31,23,31,25,37,31,21,27,23,23,29
63849,36,24,18,14,24,16,18,40,24,22,18
63850,15,27,19,21,33,23,39,27,19,21,25
63851,19,13,15,19,19,13,17,31,15,17,13
63852,26,24,20,32,36,20,32,16,22,34,24
63853,25,17,15,9,13,17,13,17,23,27,19
63854,15,27,17,21,27,19,19,25,21,27,21
63855,30,20,26,20,12,24,16,14,20,16,14
63856,26,28,20,30,28,22,26,28,24,22,26
63857,20,20,22,30,32,20,22,34,32,26,26
63858,36,22,22,22,58,26,22,24,38,28,18
63859,31,29,23,21,43,21,35,31,19,21,27
63860,10,8,10,20,6,6,10,14,8,8,8
63861,29,27,19,15,19,17,19,19,25,13,19
63862,28,18,18,16,36,20,14,14,16,18,20
63863,25,23,19,29,25,19,25,29,23,27,25
63864,13,21,27,17,21,13,11,17,17,15,9
63865,25,25,23,23,25,41,23,27,19,21,37
63866,26,12,18,32,16,32,20,24,20,18,22
63867,24,36,18,28,18,20,18,30,24,20,24
63868,37,33,27,17,15,25,29,23,17,13,19
63869,22,22,18,18,18,18,20,36,22,32,26
63870,46,28,22,30,20,24,22,26,22,26,18
63871,36,24,18,22,20,24,32,34,32,24,28
63872,29,25,25,23,25,31,19,43,27,33,27
63873,25,19,27,23,23,21,21,17,17,25,13
63874,29,19,15,25,31,21,23,61,27,19,19
63875,23,25,17,13,29,23,17,35,21,27,15
63876,15,19,19,31,23,29,29,37,23,27,15
63877,47,25,21,23,45,21,21,39,17,23,25
63878,28,18,20,22,26,20,26,36,20,44,26
63879,39,11,39,19,29,31,17,21,13,31,29
63880,12,18,14,12,10,10,8,24,16,16,18
63881,26,14,14,24,30,20,18,34,18,28,24
63882,34,26,32,30,46,24,28,30,34,26,26
63883,61,21,23,23,43,19,21,23,19,23,15
63884,24,20,20,20,34,22,24,24,22,26,42
63885,20,18,14,14,14,12,20,26,18,28,16
63886,36,12,30,30,26,16,14,16,14,20,12
63887,21,13,11,19,19,9,15,47,11,11,17
63888,16,16,18,14,38,12,28,32,16,26,18
63889,15,11,11,21,13,19,11,15,15,11,11
63890,30,22,26,18,20,34,16,20,18,20,14
63891,26,28,22,22,32,24,22,44,20,34,22
63892,23,19,23,19,19,17,25,43,27,25,25
63893,23,21,15,11,21,23,11,29,19,23,13
63894,21,21,23,19,31,33,17,25,17,15,17
63895,28,26,20,24,22,20,28,28,26,18,26
63896,56,20,24,28,18,26,26,30,28,22,22
63897,24,24,26,22,38,16,20,22,24,24,22
63898,32,24,22,34,30,22,22,32,46,30,26
63899,37,25,27,29,25,33,27,51,21,35,33
63900,34,30,26,34,44,30,32,48,26,24,28
63901,26,38,24,30,26,40,26,18,18,34,24
63902,12,14,16,16,20,10,18,34,10,12,18
63903,15,9,11,13,9,9,19,31,15,15,11
63904,20,18,22,24,22,18,20,14,18,20,32
63905,19,17,23,19,27,29,21,21,25,15,25
63906,32,30,44,26,38,28,30,38,22,36,24
63907,31,17,17,19,15,17,23,23,11,13,27
63908,29,21,15,19,23,17,21,29,25,23,23
63909,67,37,35,41,39,33,29,25,25,29,29
63910,36,34,24,22,30,32,22,50,34,26,42
63911,24,22,18,16,22,18,20,14,16,16,14
63912,59,27,37,29,33,39,27,31,21,27,27
63913,29,25,27,25,9,11,25,27,23,29,35
63914,26,14,16,18,20,14,12,20,14,18,16
63915,17,19,17,25,17,19,23,21,21,25,17
63916,14,8,10,6,28,10,14,6,8,8,6
63917,12,20,12,14,18,12,10,18,22,12,16
63918,10,10,8,20,8,6,6,12,8,18,8
63919,20,26,22,20,24,36,20,46,24,24,32
63920,38,22,20,20,28,20,16,18,14,24,18
63921,26,36,26,28,48,18,30,22,26,20,38
63922,45,21,21,41,17,17,31,11,21,23,19
63923,23,23,25,21,23,13,19,39,35,19,17
63924,30,28,28,22,22,26,20,22,24,22,26
63925,23,21,33,17,23,17,15,19,21,17,19
63926,36,36,24,30,22,30,28,32,24,28,32
63927,48,28,30,20,26,24,22,34,28,14,24
63928,21,15,17,17,19,13,17,19,25,17,15
63929,37,23,35,15,29,39,21,25,19,27,19
63930,18,26,22,22,38,24,44,24,48,20,38
63931,32,22,24,22,18,20,36,36,30,28,28
63932,24,36,28,26,50,28,28,34,28,22,30
63933,45,25,23,33,31,33,27,33,19,17,17
63934,18,14,14,16,16,22,16,18,22,14,18
63935,29,19,31,27,43,25,21,41,23,25,25
63936,21,13,21,21,11,21,33,37,17,17,23
63937,38,22,26,30,38,28,38,22,26,26,22
63938,31,17,23,25,35,27,23,19,21,19,19
63939,33,23,21,21,25,29,41,37,27,31,21
63940,35,25,19,19,21,17,17,27,17,21,21
63941,22,16,20,14,18,22,18,14,14,14,14
63942,37,19,25,31,25,25,37,21,33,45,17
63943,22,22,26,20,32,26,24,30,20,34,24
63944,22,24,28,20,30,26,24,40,38,26,28
63945,61,17,21,15,21,27,17,27,21,21,29
63946,39,29,25,21,39,29,23,19,31,23,27
63947,27,17,19,21,23,17,25,25,19,21,19
63948,41,21,17,17,41,21,13,17,17,11,21
63949,22,16,22,8,28,20,24,20,14,14,24
63950,43,21,17,21,47,27,21,51,33,49,29
63951,34,18,20,26,22,28,22,30,14,14,20
63952,36,24,18,16,24,20,16,22,18,32,16
63953,26,22,16,14,18,16,36,26,20,26,24
63954,19,13,13,19,37,17,27,29,19,21,17
63955,20,26,20,20,34,26,20,20,26,16,24
63956,27,23,35,35,35,33,33,37,19,27,21
63957,28,20,20,24,26,18,22,32,26,28,22
63958,51,19,27,33,31,33,19,17,23,31,29
63959,18,20,16,18,36,18,18,36,22,20,22
63960,22,22,28,26,32,34,30,52,28,26,18
63961,34,32,30,24,34,14,22,24,28,44,24
63962,28,34,20,24,26,28,22,32,32,22,24
63963,33,25,37,25,51,29,25,35,45,27,21
63964,43,21,19,23,25,25,23,23,17,23,25
63965,14,12,12,14,22,10,10,28,22,18,16
63966,15,15,19,17,45,19,15,23,19,19,25
63967,25,19,13,13,25,17,21,13,13,17,11
63968,21,13,9,17,19,19,11,25,13,15,13
63969,19,19,23,17,17,21,27,23,27,23,17
63970,32,20,16,16,16,12,12,18,30,16,20
63971,35,15,13,19,21,17,15,25,27,15,13
63972,15,19,21,17,33,19,27,33,19,31,27
63973,33,19,19,21,45,21,19,35,21,17,17
63974,34,26,30,28,32,40,36,24,26,28,34
63975,32,14,40,28,20,28,14,24,26,28,30
63976,17,17,15,17,25,15,25,35,17,23,21
63977,38,22,22,18,34,18,22,22,18,28,24
63978,7,7,7,7,5,9,7,35,5,7,7
63979,20,18,14,12,20,14,14,16,10,12,10
63980,41,23,13,29,25,21,19,43,31,13,27
63981,18,16,24,24,26,22,30,34,22,26,24
63982,31,25,17,19,23,17,39,21,27,27,23
63983,28,22,24,14,18,12,10,40,18,12,12
63984,36,20,20,26,30,20,22,16,22,20,14
63985,35,17,25,21,45,17,23,17,15,21,19
63986,20,20,16,18,32,24,30,32,18,20,16
63987,24,16,22,24,16,24,14,28,18,22,22
63988,48,22,30,42,24,18,22,30,28,18,22
63989,19,11,9,11,57,13,21,23,11,7,13
63990,26,20,20,32,28,32,22,16,22,16,32
63991,26,16,22,16,26,20,20,28,22,22,20
63992,19,25,23,27,31,31,17,13,19,25,31
63993,13,13,27,11,13,17,13,17,13,15,17
63994,26,20,22,28,22,16,18,24,22,18,20
63995,8,8,8,6,32,10,6,24,8,8,6
63996,44,20,30,20,22,26,26,32,30,40,24
63997,36,14,22,14,16,14,18,12,16,12,20
63998,39,13,17,39,25,15,27,15,15,27,11
63999,41,27,23,29,23,27,27,41,29,21,29
64000,50,14,22,22,14,22,24,28,20,26,20
64001,36,22,20,24,22,22,22,30,28,22,26
64002,67,19,23,23,27,17,25,51,17,19,19
64003,30,32,20,24,26,20,34,26,28,20,24
64004,48,34,16,30,22,18,18,30,20,30,24
64005,27,15,31,19,25,21,23,29,27,23,19
64006,33,27,25,21,33,29,21,39,35,21,17
64007,24,26,24,20,44,20,14,32,26,26,26
64008,41,13,17,21,33,13,21,25,13,13,13
64009,21,23,25,31,47,29,27,39,27,31,21
64010,11,9,11,7,13,17,9,15,9,9,9
64011,19,21,21,17,15,21,23,37,19,23,21
64012,25,21,27,29,33,25,35,33,25,33,25
64013,20,22,16,18,32,16,28,14,14,16,18
64014,49,23,25,29,43,25,21,49,23,31,21
64015,44,14,12,18,16,14,10,14,18,12,30
64016,21,29,21,15,43,21,29,45,21,31,23
64017,19,11,19,21,9,11,19,17,23,11,21
64018,41,13,11,15,11,11,17,15,15,13,13
64019,28,12,20,16,16,22,18,28,14,16,22
64020,70,20,22,14,18,20,20,16,14,30,20
64021,19,29,21,17,23,19,15,31,25,21,29
64022,14,14,14,20,16,16,14,22,30,16,16
64023,10,14,10,8,38,10,12,14,12,8,12
64024,27,13,23,15,23,13,19,17,15,13,19
64025,48,24,20,18,16,20,18,36,16,20,24
64026,19,33,23,27,23,27,23,37,27,23,25
64027,19,27,27,23,41,19,23,25,39,25,27
64028,20,20,34,24,24,28,30,16,34,16,26
64029,29,21,23,17,19,15,13,21,17,29,27
64030,15,23,27,31,27,19,35,23,23,15,31
64031,27,27,21,27,21,23,21,27,21,31,19
64032,34,12,10,24,12,14,12,32,26,18,12
64033,41,23,47,17,19,27,21,27,23,17,19
64034,33,23,27,29,35,23,35,27,21,25,19
64035,24,24,26,30,20,24,24,30,20,32,24
64036,18,26,12,10,16,18,12,24,12,16,28
64037,31,25,39,21,13,17,27,21,41,25,25
64038,31,25,17,31,45,27,23,41,25,27,23
64039,12,10,12,8,18,8,10,12,14,14,12
64040,28,20,26,20,28,20,28,42,16,16,20
64041,15,21,17,21,31,17,27,39,21,23,23
64042,21,13,15,11,17,15,23,17,11,11,9
64043,25,25,23,23,39,33,29,19,21,29,19
64044,47,19,17,19,27,23,19,23,19,19,19
64045,24,26,34,36,24,30,20,26,46,30,26
64046,25,23,25,13,27,19,21,29,23,13,19
64047,32,26,20,24,32,20,36,34,16,24,16
64048,30,38,16,24,16,24,24,24,22,26,22
64049,26,14,16,16,48,16,20,36,16,12,18
64050,27,23,25,19,21,23,27,31,39,21,27
64051,36,24,36,26,42,22,36,30,28,38,24
64052,34,26,26,24,34,24,32,22,32,26,24
64053,32,24,24,34,26,20,32,12,18,20,16
64054,26,36,34,32,36,34,38,40,30,28,24
64055,40,18,18,16,14,24,18,38,18,20,20
64056,21,25,31,21,31,21,33,23,17,19,23
64057,25,35,29,35,19,27,33,33,31,19,23
64058,21,15,19,25,31,23,19,19,19,37,21
64059,40,22,28,42,38,56,24,36,30,32,30
64060,32,36,28,30,36,28,32,24,30,20,20
64061,20,22,26,22,18,24,28,26,24,16,26
64062,52,24,28,32,22,26,26,36,32,26,28
64063,35,23,19,31,31,23,15,33,25,29,33
64064,43,25,47,25,29,35,31,23,27,23,31
64065,29,25,25,19,19,23,19,27,21,19,21
64066,15,17,17,21,19,17,21,19,19,17,15
64067,16,22,20,20,36,32,18,12,26,24,18
64068,28,24,24,22,24,26,30,22,18,34,30
64069,13,21,13,11,23,13,27,11,13,11,13
64070,41,17,23,35,33,37,43,33,19,39,35
64071,25,19,21,21,29,21,23,29,19,21,23
64072,38,46,20,24,42,28,26,30,24,24,26
64073,27,23,21,15,21,29,29,55,33,27,19
64074,14,22,12,14,38,16,12,16,14,12,14
64075,41,35,23,25,15,21,33,19,21,27,29
64076,23,15,19,23,21,19,21,39,13,25,19
64077,27,23,23,21,35,13,19,39,17,25,23
64078,31,27,29,19,39,33,21,29,29,27,33
64079,32,18,12,34,22,18,36,30,20,30,20
64080,44,32,24,16,30,12,22,28,24,22,26
64081,13,9,9,15,29,11,9,17,11,9,9
64082,23,21,33,29,45,33,27,21,19,25,23
64083,25,21,25,21,29,29,23,27,21,23,31
64084,30,20,16,22,36,24,20,24,30,14,18
64085,17,15,27,11,13,23,15,27,15,21,19
64086,32,48,38,22,44,22,44,30,26,32,32
64087,12,14,12,24,14,10,8,16,14,10,14
64088,40,22,24,20,34,24,32,36,24,26,22
64089,24,24,12,10,24,14,10,18,14,10,12
64090,21,11,11,11,13,11,15,15,13,9,9
64091,49,17,17,13,15,17,15,27,17,17,21
64092,21,21,15,27,31,27,19,41,27,13,21
64093,48,28,32,30,28,22,26,24,30,24,22
64094,21,33,19,29,19,11,11,15,15,9,27
64095,31,11,15,25,11,25,19,27,19,13,25
64096,28,18,24,24,36,24,22,28,18,16,20
64097,17,23,41,25,35,19,23,27,25,29,23
64098,14,18,14,12,18,12,12,24,14,18,14
64099,43,17,19,23,17,19,13,21,21,19,19
64100,33,17,19,27,47,21,23,47,19,17,17
64101,25,27,21,17,25,29,33,25,31,35,21
64102,28,28,18,16,14,14,10,24,16,14,32
64103,30,20,18,18,14,16,20,46,22,18,16
64104,22,16,20,16,24,16,30,28,16,22,28
64105,35,19,21,23,55,29,19,19,25,19,29
64106,31,17,19,31,23,19,19,23,23,17,15
64107,21,17,21,15,37,29,29,23,17,25,19
64108,21,31,23,23,39,23,31,19,21,19,23
64109,28,22,20,22,22,20,26,16,18,20,22
64110,42,18,24,24,46,24,12,16,14,18,18
64111,48,22,42,24,22,18,24,20,22,22,22
64112,44,24,24,26,36,28,22,26,32,24,28
64113,23,25,23,23,53,23,37,33,25,21,21
64114,17,15,17,15,19,15,13,25,13,17,23
64115,31,17,23,23,23,21,19,37,17,23,25
64116,21,27,21,21,31,21,23,37,17,21,25
64117,21,23,25,13,27,11,13,33,9,19,13
64118,24,20,16,20,20,24,32,34,20,36,24
64119,40,18,24,24,24,18,22,16,20,18,24
64120,25,21,15,15,19,21,19,21,19,21,23
64121,32,20,16,28,30,22,34,52,24,28,22
64122,35,17,23,15,21,15,13,17,17,27,17
64123,21,17,17,21,25,27,15,19,21,15,15
64124,24,28,24,34,22,28,24,18,24,34,30
64125,37,21,31,29,21,35,23,27,29,25,27
64126,18,24,26,34,22,26,32,28,18,28,24
64127,28,30,26,24,26,24,24,38,22,24,20
64128,31,19,29,25,29,23,33,33,17,23,31
64129,32,22,20,16,26,18,16,22,16,22,12
64130,23,25,21,17,15,33,19,49,39,31,19
64131,25,25,21,29,23,17,17,25,19,17,17
64132,26,32,26,24,38,26,22,22,28,24,36
64133,17,9,9,9,15,17,7,9,9,11,9
64134,19,27,13,17,29,33,35,17,27,35,17
64135,18,20,16,38,26,32,32,36,30,38,38
64136,56,20,22,16,44,24,16,20,16,16,18
64137,40,20,18,12,26,12,24,22,22,18,18
64138,37,23,17,23,35,35,21,19,15,23,25
64139,29,19,23,21,15,21,27,29,27,23,23
64140,21,27,19,15,17,23,19,25,27,17,25
64141,26,32,30,30,36,22,26,20,26,24,36
64142,26,26,22,14,22,28,20,24,22,16,16
64143,42,26,18,22,20,16,14,18,18,20,26
64144,15,19,17,23,33,37,29,27,21,31,19
64145,24,14,26,20,20,26,16,26,22,18,22
64146,24,12,12,10,16,12,12,10,10,12,14
64147,33,39,19,23,31,31,21,23,23,21,23
64148,26,28,26,38,26,22,20,24,30,20,22
64149,18,28,14,16,20,20,18,24,20,28,16
64150,35,29,29,29,33,25,27,23,21,27,21
64151,16,30,24,28,22,16,26,34,36,32,22
64152,17,23,21,21,27,23,21,41,25,25,23
64153,30,28,30,30,22,26,18,30,26,24,28
64154,37,37,15,25,17,17,31,33,23,15,31
64155,33,23,33,23,31,27,23,29,17,23,27
64156,39,23,23,25,29,25,21,37,25,33,25
64157,24,36,44,22,20,20,28,24,26,20,26
64158,21,15,17,13,19,11,13,27,15,21,13
64159,16,10,14,12,12,12,10,14,12,8,10
64160,21,19,29,29,31,23,27,17,19,19,19
64161,15,13,15,21,15,11,27,33,25,23,23
64162,35,15,37,19,19,19,35,25,21,29,21
64163,14,14,12,20,34,10,14,18,14,12,12
64164,15,15,15,13,17,11,17,19,13,21,13
64165,38,20,18,22,16,22,20,26,22,24,18
64166,32,44,20,38,40,30,24,38,38,40,26
64167,20,28,10,12,34,12,12,34,10,10,8
64168,30,28,26,22,32,22,26,42,40,32,20
64169,30,22,26,22,18,20,20,22,36,26,32
64170,29,25,35,29,45,21,19,33,25,23,31
64171,23,21,25,29,25,29,33,51,31,21,27
64172,20,16,18,20,18,20,18,26,16,12,16
64173,24,20,18,20,18,16,18,18,18,18,18
64174,37,29,23,23,47,37,37,29,35,29,39
64175,14,34,22,22,22,22,22,30,26,22,18
64176,20,18,14,16,28,18,28,52,44,14,16
64177,31,27,29,27,27,23,15,37,21,13,23
64178,25,19,23,21,29,21,23,35,25,29,27
64179,42,36,22,32,36,26,34,30,34,26,26
64180,13,21,15,17,29,17,15,29,15,15,31
64181,19,17,23,33,35,21,17,19,25,43,25
64182,32,20,26,24,34,30,32,24,30,20,26
64183,47,33,33,27,33,33,25,41,23,21,39
64184,37,29,31,37,35,25,19,17,21,31,17
64185,36,28,32,26,28,28,36,34,26,26,22
64186,30,16,20,20,18,28,20,40,18,22,22
64187,12,12,14,18,34,24,20,50,12,12,16
64188,19,17,21,19,41,17,21,25,21,25,19
64189,19,17,27,23,23,13,21,27,25,33,19
64190,41,23,21,19,15,23,27,29,21,21,25
64191,33,15,15,21,23,13,17,31,15,15,17
64192,37,37,15,27,25,29,33,21,29,29,23
64193,23,21,29,29,47,23,31,27,19,19,27
64194,12,14,12,20,34,14,14,18,12,16,24
64195,35,25,13,31,33,25,31,33,37,15,25
64196,23,29,51,23,35,25,27,35,25,27,25
64197,36,28,22,30,34,30,24,20,34,28,22
64198,26,20,22,24,42,30,28,26,18,32,22
64199,22,18,30,18,20,22,22,26,20,22,20
64200,36,18,20,12,28,16,24,28,34,26,20
64201,26,22,24,28,22,22,28,24,20,36,20
64202,18,10,30,16,34,24,44,20,18,28,12
64203,18,14,20,36,16,18,18,16,12,12,12
64204,25,19,35,27,29,27,19,23,23,17,21
64205,30,18,20,32,20,24,14,30,18,16,18
64206,7,13,15,11,21,11,15,15,15,13,15
64207,24,16,26,26,32,30,26,20,36,22,30
64208,26,24,24,20,30,28,22,32,22,24,34
64209,12,12,16,16,26,14,30,16,18,14,14
64210,20,32,26,26,30,26,34,38,36,24,42
64211,15,17,13,15,49,19,17,25,27,23,17
64212,20,24,28,22,26,20,18,20,28,22,20
64213,42,22,18,16,28,18,14,26,20,18,18
64214,26,24,22,28,28,24,22,22,14,24,20
64215,59,21,27,23,29,31,17,37,25,25,29
64216,49,31,31,23,39,29,27,19,31,37,23
64217,26,26,30,30,38,22,42,26,26,30,26
64218,21,21,25,31,31,27,31,35,25,23,29
64219,22,18,16,26,30,28,32,28,22,16,30
64220,48,22,28,12,46,16,26,38,16,12,14
64221,33,27,23,25,25,17,27,33,31,35,27
64222,23,29,23,17,35,15,19,57,19,23,13
64223,47,29,33,29,23,25,25,41,43,25,21
64224,14,10,14,18,30,20,14,32,10,16,8
64225,45,17,21,21,45,21,27,25,19,27,21
64226,22,24,36,32,22,20,28,22,32,32,26
64227,22,24,20,26,22,16,16,50,20,30,20
64228,31,25,21,19,29,23,25,45,21,21,17
64229,18,14,24,24,14,20,22,16,24,18,20
64230,18,18,20,20,30,22,20,18,18,20,16
64231,11,15,17,11,19,15,25,23,27,15,17
64232,33,21,9,13,11,17,15,23,25,21,21
64233,16,38,14,14,22,12,16,42,20,12,20
64234,36,20,22,18,20,12,24,34,10,22,32
64235,39,25,21,15,15,19,19,37,19,19,19
64236,30,14,24,24,24,16,18,32,24,22,30
64237,22,42,30,30,42,22,22,16,22,26,24
64238,19,17,21,19,15,17,15,23,15,17,15
64239,18,24,26,18,36,30,22,26,22,24,28
64240,23,23,27,25,29,17,35,47,21,29,23
64241,27,19,23,21,15,27,15,23,17,13,13
64242,28,22,40,18,18,28,22,28,22,26,22
64243,35,23,35,25,21,21,29,25,19,27,21
64244,23,15,13,29,23,13,21,13,17,11,15
64245,37,19,17,19,15,15,23,37,29,19,19
64246,37,21,23,25,33,31,17,23,15,21,29
64247,41,27,27,25,29,23,23,31,25,23,29
64248,11,11,7,15,21,7,11,29,9,11,11
64249,37,21,25,21,27,31,17,21,27,29,29
64250,18,24,20,22,30,16,18,24,22,20,22
64251,37,33,31,37,21,31,33,35,29,27,37
64252,33,27,23,13,45,21,17,35,11,19,15
64253,26,20,30,24,32,26,28,24,32,16,26
64254,14,22,12,10,28,12,12,16,20,20,16
64255,19,15,19,15,15,9,19,31,21,17,35
64256,30,10,10,8,24,10,10,18,8,14,14
64257,24,16,16,24,26,16,20,22,16,14,16
64258,22,32,24,24,28,26,28,42,32,22,24
64259,32,20,24,14,32,18,16,34,26,24,26
64260,21,27,25,23,35,33,23,21,19,21,31
64261,25,29,19,35,25,19,25,27,23,25,19
64262,14,14,18,14,24,14,26,16,14,22,16
64263,16,24,22,14,24,22,26,26,22,26,22
64264,66,20,20,20,44,14,18,20,14,18,18
64265,24,18,10,24,16,18,10,16,18,12,10
64266,36,20,24,22,18,20,22,22,20,30,26
64267,53,29,19,13,29,15,17,15,29,15,13
64268,26,24,18,16,28,30,18,24,22,16,16
64269,32,20,26,18,28,22,18,14,16,12,20
64270,62,20,16,16,18,22,18,24,20,28,18
64271,42,26,28,30,22,28,22,40,14,36,36
64272,29,21,27,17,41,23,25,39,17,23,31
64273,20,32,30,24,30,44,34,24,28,32,22
64274,30,20,32,22,48,24,24,34,26,26,36
64275,15,17,13,17,31,21,19,15,31,23,17
64276,38,30,18,24,48,24,18,28,24,22,24
64277,17,11,21,15,17,17,17,31,17,13,11
64278,27,31,19,25,21,21,23,27,23,21,27
64279,14,18,18,20,34,28,16,30,20,20,30
64280,17,19,25,21,15,19,19,27,17,17,17
64281,49,33,25,27,35,39,27,27,33,23,27
64282,38,26,24,24,40,30,34,42,18,26,34
64283,31,21,15,21,39,27,37,19,33,27,33
64284,34,28,24,26,40,16,26,40,22,26,20
64285,30,18,18,28,22,22,26,38,10,20,20
64286,32,20,24,30,42,24,24,26,18,26,32
64287,20,20,18,16,22,28,30,32,22,18,18
64288,31,21,13,21,19,15,19,35,9,17,13
64289,39,25,21,23,31,19,33,15,21,13,15
64290,46,14,14,14,30,16,14,22,16,16,16
64291,22,22,24,26,28,26,26,28,20,24,28
64292,27,33,21,29,21,23,27,53,29,25,33
64293,40,28,22,22,24,24,24,18,28,24,32
64294,21,13,15,15,41,11,19,13,13,15,25
64295,41,31,19,21,25,21,25,21,29,21,29
64296,28,16,24,32,28,22,16,30,24,38,18
64297,38,20,16,20,18,14,22,26,18,20,36
64298,13,23,21,23,25,15,17,21,19,17,19
64299,16,18,16,22,30,14,16,40,24,16,18
64300,50,36,32,28,26,32,22,52,28,34,34
64301,16,18,18,12,38,14,14,20,16,18,14
64302,31,23,27,33,43,21,23,19,27,19,15
64303,15,23,25,19,15,29,25,19,23,19,21
64304,15,13,13,15,39,17,19,25,17,27,21
64305,29,31,31,21,33,43,33,21,21,21,25
64306,25,23,35,35,33,27,27,37,25,29,33
64307,33,23,25,23,29,29,33,39,25,25,25
64308,23,31,25,21,29,17,23,29,19,23,13
64309,29,19,17,23,29,23,19,21,17,11,23
64310,40,18,18,18,14,18,30,16,20,24,22
64311,32,8,8,6,10,8,6,14,8,14,10
64312,29,23,19,17,33,15,21,23,15,15,21
64313,43,25,23,31,27,21,19,19,27,27,25
64314,25,19,21,27,37,29,19,23,29,23,19
64315,35,25,27,29,19,25,19,53,33,21,19
64316,34,30,30,38,42,26,28,38,26,28,28
64317,24,24,34,32,24,20,30,34,18,26,24
64318,27,15,13,25,21,21,23,23,19,29,17
64319,42,26,36,24,32,28,24,26,24,26,28
64320,15,23,15,17,17,25,19,21,11,17,17
64321,20,22,28,28,20,28,26,26,24,40,16
64322,20,18,30,20,14,18,20,36,28,18,14
64323,33,31,29,23,33,21,25,29,25,27,25
64324,25,25,21,27,37,25,25,41,35,25,29
64325,13,19,17,11,19,19,13,31,23,21,15
64326,22,14,18,16,16,14,14,32,14,12,12
64327,40,34,20,24,24,26,24,22,24,28,22
64328,23,27,25,19,29,27,29,47,37,27,23
64329,23,25,45,29,27,23,17,33,17,25,21
64330,36,20,24,18,58,20,22,26,26,38,30
64331,17,23,17,21,25,17,19,35,29,19,15
64332,20,32,18,26,20,26,16,36,18,14,18
64333,33,29,15,17,15,17,15,17,31,17,25
64334,20,26,22,22,18,18,20,22,32,28,24
64335,24,16,20,14,22,20,14,34,12,18,14
64336,33,17,21,21,21,21,23,27,17,23,27
64337,41,21,43,27,33,21,21,31,29,17,27
64338,13,23,23,15,23,33,31,23,25,17,21
64339,18,14,18,20,24,20,24,32,24,16,16
64340,18,16,12,10,30,12,26,34,12,12,16
64341,34,10,14,6,30,10,10,16,14,6,8
64342,27,23,25,31,27,23,25,53,31,33,29
64343,15,15,13,11,15,11,11,13,13,9,13
64344,20,16,14,12,12,12,18,18,8,10,14
64345,34,28,26,26,12,12,26,20,26,20,24
64346,13,15,13,17,19,21,17,31,19,19,23
64347,23,7,7,9,11,9,7,31,5,7,7
64348,30,30,26,16,18,26,24,18,20,20,24
