Iteration,0,1,2,3,4,5,6,7,8,9
1,28,12,10,12,22,12,28,14,12,14
2,27,27,15,13,19,17,19,17,31,13
3,9,11,11,13,9,11,9,9,13,7
4,20,24,26,24,24,22,28,20,22,24
5,13,11,7,25,13,13,15,9,11,9
6,16,16,18,16,22,12,20,20,22,14
7,19,13,13,15,15,19,11,17,15,11
8,9,9,19,23,11,27,11,13,17,9
9,29,19,15,13,23,17,15,15,15,17
10,27,11,17,13,23,35,19,21,17,15
11,12,10,14,14,20,14,14,10,10,12
12,18,18,16,20,32,28,16,24,20,20
13,25,17,13,13,17,33,13,15,15,15
14,11,15,11,13,11,15,13,21,13,11
15,24,22,22,24,22,36,18,22,18,16
16,14,10,22,20,14,20,12,10,14,18
17,14,28,22,20,26,30,22,24,24,28
18,27,19,17,35,25,31,23,15,21,15
19,36,26,16,24,28,52,30,20,16,20
20,26,14,18,28,12,34,30,22,26,24
21,20,12,12,16,12,14,22,12,12,12
22,18,14,12,18,36,24,20,14,20,36
23,29,7,9,13,11,17,11,11,11,7
24,38,20,12,30,26,40,18,24,18,22
25,15,23,17,15,33,21,13,13,17,13
26,25,17,25,23,17,25,25,19,21,19
27,26,20,20,24,22,20,30,14,18,16
28,28,14,16,18,28,14,12,36,14,20
29,18,20,22,16,32,32,20,22,14,26
30,33,19,15,19,17,35,21,21,19,13
31,9,9,11,7,11,23,7,9,11,7
32,18,18,22,14,12,12,14,14,16,12
33,10,16,16,16,24,22,16,12,20,20
34,35,29,33,29,33,11,39,25,21,25
35,15,21,13,15,15,27,23,21,25,13
36,35,15,15,19,19,19,19,21,15,15
37,19,15,19,19,19,35,21,21,23,23
38,17,15,25,19,17,23,17,23,15,19
39,20,18,18,18,16,20,18,14,18,18
40,28,22,12,8,16,24,12,10,12,12
41,33,25,25,17,13,11,17,13,17,17
42,39,17,17,19,19,25,21,19,15,17
43,23,17,17,17,17,13,21,21,21,23
44,23,29,17,11,19,13,19,21,17,35
45,19,21,19,23,17,47,45,17,29,23
46,14,12,14,10,10,24,8,14,18,8
47,21,19,13,7,13,21,15,13,11,7
48,34,18,22,18,22,30,16,14,14,16
49,20,18,12,16,32,26,16,14,16,20
50,30,20,18,36,16,16,18,16,16,12
51,27,19,17,19,15,15,17,15,15,15
52,20,26,18,12,18,20,16,14,18,16
53,28,20,20,12,20,14,14,20,16,24
54,43,29,19,27,21,17,25,29,25,19
55,18,14,10,14,20,18,14,20,12,14
56,25,17,11,19,9,21,9,7,9,15
57,19,13,15,19,15,15,17,9,9,13
58,28,14,12,14,10,22,22,22,22,14
59,32,14,22,20,18,30,22,16,18,18
60,30,24,22,20,28,24,24,30,20,34
61,14,14,22,18,18,28,14,20,18,14
62,13,9,9,13,13,19,9,7,7,7
63,39,27,13,15,27,47,19,15,15,31
64,19,15,13,17,19,27,9,15,11,17
65,9,25,7,7,9,9,7,5,7,7
66,28,18,26,12,14,16,14,18,14,16
67,22,16,20,22,26,24,20,20,20,24
68,39,13,15,19,13,9,11,15,11,15
69,4,4,6,18,6,6,6,6,6,28
70,8,6,10,6,16,20,10,10,8,8
71,16,20,20,20,16,18,18,18,16,24
72,46,28,18,14,18,16,26,10,12,12
73,23,19,21,13,15,23,25,17,21,25
74,18,18,14,18,16,46,16,16,16,22
75,16,12,20,22,22,18,16,20,18,12
76,10,14,10,16,26,40,14,14,18,14
77,24,20,12,16,14,16,16,12,14,14
78,27,15,25,11,23,11,19,15,21,19
79,17,11,15,19,13,19,17,23,15,17
80,49,29,11,21,13,13,11,19,37,19
81,9,9,15,21,11,11,17,13,13,25
82,9,13,9,17,13,47,11,19,21,19
83,29,9,17,15,17,41,11,11,11,9
84,12,14,8,16,12,26,10,18,16,12
85,18,12,12,12,10,22,10,10,12,10
86,17,11,25,11,17,31,27,21,15,15
87,19,11,13,11,15,25,11,11,13,11
88,26,24,18,16,20,16,16,20,20,14
89,20,20,16,18,18,30,18,18,18,16
90,25,15,13,15,15,23,17,13,17,17
91,13,15,29,15,15,29,19,19,25,13
92,18,22,20,22,18,38,18,20,30,18
93,16,16,24,16,12,30,20,10,12,14
94,41,23,17,25,17,39,17,23,21,19
95,21,17,17,15,17,17,15,19,21,13
96,19,15,15,13,15,19,17,13,9,15
97,25,17,17,17,15,49,17,21,19,15
98,21,25,35,21,23,29,21,25,25,19
99,16,20,16,20,14,30,16,20,32,12
100,17,13,25,15,21,19,23,19,33,21
101,13,19,17,15,11,43,25,19,21,35
102,22,12,12,14,16,46,12,16,10,14
103,29,33,15,25,35,29,21,17,29,23
104,19,27,17,25,23,33,25,21,31,25
105,13,19,11,15,15,17,15,13,9,21
106,16,20,22,18,24,22,22,16,26,30
107,38,20,28,16,18,34,18,18,18,16
108,31,19,21,13,25,19,9,19,11,13
109,22,16,16,14,14,14,16,14,14,12
110,42,22,22,10,14,8,8,8,18,14
111,15,27,11,11,7,13,9,25,35,13
112,23,13,13,11,19,21,13,13,21,9
113,8,14,6,6,8,16,10,10,8,10
114,51,19,13,15,11,19,15,23,13,21
115,13,17,13,13,11,15,11,11,15,13
116,21,21,15,21,19,17,19,21,21,25
117,16,16,30,20,18,18,30,24,26,20
118,29,13,23,17,21,17,15,19,21,15
119,17,17,15,11,17,15,11,13,9,15
120,23,21,55,21,31,29,19,23,23,41
121,22,18,18,14,18,26,12,14,16,20
122,15,13,13,13,23,23,15,15,25,15
123,44,14,26,14,22,18,10,10,18,16
124,15,21,13,9,15,11,9,15,13,11
125,13,13,11,17,13,33,13,23,13,15
126,36,22,22,22,22,26,18,18,18,20
127,6,6,10,10,12,24,8,22,14,10
128,42,20,20,14,24,32,14,16,18,18
129,34,16,26,14,16,14,18,16,16,16
130,22,10,18,12,14,38,12,16,10,16
131,11,13,13,11,17,21,11,11,21,19
132,9,19,11,9,15,9,9,11,15,11
133,26,18,16,16,24,26,18,18,26,16
134,19,19,19,21,21,21,19,21,21,23
135,19,13,11,17,13,67,15,17,13,11
136,26,30,20,30,30,34,16,26,28,26
137,29,11,17,17,15,23,17,25,17,19
138,14,14,12,22,18,18,24,10,12,14
139,12,16,10,30,12,30,18,14,12,12
140,17,17,15,15,17,27,19,23,15,15
141,32,16,22,22,30,28,24,22,24,24
142,35,17,19,15,9,29,17,15,17,13
143,25,25,17,19,19,25,25,27,27,23
144,22,18,12,18,14,20,18,24,16,20
145,26,20,28,20,26,22,22,22,20,14
146,22,40,22,24,28,36,22,20,20,20
147,26,38,30,30,18,16,28,18,26,24
148,13,11,13,13,11,17,17,13,17,15
149,19,15,15,15,21,37,23,17,15,23
150,22,14,26,26,16,22,18,14,24,20
151,3,3,5,5,15,5,3,5,5,3
152,12,10,8,10,10,12,20,18,10,14
153,19,25,25,25,21,29,21,21,17,17
154,16,20,24,24,26,22,26,30,22,28
155,32,26,22,20,22,24,26,26,26,30
156,27,9,9,11,21,19,11,7,11,15
157,16,18,16,20,12,32,24,32,24,22
158,26,12,14,16,8,26,14,10,18,12
159,24,20,16,12,16,20,12,20,24,20
160,20,16,10,22,24,26,18,30,18,26
161,19,15,11,19,11,13,11,11,13,19
162,28,24,20,24,22,32,18,24,20,26
163,20,12,14,12,14,26,12,10,12,12
164,17,19,29,17,31,33,17,31,21,21
165,19,13,11,13,13,11,31,13,13,11
166,26,20,16,24,18,38,20,20,18,18
167,18,14,18,16,16,30,16,18,18,14
168,46,18,28,20,26,22,16,24,22,14
169,16,24,18,20,30,42,16,20,16,16
170,29,9,15,15,13,19,19,11,17,15
171,32,18,12,24,20,30,18,16,16,14
172,26,22,28,16,18,26,26,14,14,16
173,39,13,23,13,17,17,19,15,15,19
174,66,18,22,12,20,20,20,24,26,34
175,17,23,7,9,21,9,11,7,7,11
176,14,18,20,12,14,28,10,12,12,20
177,21,25,19,13,19,25,23,23,17,21
178,8,8,6,6,4,10,4,4,4,4
179,18,24,16,16,16,14,16,18,24,16
180,17,9,15,19,9,13,9,13,9,25
181,42,22,28,30,22,44,18,30,18,26
182,7,7,11,9,5,7,7,7,23,7
183,26,14,22,20,28,30,16,18,20,24
184,15,11,9,17,9,53,9,11,9,13
185,14,12,14,22,12,16,14,18,12,14
186,16,20,14,10,18,36,8,12,16,14
187,24,14,32,28,16,30,20,10,16,14
188,17,23,21,19,15,29,19,19,29,17
189,15,23,21,15,23,33,15,17,15,13
190,23,17,19,17,21,19,13,15,17,17
191,35,21,13,19,11,25,21,19,21,13
192,15,17,25,19,31,15,25,27,17,17
193,10,10,10,14,12,20,16,24,14,12
194,30,16,16,14,16,34,16,24,22,22
195,23,23,15,17,15,13,11,31,23,15
196,14,30,12,22,22,24,16,16,18,16
197,41,13,17,15,15,21,17,17,15,17
198,16,12,14,14,12,20,14,14,14,18
199,42,18,14,14,16,14,16,22,16,12
200,25,19,29,17,17,17,17,17,19,25
201,37,21,15,15,19,29,19,17,23,19
202,13,13,25,15,17,43,23,23,17,17
203,12,14,10,14,10,12,8,26,12,12
204,16,16,14,18,18,26,14,14,16,14
205,23,17,13,17,21,25,19,17,17,19
206,38,16,18,16,22,14,18,18,20,16
207,19,19,17,29,13,17,15,25,17,13
208,26,26,14,16,16,16,18,14,16,18
209,42,20,20,18,22,24,22,18,20,22
210,18,16,18,42,14,22,24,22,20,18
211,7,11,13,13,15,17,9,21,11,29
212,13,25,11,11,21,19,17,9,11,11
213,22,24,24,24,24,34,22,22,32,28
214,27,27,17,21,25,37,19,21,23,21
215,31,27,19,15,23,19,19,27,21,25
216,14,12,10,10,10,28,12,12,12,12
217,34,14,14,12,12,22,14,12,14,28
218,16,22,16,20,16,46,18,20,24,24
219,54,12,14,12,10,28,10,12,16,8
220,38,26,24,24,20,32,24,36,26,20
221,27,23,25,33,23,25,13,21,13,19
222,22,18,22,22,20,22,24,20,18,20
223,6,6,6,4,4,20,4,10,10,14
224,26,16,16,28,14,14,16,12,18,20
225,26,16,20,18,20,14,18,20,16,18
226,33,27,33,19,19,15,23,23,23,37
227,22,18,18,22,26,26,22,22,20,18
228,14,18,14,18,14,14,22,12,14,30
229,34,20,18,12,18,22,22,18,14,24
230,32,18,16,26,16,44,30,18,24,18
231,17,25,27,25,23,25,19,25,19,17
232,40,28,20,24,28,16,14,12,20,10
233,29,27,31,23,27,31,27,23,25,29
234,33,17,33,13,15,43,17,13,21,15
235,34,26,14,20,20,18,16,14,18,18
236,12,16,20,22,14,18,18,26,16,26
237,11,11,9,11,7,33,11,11,11,11
238,24,14,20,22,20,18,24,24,16,12
239,37,21,17,29,19,27,19,19,21,19
240,22,28,20,18,30,30,24,18,22,16
241,8,8,8,14,8,12,8,10,10,10
242,12,18,14,14,18,28,10,12,14,20
243,21,13,21,17,23,29,35,21,17,15
244,9,7,9,9,9,17,9,19,9,7
245,20,28,22,16,28,16,18,28,16,22
246,29,29,27,19,21,43,21,23,17,19
247,18,14,20,16,16,38,16,12,14,16
248,15,19,17,21,19,43,27,17,25,29
249,23,17,15,13,9,29,13,11,15,15
250,31,23,17,21,17,19,21,15,17,23
251,16,12,14,16,12,20,20,14,22,22
252,33,9,15,11,23,33,19,13,13,11
253,15,29,29,21,21,29,23,21,29,25
254,25,17,13,17,15,23,19,13,13,15
255,15,11,15,21,15,21,15,15,13,23
256,20,18,18,16,16,16,16,16,12,18
257,20,16,16,28,20,24,16,22,18,16
258,13,11,9,13,11,13,11,11,11,9
259,9,9,15,19,9,39,13,15,21,15
260,26,18,30,18,26,20,22,14,24,16
261,20,20,20,16,30,24,16,20,20,16
262,11,21,13,17,31,15,17,15,25,17
263,14,10,12,10,10,18,10,10,12,16
264,35,23,23,17,17,21,21,21,17,23
265,24,24,18,26,22,20,22,24,24,28
266,17,21,19,29,15,41,21,21,19,21
267,20,20,20,18,14,28,26,16,18,18
268,22,18,20,14,18,30,16,20,18,16
269,24,20,14,12,14,42,12,22,14,12
270,32,24,18,20,22,36,20,24,22,18
271,40,26,20,18,16,22,18,14,38,14
272,18,20,24,24,22,32,16,24,14,16
273,18,24,16,26,18,14,22,18,30,22
274,16,16,16,16,20,26,16,14,18,14
275,20,6,4,6,6,16,4,6,6,26
276,36,14,14,12,18,20,16,18,18,12
277,5,7,15,7,5,5,7,17,9,7
278,17,17,29,15,23,23,29,17,13,17
279,58,24,38,20,22,28,22,18,34,28
280,45,23,29,19,33,27,23,17,23,19
281,17,15,9,15,13,21,13,21,11,9
282,17,9,11,15,11,13,13,19,15,9
283,22,30,18,16,22,24,24,22,12,36
284,14,12,12,16,12,12,18,14,12,14
285,17,23,25,15,19,25,15,17,15,15
286,24,10,24,12,16,22,34,10,34,16
287,20,20,18,24,12,50,20,28,34,26
288,18,18,18,26,24,18,18,18,18,16
289,30,26,18,26,36,38,20,20,24,18
290,21,25,13,29,17,15,23,17,15,25
291,47,13,19,15,13,21,17,13,21,15
292,30,26,22,32,20,22,18,22,24,24
293,14,12,12,18,16,18,24,12,16,18
294,47,13,17,25,19,45,17,13,15,21
295,19,19,17,25,17,19,19,19,19,17
296,23,13,21,19,19,23,15,15,19,15
297,25,19,19,23,17,35,23,15,23,19
298,22,16,30,18,18,18,24,14,12,16
299,29,17,13,25,15,17,15,27,15,13
300,8,20,14,12,16,20,18,16,12,16
301,11,11,11,9,9,7,9,7,11,9
302,50,18,18,16,18,22,18,30,24,18
303,16,10,14,10,10,18,8,22,10,10
304,28,16,14,18,14,10,10,18,12,12
305,29,21,19,15,21,17,15,29,23,21
306,11,17,15,19,23,35,15,25,17,17
307,33,19,33,25,17,29,13,13,19,13
308,59,27,15,17,13,27,21,27,23,19
309,23,17,23,19,25,21,15,17,19,25
310,28,16,22,18,16,16,12,16,14,16
311,35,17,19,21,25,23,19,21,25,21
312,24,12,28,16,26,30,14,14,20,22
313,22,14,16,12,14,22,14,20,16,16
314,20,20,22,28,20,18,32,18,18,24
315,26,18,24,20,26,36,16,16,28,20
316,33,19,21,19,19,37,19,17,15,33
317,34,22,20,26,26,22,34,18,22,20
318,15,17,13,17,21,17,17,15,17,17
319,32,18,20,20,24,28,22,22,32,20
320,17,13,15,19,17,11,11,13,9,17
321,17,23,19,19,17,33,13,15,17,15
322,30,10,14,16,32,12,14,12,14,14
323,43,15,11,13,17,31,21,15,17,15
324,21,27,11,11,11,13,15,11,13,11
325,9,7,9,9,9,17,13,11,9,9
326,15,11,13,17,19,15,15,13,15,19
327,14,8,16,12,12,22,12,22,20,26
328,28,16,34,20,12,14,18,12,18,16
329,23,23,13,17,11,13,11,15,13,19
330,28,16,30,18,20,40,14,26,18,18
331,17,25,9,9,9,19,11,15,21,17
332,38,18,24,18,20,22,36,24,28,16
333,11,7,11,13,7,15,11,21,9,11
334,20,22,20,20,18,22,20,18,20,24
335,34,28,30,16,22,16,18,42,22,34
336,11,13,11,13,17,21,13,15,13,11
337,30,18,24,22,30,30,20,28,22,20
338,24,8,16,10,14,12,14,10,12,16
339,26,22,24,20,22,26,18,18,24,26
340,14,16,16,18,16,26,24,30,28,20
341,19,13,19,15,13,25,15,17,17,15
342,23,25,23,23,17,23,25,13,21,15
343,14,12,10,8,12,12,10,12,8,10
344,10,6,6,10,10,10,10,10,8,10
345,33,17,27,19,27,31,25,23,27,23
346,31,23,19,13,17,19,15,15,17,13
347,12,14,32,10,14,20,14,12,12,16
348,42,14,22,22,14,30,16,16,16,16
349,15,23,15,21,19,23,21,19,17,17
350,25,15,13,19,19,11,19,13,17,25
351,36,14,14,16,20,28,16,14,28,16
352,28,16,20,12,24,10,20,8,14,28
353,10,10,12,8,10,34,14,12,10,8
354,24,16,18,22,20,24,20,28,24,24
355,34,14,14,12,16,26,14,24,22,14
356,22,18,36,14,10,44,12,14,12,16
357,20,18,14,16,14,32,16,12,22,16
358,27,25,13,21,17,11,15,17,23,27
359,16,12,22,22,18,14,18,14,16,18
360,33,23,25,19,31,21,19,19,23,27
361,13,13,31,19,17,21,17,13,21,15
362,17,17,31,15,13,15,15,15,13,17
363,23,19,13,15,11,21,15,11,15,15
364,19,11,11,17,25,21,21,17,17,11
365,20,20,20,26,48,30,30,16,34,32
366,19,19,13,17,31,21,19,19,27,17
367,21,19,21,15,23,23,23,21,23,21
368,16,20,12,20,16,26,10,18,16,20
369,27,9,11,13,9,15,9,11,11,7
370,14,12,12,24,12,36,18,12,12,16
371,23,25,15,15,13,37,17,23,25,17
372,18,14,12,20,14,10,12,10,10,12
373,20,28,24,24,28,26,24,24,10,14
374,9,11,9,9,11,7,13,7,9,13
375,30,16,16,20,20,18,20,26,20,18
376,19,11,13,11,17,25,17,13,17,29
377,9,11,11,9,7,11,7,11,9,19
378,13,15,11,13,15,25,9,11,13,23
379,24,18,22,16,16,18,24,10,12,18
380,30,12,10,10,20,12,8,10,10,10
381,33,25,23,23,29,27,21,25,25,39
382,13,13,13,9,13,35,13,15,23,13
383,47,19,19,25,17,17,21,15,23,27
384,16,16,12,20,14,20,18,14,10,10
385,19,19,15,17,21,25,19,19,19,15
386,17,25,11,15,15,15,13,13,13,11
387,24,18,20,14,14,18,12,16,14,18
388,13,17,17,11,13,25,15,15,11,13
389,40,32,22,20,14,8,16,18,12,8
390,20,18,18,10,12,20,22,18,12,14
391,23,21,21,19,15,21,21,21,19,17
392,24,14,20,18,24,30,20,12,14,18
393,21,13,17,13,13,21,11,13,23,13
394,9,11,27,11,11,17,11,21,11,15
395,18,14,12,22,10,12,12,22,12,16
396,27,19,21,33,27,17,17,15,19,21
397,21,17,23,25,35,15,17,17,25,15
398,20,16,14,12,26,32,18,16,16,22
399,28,14,16,20,18,12,20,16,20,12
400,32,16,20,18,14,12,14,18,20,14
401,36,22,22,22,20,24,22,28,18,22
402,21,11,9,11,13,21,9,9,9,9
403,23,17,15,33,21,27,19,15,19,19
404,22,20,18,22,18,16,28,24,20,26
405,43,17,13,13,11,15,17,17,17,21
406,14,16,20,26,22,22,18,28,32,30
407,17,21,15,17,17,29,21,19,15,15
408,17,9,21,11,9,9,9,15,7,11
409,29,13,13,15,15,15,13,13,9,11
410,25,13,23,15,9,29,19,15,11,19
411,35,19,21,17,19,17,23,17,21,21
412,18,20,18,26,18,14,14,20,16,14
413,17,11,13,13,11,27,9,13,25,13
414,24,12,14,16,8,44,20,10,14,8
415,23,21,17,13,17,25,19,11,13,11
416,29,19,17,27,21,63,25,23,13,19
417,35,19,25,17,17,19,13,15,15,19
418,30,26,20,32,24,22,30,24,30,18
419,30,24,18,28,26,38,24,20,30,22
420,12,22,10,12,10,32,12,10,16,10
