,rank effect,count
0,-24,15
1,-23,21
2,-22,12
3,-21,15
4,-20,24
5,-19,54
6,-18,63
7,-17,42
8,-16,51
9,-15,90
10,-14,105
11,-13,228
12,-12,153
13,-11,186
14,-10,129
15,-9,189
16,-8,138
17,-7,228
18,-6,174
19,-5,195
20,-4,180
21,-3,258
22,-2,366
23,-1,966
24,0,984
25,1,966
26,2,366
27,3,258
28,4,180
29,5,195
30,6,174
31,7,228
32,8,138
33,9,189
34,10,129
35,11,186
36,12,153
37,13,228
38,14,105
39,15,90
40,16,51
41,17,42
42,18,63
43,19,54
44,20,24
45,21,15
46,22,12
47,23,21
48,24,15
