Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-10,0,0,0,0,18,0
-9,0,0,0,0,36,1
-8,0,0,0,0,25,28
-7,16,0,0,0,46,31
-6,0,6,0,0,24,59
-5,40,16,0,0,24,36
-4,0,18,0,0,27,27
-3,58,36,0,0,40,35
-2,0,35,0,0,42,51
-1,401,358,0,0,286,225
0,0,46,0,0,160,310
1,0,0,6,6,280,219
2,0,0,0,0,42,51
3,0,0,0,0,40,35
4,0,0,0,0,27,27
5,0,0,0,0,24,36
6,0,0,1,1,23,58
7,0,0,0,4,46,27
8,0,0,2,7,23,21
9,0,0,6,0,30,1
10,0,0,3,0,15,0
