Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-5,6,5,0,0,6,5
-4,0,1,0,0,0,1
-3,32,24,0,0,32,24
-2,0,9,0,0,0,9
-1,180,172,0,0,192,182
0,0,7,0,0,0,11
1,0,0,6,6,92,90
2,0,0,0,0,0,2
3,0,0,0,0,20,18
4,0,0,0,0,0,2
5,0,0,0,0,20,19
6,0,0,0,1,0,5
7,0,0,4,3,12,6
