,rank effect,count
0,-12,77954
1,-11,2208690
2,-10,384691
3,-9,2637852
4,-8,1625663
5,-7,23151801
6,-6,5606282
7,-5,31560834
8,-4,9769768
9,-3,24688482
10,-2,11865711
11,-1,360647000
12,0,54344866
13,1,581606868
14,2,23983756
15,3,43619496
16,4,6311911
17,5,9792260
18,6,1081823
19,7,3151648
20,8,535590
21,9,646622
22,10,9232
