node,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5
0,64,0,124,4,64,0,1181,249,2022,4,64,4,60
1,206,50,322,30,259,93,1746,129,1965,128,352,0,96
2,33,31,32,0,96,12,1204,4,2240,59,129,0,0
3,33,31,32,0,96,12,1204,4,2240,59,129,0,0
4,33,31,32,0,96,12,1204,4,2240,59,129,0,0
