Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-13,0,96,0,0,0,85
-12,0,11934,0,0,0,11555
-11,162304,107933,0,0,160561,106583
-10,0,65777,0,0,0,62235
-9,279788,195560,0,0,251289,174775
-8,0,90138,0,0,0,76370
-7,427997,355051,0,0,299584,246494
-6,0,81592,0,0,0,57145
-5,815357,657416,0,0,549696,443668
-4,0,131464,0,0,0,88224
-3,785475,627319,0,0,509048,404889
-2,0,499019,0,0,0,397142
-1,10494898,9865956,0,0,10010371,9349415
0,0,276564,0,0,0,525306
1,0,0,89,89,5778393,5413960
2,0,0,0,0,0,270177
3,0,0,0,0,389731,314468
4,0,0,0,0,0,63800
5,0,0,0,0,439533,360393
6,0,0,0,0,0,36020
7,0,0,0,0,304491,265657
8,0,0,0,0,0,65672
9,0,0,0,0,323907,250521
10,0,0,0,8,0,115433
11,0,0,21,13,432807,309113
12,0,0,0,4,0,81666
13,0,0,10,6,211205,148068
14,0,0,0,0,0,21442
15,0,0,0,0,0,340
