Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-19,2690,0,0,0,2994,0
-17,13173,0,0,0,15776,0
-16,0,1,0,0,0,4
-15,36006,24,0,0,46967,66
-14,0,160,0,0,0,208
-13,83688,680,0,0,116647,1131
-12,0,1947,0,0,0,2642
-11,192265,6077,0,0,285325,10071
-10,0,13218,0,0,0,18182
-9,379961,31826,0,0,623182,54391
-8,0,59507,0,0,0,88383
-7,630949,120066,0,0,1176931,227523
-6,0,194216,0,0,0,325094
-5,1015852,340175,0,0,2059833,741476
-4,0,503705,0,0,0,980205
-3,1684158,840409,0,0,3630154,2081225
-2,0,1519050,0,0,0,3049319
-1,5664375,4676904,0,0,12123136,9886089
0,0,1089037,0,0,0,4372991
1,0,209221,144,144,8772325,7474515
2,0,62637,0,0,0,2357432
3,0,21723,3,3,2983552,1790425
4,0,8093,0,3,0,876732
5,0,2960,16,15,1854040,821602
6,0,1030,0,1,0,492935
7,0,309,15,18,1163044,484591
8,0,107,0,1,0,303550
9,0,23,15,12,790004,240095
10,0,7,0,1,0,124635
11,0,4,7,2,610954,78186
12,0,1,0,1,0,34471
13,0,0,4,3,377651,18286
14,0,0,0,0,0,6300
15,0,0,0,0,177674,2306
16,0,0,0,0,0,524
17,0,0,0,0,84577,127
18,0,0,0,0,0,4
19,0,0,0,0,39221,0
21,0,0,0,0,11729,0
