,rank,count
0,0,15
1,1,213
2,2,1411
3,3,5814
4,4,16831
5,5,36762
6,6,64792
7,7,97360
8,8,135346
9,9,177557
10,10,228487
11,11,282768
12,12,328953
13,13,367884
14,14,410272
15,15,450956
16,16,476575
17,17,473155
18,18,438982
19,19,391604
20,20,339913
21,21,285583
22,22,223758
23,23,153716
24,24,87383
25,25,38365
26,26,12149
27,27,2606
28,28,360
29,29,29
30,30,1
