,rank effect,count
0,-10,22
1,-9,210
2,-8,923
3,-7,1262
4,-6,1251
5,-5,1465
6,-4,876
7,-3,1933
8,-2,2359
9,-1,19399
10,0,6328
11,1,27253
12,2,3103
13,3,2422
14,4,1302
15,5,708
16,6,370
17,7,91
18,8,3
