Rank,Count (Max),Count (Avg)
0,5,5
1,36,36
2,119,119
3,243,251
4,372,388
5,514,560
6,666,746
7,917,1076
8,1179,1354
9,1216,1464
10,1115,1408
11,1008,1381
12,935,1302
13,864,927
14,790,402
15,679,86
16,485,14
17,270,1
18,94,0
19,13,0
