,rank effect,count
0,-17,11
1,-16,1754
2,-15,35811
3,-14,147604
4,-13,634640
5,-12,1807808
6,-11,2045921
7,-10,2498899
8,-9,3311416
9,-8,5469204
10,-7,6006439
11,-6,6387218
12,-5,7289252
13,-4,7910163
14,-3,14520238
15,-2,23147541
16,-1,160595415
17,0,43464870
18,1,234068541
19,2,28668622
20,3,15867301
21,4,8856732
22,5,5601770
23,6,3816249
24,7,2897124
25,8,1859388
26,9,1471027
27,10,794954
28,11,304096
29,12,61436
30,13,18708
31,14,1698
32,15,6
