Rank,Count (Max),Count (Avg)
0,5,5
1,36,36
2,121,121
3,262,263
4,386,393
5,511,553
6,718,812
7,940,1069
8,1216,1391
9,1370,1507
10,1262,1503
11,1138,1402
12,1019,1200
13,825,817
14,633,343
15,493,84
16,334,18
17,174,2
18,65,1
19,11,0
20,1,0
