node,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8
0,10,91,206,283,322,391,210,162,399,4242,1261,5448,421,161,179,215,186,67,2
1,10,36,221,237,332,360,222,333,462,3879,1531,5285,545,201,189,228,161,23,1
2,0,21,167,259,191,252,173,497,519,3684,897,5599,821,813,309,54,0,0,0
3,2,28,186,230,213,243,114,469,456,3934,1390,5395,566,504,363,141,21,1,0
4,0,34,143,253,193,219,157,472,523,3660,1249,5526,750,743,262,70,2,0,0
