Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-21,646,0,0,0,736,0
-19,4548,0,0,0,5424,0
-17,45692,0,0,0,58207,0
-15,181658,0,0,0,267758,301
-14,0,0,0,0,0,49
-13,366443,43,0,0,637104,2977
-12,0,275,0,0,0,1086
-11,511457,1208,0,0,1015572,13702
-10,0,4296,0,0,0,11665
-9,747642,14864,0,0,1585997,70705
-8,0,38619,0,0,0,87439
-7,1070315,99133,0,0,2371088,309576
-6,0,200244,0,0,0,438237
-5,1510712,414713,0,0,3493317,1126952
-4,0,733628,0,0,0,1631723
-3,2167700,1210817,0,0,5403938,3380963
-2,0,2355678,0,0,0,5124541
-1,12135330,11576997,0,0,33107962,32237796
0,0,1546191,0,0,0,6791370
1,0,332472,90,90,20867618,20158400
2,0,120049,0,0,0,3771554
3,0,45950,3,3,4403100,2793124
4,0,24946,0,0,0,1415680
5,0,10848,0,0,2976986,1140087
6,0,6100,0,0,0,592377
7,0,2843,1,3,2110324,670237
8,0,1598,0,0,0,433828
9,0,432,1,1,1519202,387472
10,0,162,0,0,0,139632
11,0,31,10,9,1051631,79517
12,0,6,0,0,0,11540
13,0,0,1,0,726117,11055
14,0,0,0,0,0,631
15,0,0,1,1,618665,2816
16,0,0,0,0,0,20
17,0,0,1,1,448604,344
19,0,0,0,0,150887,0
21,0,0,0,0,15244,0
23,0,0,0,0,1915,0
