,rank effect,count
0,-13,13
1,-12,447
2,-11,1766
3,-10,986
4,-9,5062
5,-8,6292
6,-7,10119
7,-6,7610
8,-5,10856
9,-4,6076
10,-3,14325
11,-2,16092
12,-1,135086
13,0,41414
14,1,196021
15,2,20538
16,3,17377
17,4,7263
18,5,7610
19,6,3588
20,7,3124
21,8,413
22,9,929
23,10,194
24,11,15
