Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-19,5564,0,0,0,6318,0
-17,73659,0,0,0,89930,0
-15,260952,0,0,0,356360,70
-14,0,15,0,0,0,45
-13,432743,421,0,0,679911,2625
-12,0,851,0,0,0,1621
-11,572719,3094,0,0,1005889,12933
-10,0,11040,0,0,0,19822
-9,840713,34357,0,0,1559854,86864
-8,0,79956,0,0,0,135253
-7,1155628,170010,0,0,2280994,377164
-6,0,301472,0,0,0,539483
-5,1560344,541586,0,0,3249736,1213159
-4,0,890866,0,0,0,1720213
-3,2373607,1398322,0,0,5168646,3383924
-2,0,2601047,0,0,0,5076985
-1,13059128,12007251,0,0,33613876,31942464
0,0,1728670,0,0,0,6693792
1,0,353594,90,90,21148406,19937898
2,0,123842,0,0,0,3738138
3,0,44707,4,4,4161779,2776047
4,0,24426,0,0,0,1472417
5,0,10089,2,2,2777423,1176486
6,0,5617,0,0,0,618212
7,0,2090,1,1,2047822,652500
8,0,1287,0,1,0,444347
9,0,339,0,1,1491071,418053
10,0,99,0,0,0,230872
11,0,9,9,8,1032137,126525
12,0,0,0,0,0,26539
13,0,0,2,1,745941,10190
14,0,0,0,0,0,1121
15,0,0,0,0,666479,1580
16,0,0,0,0,0,19
17,0,0,0,0,538315,35
19,0,0,0,0,201188,0
21,0,0,0,0,15321,0
