Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-7,16,0,0,0,16,0
-6,0,6,0,0,0,6
-5,40,16,0,0,40,16
-4,0,18,0,0,0,18
-3,58,36,0,0,62,36
-2,0,35,0,0,0,38
-1,401,358,0,0,536,447
0,0,46,0,0,0,150
1,0,0,12,12,354,302
2,0,0,0,0,0,33
3,0,0,0,0,58,29
4,0,0,0,0,0,11
5,0,0,0,0,28,24
6,0,0,0,0,0,31
7,0,0,0,2,46,17
8,0,0,0,4,0,12
9,0,0,6,0,30,0
