Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-21,18193,0,0,0,21272,8
-20,0,0,0,0,0,4
-19,71512,0,0,0,88448,74
-18,0,0,0,0,0,22
-17,178014,2,0,0,236237,236
-16,0,31,0,0,0,131
-15,368753,222,0,0,527820,1132
-14,0,787,0,0,0,1630
-13,666783,3589,0,0,1023038,8632
-12,0,10126,0,0,0,16381
-11,1450601,29493,0,0,2360646,61064
-10,0,66381,0,0,0,104004
-9,2356611,143354,0,0,4425946,307097
-8,0,279234,0,0,0,474936
-7,3471484,529797,0,0,7412128,1216228
-6,0,916123,0,0,0,1754744
-5,5056586,1587934,0,0,11839334,4052567
-4,0,2532847,0,0,0,5551696
-3,7425300,4127066,0,0,18825501,11636285
-2,0,7340550,0,0,0,16464855
-1,25434432,21999647,0,0,59081814,51660508
0,0,5116500,0,0,0,22648506
1,0,1162816,202,202,43356035,38902588
2,0,399825,0,0,0,12791047
3,0,148591,11,11,16015907,10013224
4,0,63012,0,1,0,4990764
5,0,23988,20,19,10725042,4528696
6,0,10150,0,1,0,2606493
7,0,3604,15,16,7165475,2467057
8,0,1494,0,1,0,1422248
9,0,603,18,16,4740420,1055308
10,0,251,0,0,0,515902
11,0,129,8,7,3370007,323120
12,0,57,0,0,0,134819
13,0,17,4,4,2350319,72524
14,0,22,0,0,0,23457
15,0,19,0,0,1125793,10047
16,0,8,0,0,0,1953
17,0,0,0,0,623452,1017
18,0,0,0,0,0,124
19,0,0,0,0,317774,136
20,0,0,0,0,0,6
21,0,0,0,0,146174,20
23,0,0,0,0,42708,0
