Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-19,87,0,0,0,104,0
-17,7701,0,0,0,9643,65
-16,0,0,0,0,0,8
-15,49028,0,0,0,67577,492
-14,0,0,0,0,0,136
-13,348634,1,0,0,572937,21415
-12,0,7,0,0,0,4222
-11,566944,78,0,0,1147740,69380
-10,0,387,0,0,0,24027
-9,665186,1947,0,0,1575088,145423
-8,0,6563,0,0,0,82971
-7,890712,25053,0,0,2322484,367940
-6,0,66620,0,0,0,301953
-5,1136542,185599,0,0,3484187,1120965
-4,0,482348,0,0,0,1364788
-3,1295104,901756,0,0,5257406,3798115
-2,0,1653959,0,0,0,4490334
-1,10167326,10085694,0,0,32863861,32832668
0,0,1038092,0,0,0,5827048
1,0,317233,90,90,20897668,20794701
2,0,159074,0,0,0,3370192
3,0,78752,2,2,4916301,3405192
4,0,48332,0,0,0,1252486
5,0,29637,3,3,3409459,1387343
6,0,21578,0,0,0,563684
7,0,13861,0,0,2285669,710159
8,0,7700,0,0,0,265328
9,0,2440,2,2,1665017,325718
10,0,485,0,0,0,71246
11,0,54,3,3,1103456,129550
12,0,11,0,0,0,11279
13,0,2,1,1,687545,65258
14,0,1,0,0,0,1612
15,0,0,7,7,481904,31021
16,0,0,0,0,0,75
17,0,0,0,0,76358,543
19,0,0,0,0,12833,59
21,0,0,0,0,159,0
