node,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9
0,53,1501,4789,6629,14285,7974,14341,7613,13752,14190,141713,41245,196425,14496,8915,4763,10088,4566,4436,1398,44
1,12,358,4423,5736,12606,7952,15271,5961,7157,14462,142938,59458,194843,13672,6606,3823,8724,4719,3793,690,12
2,15,1004,4847,6943,11887,9121,13490,5627,7236,17758,144929,47064,196630,17912,6369,3457,8004,5901,4140,879,3
3,133,2048,3771,7887,7660,6239,6911,5792,16224,18276,145542,31252,197501,22979,18158,6822,10237,5438,344,2,0
4,2,230,3688,4972,11109,5908,9537,7116,16949,19058,129641,30226,199443,29722,30309,10603,2638,1935,130,0,0
5,33,1088,3743,5920,9483,4617,7504,5695,21365,17162,133870,24860,204673,22841,32886,10390,6332,736,18,0,0
6,0,34,2671,7307,7848,8929,6487,7909,18698,20291,128497,31452,192283,30550,32682,12996,4295,283,4,0,0
