,rank,count
0,0,6
1,1,72
2,2,396
3,3,1326
4,4,3037
5,5,5095
6,6,6618
7,7,7084
8,8,6787
9,9,6369
10,10,6072
11,11,5550
12,12,4395
13,13,2761
14,14,1282
15,15,408
16,16,79
17,17,7
