,rank,count
0,0,14
1,1,132
2,2,594
3,3,1601
4,4,2846
5,5,3783
6,6,4948
7,7,7844
8,8,12165
9,9,15225
10,10,16611
11,11,19651
12,12,25547
13,13,32667
14,14,42179
15,15,55556
16,16,68310
17,17,72867
18,18,66908
19,19,56175
20,20,47791
21,21,44132
22,22,43073
23,23,40432
24,24,35001
25,25,29929
26,26,28199
27,27,30771
28,28,36715
29,29,43065
30,30,44889
31,31,37587
32,32,22714
33,33,8583
34,34,1496
