,rank effect,count
0,-14,17
1,-13,6917
2,-12,30594
3,-11,101244
4,-10,73112
5,-9,170934
6,-8,261091
7,-7,449843
8,-6,327993
9,-5,542323
10,-4,301500
11,-3,717649
12,-2,748767
13,-1,6725682
14,0,1541755
15,1,9712113
16,2,950890
17,3,943980
18,4,349905
19,5,326189
20,6,142169
21,7,102380
22,8,38747
23,9,51841
24,10,13085
25,11,3635
26,12,13
