Rank,Count (Max),Count (Avg)
0,5,5
1,36,36
2,115,115
3,230,233
4,341,352
5,447,494
6,598,697
7,818,971
8,1036,1198
9,1098,1273
10,995,1259
11,893,1380
12,902,1456
13,931,1196
14,930,651
15,876,181
16,684,23
17,404,0
18,154,0
19,27,0
