node,-17,-16,-15,-14,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,388,636,330,716,202,0,480,0,640,0,475,5,186,6,31,1043,28155,2630,46559,1487,31,5,155,0,320,0,320,0,160,0,42,716,298
1,428,596,354,696,198,0,480,0,640,0,475,5,177,15,20,1134,27472,4369,45329,1592,20,9,151,0,320,0,320,0,160,0,38,696,322
2,428,596,354,696,198,0,480,0,640,0,475,5,177,15,20,1128,27440,4491,45245,1592,20,9,151,0,320,0,320,0,160,0,38,696,322
3,428,596,354,696,198,0,480,0,640,0,475,5,177,15,20,1126,27442,4491,45248,1589,20,9,151,0,320,0,320,0,160,0,38,696,322
4,428,596,354,696,198,0,480,0,640,0,475,5,177,15,20,1126,27442,4491,45248,1589,20,9,151,0,320,0,320,0,160,0,38,696,322
5,428,596,354,696,198,0,480,0,640,0,475,5,177,15,20,1126,27442,4491,45248,1589,20,9,151,0,320,0,320,0,160,0,38,696,322
6,1755,4377,3955,2201,192,62,1302,252,3360,1360,5085,2595,3721,2959,2026,1200,24902,1200,36326,1391,2225,3576,4058,3389,5571,1830,3790,483,1485,98,250,0,0
