Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-23,8,0,0,0,10,0
-21,14227,0,0,0,16536,0
-19,61659,0,0,0,77131,30
-18,0,4,0,0,0,14
-17,151460,13,0,0,206784,235
-16,0,60,0,0,0,152
-15,292774,405,0,0,434258,1974
-14,0,1585,0,0,0,2801
-13,533819,4800,0,0,844238,13750
-12,0,13606,0,0,0,22390
-11,1083506,32421,0,0,1797159,74881
-10,0,68145,0,0,0,114641
-9,1782352,131871,0,0,3371812,313989
-8,0,243321,0,0,0,440839
-7,2683020,437301,0,0,5722891,1089129
-6,0,754028,0,0,0,1506210
-5,3947129,1278831,0,0,9112736,3358851
-4,0,2047725,0,0,0,4550869
-3,6255970,3276830,0,0,15122437,9165260
-2,0,5813234,0,0,0,13022751
-1,20573928,17290209,0,0,47063172,39927170
0,0,4297925,0,0,0,18186369
1,0,1059906,170,170,34359095,29739052
2,0,377834,0,0,0,10129097
3,0,148485,8,8,12465345,7841696
4,0,62286,0,0,0,4014896
5,0,23830,13,13,8188906,3547807
6,0,9353,0,0,0,2033180
7,0,3469,8,12,5438497,1945946
8,0,1562,0,2,0,1161892
9,0,521,19,16,3572448,905294
10,0,188,0,0,0,434654
11,0,69,15,13,2633664,297281
12,0,26,0,0,0,142446
13,0,3,3,2,1827003,94975
14,0,6,0,0,0,37643
15,0,0,0,0,938528,16565
16,0,0,0,0,0,3565
17,0,0,0,0,483160,1699
18,0,0,0,0,0,157
19,0,0,0,0,253883,245
20,0,0,0,0,0,13
21,0,0,0,0,142542,28
23,0,0,0,0,68106,0
25,0,0,0,0,95,0
