,rank effect,count
0,-19,4960623
1,-18,282257
2,-17,4204905
3,-16,292428
4,-15,327755
5,-14,2477
6,-13,1942288
7,-12,52329
8,-11,2680196
9,-10,342
10,-9,3843709
11,-8,12675
12,-7,3562612
13,-6,93068
14,-5,2017036
15,-4,204969
16,-3,1443477
17,-2,1741155
18,-1,127918140
19,0,1983903
20,1,221642963
21,2,3051760
22,3,1526016
23,4,222878
24,5,2228503
25,6,102856
26,7,3753528
27,8,13825
28,9,3699199
29,10,342
30,11,2192541
31,12,525
32,13,749055
33,14,68468
34,15,847576
35,16,254452
36,17,1586625
