Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-23,4096,0,0,0,793,0
-22,0,5,0,0,0,3
-21,4352,8183,0,0,831,1581
-20,0,19,0,0,0,3
-19,31474,30403,0,0,6885,6645
-18,0,480,0,0,0,94
-17,46770,45349,0,0,10866,10613
-16,0,1245,0,0,0,226
-15,40231,38639,0,0,9242,8937
-14,0,2088,0,0,0,415
-13,844731,33867,0,0,818215,7319
-12,0,147833,0,0,0,147468
-11,965722,1213874,0,0,910193,1186247
-10,0,316153,0,0,0,288887
-9,957376,504497,0,0,590309,322215
-8,0,197881,0,0,0,104751
-7,2910570,2119767,0,0,1748830,1307395
-6,0,335765,0,0,0,177931
-5,3761184,3433025,0,0,2100239,1963949
-4,0,435181,0,0,0,244067
-3,2178814,2388953,0,0,1361534,1258428
-2,0,2231229,0,0,0,1687056
-1,55372904,52554334,0,0,50171649,47968770
0,0,1077884,0,0,0,1684580
1,0,1570,132,132,27887091,26507414
2,0,0,0,0,0,1203630
3,0,0,0,0,1240500,1050860
4,0,0,0,0,0,182752
5,0,0,0,0,1740885,1580999
6,0,0,0,0,0,155365
7,0,0,0,0,1511345,1167844
8,0,0,0,0,0,125076
9,0,0,0,0,674031,463491
10,0,0,0,0,0,224661
11,0,0,0,0,938199,1350023
12,0,0,0,17,0,380220
13,0,0,37,20,1639088,1172708
14,0,0,0,0,0,231394
15,0,0,0,0,843799,38598
16,0,0,0,0,0,1266
17,0,0,0,0,47481,50179
18,0,0,0,0,0,731
19,0,0,0,0,37470,32870
20,0,0,0,0,0,190
21,0,0,0,0,10421,8289
22,0,0,0,0,0,4359
23,0,0,0,1,6272,61166
24,0,0,0,0,0,5
25,0,0,1,0,65502,0
