,rank effect,count
0,-7,1128
1,-6,11160
2,-5,2115
3,-4,16317
4,-3,6375
5,-2,5913
6,-1,193785
7,0,34227
8,1,339286
9,2,18513
10,3,8109
11,4,5973
12,5,171
