,rank effect,count
0,-7,3717
1,-6,53627
2,-5,6741
3,-4,79275
4,-3,29491
5,-2,27853
6,-1,1021496
7,0,144830
8,1,1823861
9,2,87766
10,3,35007
11,4,28147
12,5,525
