node,-13,-12,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
0,87,160,121,149,146,9,174,18,108,20,31,280,5623,1255,9445,295,31,15,81,3,93,0,59,148,81
1,87,162,119,155,140,9,172,20,97,31,21,322,5546,1359,9321,370,21,21,75,3,93,0,53,154,81
2,87,162,119,155,140,9,172,20,98,30,21,294,5580,1359,9347,338,21,20,76,3,93,0,53,154,81
3,87,162,119,155,140,9,172,20,98,30,21,279,5600,1354,9362,323,21,20,76,3,93,0,53,154,81
4,83,1162,459,869,211,20,721,532,1123,642,1065,643,5398,397,7617,795,1185,907,1206,536,737,88,212,0,16
5,80,160,32,0,64,0,90,6,57,7,272,508,5380,0,10008,1023,313,6,90,0,80,160,96,0,0
