Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-15,0,18,0,0,0,4
-14,0,1178,0,0,0,234
-13,5120,3947,0,0,1029,849
-12,0,117758,0,0,0,113919
-11,1729935,1241100,0,0,1687329,1221456
-10,0,416687,0,0,0,377568
-9,901212,769475,0,0,631647,534686
-8,0,239705,0,0,0,164621
-7,2458972,2167450,0,0,1602839,1420495
-6,0,250421,0,0,0,150172
-5,3926547,3407324,0,0,2406522,2102364
-4,0,430427,0,0,0,252520
-3,3092248,2591132,0,0,1771324,1487942
-2,0,2355051,0,0,0,1742559
-1,56209857,53306900,0,0,49422821,46832797
0,0,1025318,0,0,0,1626450
1,0,0,124,124,27895110,26367322
2,0,0,0,0,0,1221119
3,0,0,0,0,1327877,1117668
4,0,0,0,0,0,172915
5,0,0,0,0,1757068,1540341
6,0,0,0,0,0,119598
7,0,0,0,0,1430359,1274053
8,0,0,0,0,0,123844
9,0,0,0,0,830094,736445
10,0,0,0,1,0,297900
11,0,0,2,1,1857609,1476041
12,0,0,0,8,0,373842
13,0,0,24,16,1668399,1262193
14,0,0,0,0,0,188751
15,0,0,0,0,81663,57986
16,0,0,0,0,0,12879
17,0,0,0,0,0,157
