Node,Rank Effect,CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
A,-19,0,0,215,0
A,-18,0,0,0,0
A,-17,0,0,4825,0
A,-16,0,0,0,0
A,-15,0,0,40910,61
A,-14,0,0,0,263
A,-13,0,0,137814,878
A,-12,0,0,0,1605
A,-11,0,0,244090,5572
A,-10,0,0,0,4552
A,-9,0,0,383761,19997
A,-8,0,0,0,21484
A,-7,0,0,518270,78854
A,-6,0,0,0,91791
A,-5,0,0,638824,262186
A,-4,0,0,0,303345
A,-3,0,0,830101,706588
A,-2,0,0,0,676211
A,-1,0,0,2763622,2732532
A,0,0,0,0,817753
A,1,9,9,2633381,2816574
A,2,0,0,0,764922
A,3,1,1,882518,829251
A,4,0,0,0,353063
A,5,0,0,712885,402427
A,6,0,0,0,239137
A,7,2,2,591312,314987
A,8,0,0,0,237452
A,9,3,3,441592,211373
A,10,0,0,0,78801
A,11,0,0,303437,47611
A,12,0,0,0,12657
A,13,1,1,263880,13793
A,14,0,0,0,6282
A,15,2,2,334154,3553
A,16,0,0,0,2844
A,17,0,0,283092,207
A,18,0,0,0,0
A,19,0,0,46728,0
A,20,0,0,0,0
A,21,0,0,3195,0
B,-19,0,0,434,0
B,-18,0,0,0,0
B,-17,0,0,4544,0
B,-16,0,0,0,0
B,-15,0,0,44457,51
B,-14,0,0,0,342
B,-13,0,0,77819,811
B,-12,0,0,0,605
B,-11,0,0,102897,2318
B,-10,0,0,0,2290
B,-9,0,0,141168,7577
B,-8,0,0,0,8874
B,-7,0,0,194869,27085
B,-6,0,0,0,39005
B,-5,0,0,283066,99896
B,-4,0,0,0,151505
B,-3,0,0,453695,307710
B,-2,0,0,0,472516
B,-1,0,0,3382586,3262114
B,0,0,0,0,636279
B,1,9,9,2012918,1932066
B,2,0,0,0,329780
B,3,0,0,378585,237700
B,4,0,0,0,124677
B,5,0,0,246613,92052
B,6,0,0,0,41961
B,7,0,0,177119,41981
B,8,0,0,0,19125
B,9,0,0,130051,13872
B,10,0,0,0,4825
B,11,0,0,93465,3606
B,12,0,0,0,1125
B,13,1,1,63674,1439
B,14,0,0,0,367
B,15,0,0,43196,552
B,16,0,0,0,198
B,17,0,0,28192,6
