,rank,count
0,0,8
1,1,128
2,2,960
3,3,4481
4,4,14575
5,5,35049
6,6,64519
7,7,92885
8,8,105963
9,9,96526
10,10,70529
11,11,41555
12,12,20314
13,13,10369
14,14,10116
15,15,18901
16,16,34576
17,17,50924
18,18,59948
19,19,56415
20,20,43761
21,21,32346
22,22,29440
23,23,39852
24,24,48078
25,25,57513
26,26,53619
27,27,41574
28,28,27149
29,29,12376
30,30,4109
31,31,946
32,32,135
33,33,9
