Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-23,51,0,0,0,51,0
-21,12730,0,0,0,16072,1
-19,61502,0,0,0,79522,25
-18,0,0,0,0,0,8
-17,154415,4,0,0,212245,161
-16,0,84,0,0,0,204
-15,300046,1482,0,0,444306,3632
-14,0,3970,0,0,0,6128
-13,614327,12261,0,0,950298,24188
-12,0,25550,0,0,0,39121
-11,1008299,56527,0,0,1719380,106790
-10,0,106984,0,0,0,169485
-9,1703467,197659,0,0,3199077,396097
-8,0,324666,0,0,0,553764
-7,2623651,540451,0,0,5462851,1200088
-6,0,830731,0,0,0,1596877
-5,3882707,1345579,0,0,8844620,3381101
-4,0,2021876,0,0,0,4430976
-3,5759135,3175942,0,0,14292375,8941351
-2,0,5428122,0,0,0,12322314
-1,20379178,16671399,0,0,46433182,38497083
0,0,4174507,0,0,0,17278459
1,0,1021063,160,160,33561460,28706135
2,0,346923,0,0,0,9625604
3,0,128124,8,8,11839130,7655708
4,0,53823,0,0,0,3898667
5,0,19439,14,14,7871856,3495294
6,0,7686,0,1,0,1978521
7,0,2803,3,5,5171412,1878497
8,0,1198,0,2,0,1133417
9,0,392,19,16,3446024,961861
10,0,184,0,1,0,550793
11,0,49,13,12,2452804,395826
12,0,22,0,0,0,200216
13,0,4,2,1,1658630,123293
14,0,2,0,0,0,62832
15,0,2,1,1,1067445,39880
16,0,0,0,0,0,19929
17,0,0,1,1,504376,9049
18,0,0,0,0,0,431
19,0,0,0,0,243510,110
20,0,0,0,0,0,7
21,0,0,0,0,137454,75
23,0,0,1,0,75762,4
25,0,0,0,0,160,0
