,rank,count
0,0,16
1,1,258
2,2,1953
3,3,9247
4,4,30835
5,5,77518
6,6,154283
7,7,253950
8,8,362218
9,9,471542
10,10,586968
11,11,712828
12,12,833322
13,13,913292
14,14,924646
15,15,869976
16,16,775896
17,17,666366
18,18,547793
19,19,418131
20,20,283915
21,21,164150
22,22,77551
23,23,28722
24,24,7942
25,25,1530
26,26,182
27,27,10
