node,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5
0,456,5688,1053,11235,231,5913,32964,17466,39196,6399,231,5973,171
1,112,912,177,847,1024,0,26821,2741,50050,2019,1313,0,0
2,112,912,177,847,1024,0,26814,2762,50036,2019,1313,0,0
3,112,912,177,847,1024,0,26807,2783,50022,2019,1313,0,0
4,112,912,177,847,1024,0,26800,2804,50008,2019,1313,0,0
5,112,912,177,847,1024,0,26793,2825,49994,2019,1313,0,0
6,112,912,177,847,1024,0,26786,2846,49980,2019,1313,0,0
