Steps,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9
1,39871,39769,39713,39670,39777,39859,39824,39801,39765,39873
2,30339,30456,30568,30746,30491,30391,30399,30621,30499,30378
3,18033,17970,18065,17955,17960,18040,18060,17921,18081,17982
4,7907,7998,7749,7778,7889,7866,7965,7867,7849,7849
5,2769,2786,2902,2780,2854,2830,2756,2743,2782,2895
6,897,844,830,894,851,822,806,853,844,844
7,174,158,153,157,151,169,172,173,159,160
8,10,19,19,20,27,21,17,19,20,18
9,0,0,1,0,0,2,1,2,1,1
