Steps,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9
1,200198,200393,200417,200254,200034,200319,200512,200010,200075,200374
2,152252,152168,152468,152219,152440,152286,152022,152275,152309,152067
3,89414,89329,89047,89189,89309,89095,89303,89548,89333,89062
4,39162,39223,39052,39414,39364,39574,39344,39183,39364,39593
5,13991,13912,13912,13956,13906,13805,13740,13893,13899,13994
6,4032,4073,4196,4081,4040,4042,4171,4111,4089,4015
7,859,791,823,788,810,787,811,871,843,812
8,91,108,84,97,96,92,96,107,86,83
9,1,3,1,2,1,0,1,2,2,0
