Steps,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9
3,0,0,0,1,0,0,0,0,0,0
4,0,0,0,0,1,0,1,0,0,0
5,0,0,0,0,0,0,0,0,0,1
6,0,0,0,0,0,1,1,0,0,0
7,1,2,1,0,0,0,0,1,0,0
8,0,3,2,2,0,1,3,2,0,1
9,0,1,4,2,0,0,1,4,2,0
10,0,2,1,2,3,1,0,3,3,5
11,1,3,3,0,0,1,4,2,4,1
12,1,10,7,6,6,0,7,5,6,9
13,1,7,7,11,4,3,9,5,11,11
14,0,9,13,7,7,1,10,9,13,10
15,2,13,16,13,10,1,21,15,9,13
16,2,19,13,20,7,1,20,12,14,7
17,2,16,20,20,13,2,21,24,28,18
18,1,20,20,23,23,3,15,20,14,16
19,1,26,24,16,18,5,32,25,21,25
20,6,27,22,20,20,8,20,30,21,38
21,8,29,31,32,16,8,31,34,30,35
22,9,34,47,28,30,5,27,32,38,32
23,9,35,28,33,27,4,27,36,39,41
24,7,35,29,44,30,1,42,34,48,29
25,6,32,40,44,35,4,34,44,37,29
26,13,38,33,47,34,7,38,48,35,34
27,6,43,52,38,40,4,47,39,42,36
28,10,44,44,35,44,6,47,39,43,31
29,13,32,35,40,33,4,47,45,25,40
30,8,30,31,30,38,4,36,36,35,45
31,13,38,41,38,42,14,34,44,37,39
32,9,34,29,37,29,9,44,33,25,51
33,8,28,33,32,28,9,29,44,40,39
34,9,38,43,22,29,13,26,31,26,38
35,8,27,24,34,29,6,34,25,33,31
36,6,31,23,37,25,6,34,42,35,31
37,13,26,26,25,26,9,23,19,38,25
38,10,36,22,31,16,8,23,25,24,21
39,9,25,23,32,26,10,21,22,20,28
40,14,24,18,27,37,10,24,17,21,21
41,9,22,19,23,19,10,17,17,24,21
42,12,21,17,24,25,7,16,13,22,18
43,8,17,25,15,14,11,19,10,9,11
44,7,22,15,15,16,7,19,17,18,15
45,8,9,12,16,12,6,11,11,15,10
46,19,7,14,7,17,2,14,9,21,11
47,10,14,10,5,16,10,8,11,11,8
48,14,6,13,8,10,6,8,6,11,12
49,10,10,11,4,15,4,2,5,6,9
50,8,5,11,5,18,11,9,9,6,6
51,10,5,4,2,7,7,6,4,7,5
52,8,6,7,8,13,8,7,6,3,6
53,11,3,4,7,7,8,3,7,2,5
54,7,5,5,6,8,7,2,3,6,2
55,8,4,3,6,2,12,3,3,0,2
56,10,4,1,2,3,7,3,3,4,5
57,8,4,2,2,10,8,2,3,2,4
58,13,3,1,0,5,16,1,3,1,3
59,7,2,1,2,5,2,1,1,2,3
60,13,2,6,3,2,9,3,5,3,2
61,7,2,1,4,3,10,1,0,1,4
62,7,3,0,1,6,8,5,0,2,0
63,7,1,2,1,3,4,0,3,1,2
64,8,1,2,0,6,7,0,2,1,1
65,7,0,0,0,4,12,1,0,0,1
66,6,0,2,0,4,8,2,0,0,1
67,11,3,2,0,1,8,0,0,0,0
68,7,1,1,0,1,16,1,1,1,0
69,9,0,0,0,0,6,0,1,0,1
70,6,1,0,2,4,10,0,0,0,0
71,8,0,1,1,0,7,0,1,0,0
72,9,0,1,0,2,6,0,0,0,0
73,7,0,1,0,0,7,1,0,0,0
74,6,0,1,0,1,5,0,0,2,0
75,9,0,0,0,0,5,0,0,0,0
76,4,0,0,2,2,8,0,0,2,0
77,6,0,0,0,1,8,0,0,0,0
78,10,0,0,0,1,9,1,0,0,0
79,5,0,0,0,1,0,1,0,0,0
80,9,0,0,0,0,8,0,0,0,0
81,11,0,0,0,3,10,0,0,0,0
82,3,0,0,0,0,5,0,0,0,0
83,5,0,0,0,3,4,0,0,0,0
84,6,0,0,0,0,5,0,0,0,0
85,8,0,0,0,0,3,0,0,0,0
86,6,0,0,0,0,9,0,0,0,1
87,7,0,0,0,0,7,0,0,0,0
88,5,0,0,0,1,5,0,0,0,0
89,7,0,0,0,0,3,0,0,0,0
90,10,0,0,0,0,5,0,0,0,0
91,6,0,0,0,0,4,0,0,0,0
92,7,0,0,0,0,3,0,0,0,0
93,4,0,0,0,0,5,0,0,0,0
94,8,0,0,0,0,7,0,0,0,0
95,4,0,0,0,0,9,0,0,0,0
96,5,0,0,0,0,5,0,0,0,0
97,3,0,0,0,1,3,0,0,0,0
98,3,0,0,0,0,5,0,0,0,0
99,7,0,0,0,0,4,0,0,0,0
100,6,0,0,0,0,7,0,0,0,0
101,10,0,0,0,0,6,0,0,0,0
102,3,0,0,0,0,2,0,0,0,0
103,8,0,0,0,0,5,0,0,0,0
104,2,0,0,0,0,0,0,0,0,0
105,6,0,0,0,0,4,0,0,0,0
106,5,0,0,0,0,6,0,0,0,0
107,6,0,0,0,0,5,0,0,0,0
108,4,0,0,0,0,6,0,0,0,0
109,5,0,0,0,1,6,0,0,0,0
110,4,0,0,0,0,4,0,0,0,0
111,2,0,0,0,0,5,0,0,0,0
112,7,0,0,0,0,3,0,0,0,0
113,2,0,0,0,0,4,0,0,0,0
114,2,0,0,0,0,3,0,0,0,0
115,6,0,0,0,0,2,0,0,0,0
116,1,0,0,0,0,11,0,0,0,0
117,6,0,0,0,0,2,0,0,0,0
118,4,0,0,0,1,5,0,0,0,0
119,2,0,0,0,0,5,0,0,0,0
120,2,0,0,0,0,3,0,0,0,0
121,3,0,0,0,0,2,0,0,0,0
122,1,0,0,0,0,4,0,0,0,0
123,4,0,0,0,0,3,0,0,0,0
124,2,0,0,0,0,6,0,0,0,0
125,4,0,0,0,0,5,0,0,0,0
126,2,0,0,0,0,4,0,0,0,0
127,2,0,0,0,0,1,0,0,0,0
128,3,0,0,0,0,4,0,0,0,0
129,2,0,0,0,0,4,0,0,0,0
130,4,0,0,0,0,1,0,0,0,0
131,3,0,0,0,0,2,0,0,0,0
132,5,0,0,0,0,4,0,0,0,0
133,2,0,0,0,0,3,0,0,0,0
134,0,0,0,0,0,2,0,0,0,0
135,1,0,0,0,0,1,0,0,0,0
136,2,0,0,0,0,1,0,0,0,0
137,7,0,0,0,0,1,0,0,0,0
138,1,0,0,0,0,3,0,0,0,0
139,3,0,0,0,0,0,0,0,0,0
140,2,0,0,0,0,4,0,0,0,0
141,4,0,0,0,0,4,0,0,0,0
142,4,0,0,0,0,3,0,0,0,0
143,1,0,0,0,0,3,0,0,0,0
144,2,0,0,0,0,4,0,0,0,0
145,2,0,0,0,0,3,0,0,0,0
146,2,0,0,0,0,4,0,0,0,0
147,1,0,0,0,0,1,0,0,0,0
148,2,0,0,0,0,7,0,0,0,0
149,4,0,0,0,0,5,0,0,0,0
150,2,0,0,0,0,5,0,0,0,0
151,2,0,0,0,0,1,0,0,0,0
152,0,0,0,0,0,3,0,0,0,0
153,0,0,0,0,0,5,0,0,0,0
154,1,0,0,0,0,4,0,0,0,0
155,3,0,0,0,0,4,0,0,0,0
156,2,0,0,0,0,3,0,0,0,0
157,1,0,0,0,0,5,0,0,0,0
158,2,0,0,0,0,1,0,0,0,0
159,6,0,0,0,0,3,0,0,0,0
160,0,0,0,0,0,3,0,0,0,0
161,0,0,0,0,0,4,0,0,0,0
162,3,0,0,0,0,4,0,0,0,0
163,2,0,0,0,0,3,0,0,0,0
164,1,0,0,0,0,1,0,0,0,0
165,3,0,0,0,0,0,0,0,0,0
166,3,0,0,0,0,3,0,0,0,0
167,2,0,0,0,0,1,0,0,0,0
168,8,0,0,0,0,2,0,0,0,0
169,2,0,0,0,0,1,0,0,0,0
170,0,0,0,0,0,6,0,0,0,0
171,6,0,0,0,0,2,0,0,0,0
172,2,0,0,0,0,5,0,0,0,0
173,3,0,0,0,0,5,0,0,0,0
174,2,0,0,0,0,2,0,0,0,0
175,1,0,0,0,0,3,0,0,0,0
