Steps,Node_0,Node_1,Node_2,Node_3,Node_4,Node_5,Node_6,Node_7,Node_8,Node_9
176,2,0,0,0,0,1,0,0,0,0
177,1,0,0,0,0,2,0,0,0,0
178,1,0,0,0,0,4,0,0,0,0
179,1,0,0,0,0,1,0,0,0,0
180,1,0,0,0,0,4,0,0,0,0
182,0,0,0,0,0,2,0,0,0,0
183,1,0,0,0,0,1,0,0,0,0
184,2,0,0,0,0,2,0,0,0,0
185,1,0,0,0,0,2,0,0,0,0
186,1,0,0,0,0,1,0,0,0,0
187,3,0,0,0,0,1,0,0,0,0
188,2,0,0,0,0,4,0,0,0,0
191,1,0,0,0,0,1,0,0,0,0
192,0,0,0,0,0,3,0,0,0,0
193,1,0,0,0,0,1,0,0,0,0
194,2,0,0,0,0,3,0,0,0,0
195,2,0,0,0,0,2,0,0,0,0
196,2,0,0,0,0,1,0,0,0,0
197,2,0,0,0,0,0,0,0,0,0
198,2,0,0,0,0,1,0,0,0,0
199,0,0,0,0,0,1,0,0,0,0
200,1,0,0,0,0,1,0,0,0,0
201,1,0,0,0,0,2,0,0,0,0
202,1,0,0,0,0,5,0,0,0,0
203,2,0,0,0,0,2,0,0,0,0
204,0,0,0,0,0,2,0,0,0,0
205,0,0,0,0,0,2,0,0,0,0
206,2,0,0,0,0,1,0,0,0,0
207,1,0,0,0,0,1,0,0,0,0
208,1,0,0,0,0,2,0,0,0,0
209,0,0,0,0,0,4,0,0,0,0
210,4,0,0,0,0,2,0,0,0,0
211,2,0,0,0,0,1,0,0,0,0
212,0,0,0,0,0,1,0,0,0,0
214,3,0,0,0,0,0,0,0,0,0
215,0,0,0,0,0,1,0,0,0,0
216,0,0,0,0,0,1,0,0,0,0
217,1,0,0,0,0,3,0,0,0,0
218,0,0,0,0,0,2,0,0,0,0
219,1,0,0,0,0,1,0,0,0,0
221,1,0,0,0,0,1,0,0,0,0
222,1,0,0,0,0,1,0,0,0,0
223,0,0,0,0,0,2,0,0,0,0
225,1,0,0,0,0,1,0,0,0,0
226,0,0,0,0,0,1,0,0,0,0
227,1,0,0,0,0,2,0,0,0,0
229,1,0,0,0,0,1,0,0,0,0
230,2,0,0,0,0,3,0,0,0,0
231,0,0,0,0,0,2,0,0,0,0
232,1,0,0,0,0,2,0,0,0,0
233,0,0,0,0,0,1,0,0,0,0
234,1,0,0,0,0,0,0,0,0,0
235,2,0,0,0,0,0,0,0,0,0
236,0,0,0,0,0,1,0,0,0,0
237,0,0,0,0,0,3,0,0,0,0
238,0,0,0,0,0,3,0,0,0,0
239,0,0,0,0,0,2,0,0,0,0
240,1,0,0,0,0,0,0,0,0,0
241,1,0,0,0,0,0,0,0,0,0
243,0,0,0,0,0,1,0,0,0,0
245,2,0,0,0,0,1,0,0,0,0
247,0,0,0,0,0,1,0,0,0,0
249,1,0,0,0,0,1,0,0,0,0
251,0,0,0,0,0,1,0,0,0,0
253,0,0,0,0,0,2,0,0,0,0
254,1,0,0,0,0,1,0,0,0,0
255,0,0,0,0,0,1,0,0,0,0
256,0,0,0,0,0,1,0,0,0,0
257,2,0,0,0,0,0,0,0,0,0
258,1,0,0,0,0,1,0,0,0,0
259,1,0,0,0,0,0,0,0,0,0
260,0,0,0,0,0,1,0,0,0,0
261,1,0,0,0,0,2,0,0,0,0
262,1,0,0,0,0,0,0,0,0,0
263,1,0,0,0,0,0,0,0,0,0
264,1,0,0,0,0,2,0,0,0,0
265,0,0,0,0,0,1,0,0,0,0
266,1,0,0,0,0,0,0,0,0,0
267,0,0,0,0,0,2,0,0,0,0
268,0,0,0,0,0,2,0,0,0,0
269,1,0,0,0,0,1,0,0,0,0
271,0,0,0,0,0,1,0,0,0,0
273,0,0,0,0,0,1,0,0,0,0
274,1,0,0,0,0,2,0,0,0,0
277,1,0,0,0,0,0,0,0,0,0
278,1,0,0,0,0,0,0,0,0,0
279,3,0,0,0,0,1,0,0,0,0
282,1,0,0,0,0,1,0,0,0,0
286,2,0,0,0,0,0,0,0,0,0
288,0,0,0,0,0,1,0,0,0,0
289,1,0,0,0,0,0,0,0,0,0
290,1,0,0,0,0,1,0,0,0,0
292,0,0,0,0,0,1,0,0,0,0
295,0,0,0,0,0,1,0,0,0,0
297,2,0,0,0,0,0,0,0,0,0
300,1,0,0,0,0,0,0,0,0,0
302,1,0,0,0,0,0,0,0,0,0
305,1,0,0,0,0,0,0,0,0,0
306,1,0,0,0,0,0,0,0,0,0
308,1,0,0,0,0,1,0,0,0,0
309,1,0,0,0,0,0,0,0,0,0
312,0,0,0,0,0,1,0,0,0,0
313,1,0,0,0,0,0,0,0,0,0
314,0,0,0,0,0,1,0,0,0,0
316,0,0,0,0,0,1,0,0,0,0
319,0,0,0,0,0,1,0,0,0,0
320,0,0,0,0,0,1,0,0,0,0
323,1,0,0,0,0,0,0,0,0,0
327,0,0,0,0,0,1,0,0,0,0
329,0,0,0,0,0,1,0,0,0,0
333,1,0,0,0,0,0,0,0,0,0
336,0,0,0,0,0,1,0,0,0,0
339,0,0,0,0,0,1,0,0,0,0
340,0,0,0,0,0,1,0,0,0,0
350,0,0,0,0,0,1,0,0,0,0
351,1,0,0,0,0,1,0,0,0,0
355,1,0,0,0,0,0,0,0,0,0
359,1,0,0,0,0,0,0,0,0,0
364,1,0,0,0,0,0,0,0,0,0
367,1,0,0,0,0,0,0,0,0,0
375,0,0,0,0,0,1,0,0,0,0
379,1,0,0,0,0,0,0,0,0,0
396,0,0,0,0,0,2,0,0,0,0
397,1,0,0,0,0,1,0,0,0,0
404,0,0,0,0,0,1,0,0,0,0
411,0,0,0,0,0,1,0,0,0,0
430,0,0,0,0,0,1,0,0,0,0
431,1,0,0,0,0,1,0,0,0,0
440,1,0,0,0,0,0,0,0,0,0
449,0,0,0,0,0,1,0,0,0,0
495,0,0,0,0,0,1,0,0,0,0
509,0,0,0,0,0,1,0,0,0,0
552,0,0,0,0,0,1,0,0,0,0
585,0,0,0,0,0,1,0,0,0,0
606,0,0,0,0,0,1,0,0,0,0
625,0,0,0,0,0,1,0,0,0,0
