,rank effect,count
0,-6,96
1,-5,720
2,-4,2560
3,-3,5856
4,-2,7744
5,-1,23632
6,0,80064
7,1,23632
8,2,7744
9,3,5856
10,4,2560
11,5,720
12,6,96
