,rank effect,count
0,-14,28
1,-13,364
2,-12,2394
3,-11,9464
4,-10,26208
5,-9,52052
6,-8,78806
7,-7,89232
8,-6,80080
9,-5,52052
10,-4,30030
11,-3,9464
12,-2,8372
13,-1,229740
14,0,5544708
15,1,229740
16,2,8372
17,3,9464
18,4,30030
19,5,52052
20,6,80080
21,7,89232
22,8,78806
23,9,52052
24,10,26208
25,11,9464
26,12,2394
27,13,364
28,14,28
