Rank,Count (Max),Count (Avg)
0,69,69
1,51,51
2,63,81
3,78,113
4,76,120
5,75,127
6,72,112
7,83,125
8,74,96
9,72,94
10,71,100
11,67,82
12,60,75
13,57,72
14,47,57
15,44,50
16,38,49
17,37,44
18,48,36
19,49,41
20,51,33
21,57,46
22,60,50
23,60,50
24,65,54
25,59,62
26,51,56
27,50,48
28,58,40
29,61,50
30,58,31
31,56,20
32,49,15
33,37,15
34,31,8
35,30,4
36,29,4
37,22,3
38,19,3
39,18,1
40,14,0
41,6,0
42,2,0
43,2,0
44,4,0
45,1,0
46,2,0
47,2,0
48,2,0
