Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-61,1,0,0,0,4,0
-59,1,0,0,0,8,0
-58,1,0,0,0,10,0
-57,3,0,0,0,33,0
-56,0,0,0,0,24,0
-55,8,0,0,0,80,0
-54,17,0,0,0,101,0
-53,17,0,0,0,134,0
-52,28,0,0,0,226,0
-51,79,0,0,0,360,0
-50,99,0,0,0,479,0
-49,118,0,0,0,654,0
-48,171,0,0,0,796,0
-47,248,0,0,0,1174,0
-46,329,0,0,0,1311,0
-45,357,0,0,0,1588,0
-44,490,0,0,0,2179,0
-43,668,0,0,0,2716,0
-42,721,0,0,0,3182,0
-41,815,0,0,0,3796,0
-40,1321,0,0,0,4667,0
-39,1192,0,0,0,5131,0
-38,1298,0,0,0,6553,0
-37,2147,0,0,0,7219,0
-36,1825,0,0,0,7779,1
-35,2343,0,0,0,10060,4
-34,3036,0,0,0,10418,12
-33,2920,2,0,0,11508,30
-32,3649,2,0,0,14566,75
-31,4316,4,0,0,14904,119
-30,4038,24,0,0,15834,215
-29,4756,37,0,0,19328,327
-28,5712,87,0,0,20130,518
-27,5704,126,0,0,21015,797
-26,6085,226,0,0,24419,1273
-25,7247,376,0,0,25186,1872
-24,6955,497,0,0,25984,2676
-23,8099,871,0,0,30988,3778
-22,9473,1121,0,0,31784,5157
-21,7478,1503,0,0,31256,6998
-20,9455,2063,0,0,39338,8928
-19,11825,2505,0,0,38109,11505
-18,8437,3327,0,0,36220,14705
-17,11182,4083,0,0,45130,18437
-16,13864,4947,0,0,43777,22854
-15,9058,6149,0,0,40381,28207
-14,12440,7573,0,0,51672,34194
-13,17541,8872,0,0,53186,40367
-12,11521,10642,0,0,46754,48034
-11,12902,12333,0,0,60271,55135
-10,22612,14257,0,0,65139,64162
-9,12874,16282,0,0,52303,73136
-8,12833,18864,0,0,69859,83374
-7,33291,21276,0,0,85456,95234
-6,12856,24214,0,0,55913,107811
-5,12309,28519,0,0,88140,124858
-4,53873,34660,0,0,119294,146321
-3,12827,43817,0,0,64284,174255
-2,11709,63757,0,0,133750,231569
-1,252073,186609,0,0,371136,392307
0,0,66188,384,384,61458,298360
1,0,26673,513,513,370623,391794
2,0,13488,305,348,133445,231221
3,0,7728,209,218,64075,174037
4,0,4919,130,125,119164,146196
5,0,3150,119,129,88021,124729
6,0,2201,86,88,55827,107723
7,0,1482,96,88,85360,95146
8,0,1023,75,75,69784,83299
9,0,751,78,92,52225,73044
10,0,508,67,72,65072,64090
11,0,368,72,79,60199,55056
12,0,304,53,59,46701,47975
13,0,245,49,52,53137,40315
14,0,154,36,39,51636,34155
15,0,115,35,44,40346,28163
16,0,97,27,29,43750,22825
17,0,72,30,24,45100,18413
18,0,42,34,26,36186,14679
19,0,34,30,19,38079,11486
20,0,23,37,20,39301,8908
21,0,15,26,19,31230,6979
22,0,15,14,10,31770,5147
23,0,16,13,8,30975,3770
24,0,4,9,5,25975,2671
25,0,5,5,4,25181,1868
26,0,1,5,1,24414,1272
27,0,1,6,1,21009,796
28,0,0,7,1,20123,517
29,0,0,6,0,19322,327
30,0,0,5,2,15829,213
31,0,0,2,0,14902,119
32,0,0,1,0,14565,75
33,0,0,1,0,11507,30
34,0,0,2,0,10416,12
35,0,0,3,0,10057,4
36,0,0,2,0,7777,1
37,0,0,2,0,7217,0
38,0,0,0,0,6553,0
39,0,0,0,0,5131,0
40,0,0,0,0,4667,0
41,0,0,0,0,3796,0
42,0,0,0,0,3182,0
43,0,0,0,0,2716,0
44,0,0,0,0,2179,0
45,0,0,0,0,1588,0
46,0,0,0,0,1311,0
47,0,0,0,0,1174,0
48,0,0,0,0,796,0
49,0,0,0,0,654,0
50,0,0,0,0,479,0
51,0,0,0,0,360,0
52,0,0,0,0,226,0
53,0,0,0,0,134,0
54,0,0,0,0,101,0
55,0,0,0,0,80,0
56,0,0,0,0,24,0
57,0,0,0,0,33,0
58,0,0,0,0,10,0
59,0,0,0,0,8,0
61,0,0,0,0,4,0
