Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-107,0,0,0,0,60,0
-104,0,0,0,0,141,0
-103,12,0,0,0,12,0
-101,0,0,0,0,189,0
-100,12,0,0,0,12,15
-99,0,0,0,0,0,15
-98,0,0,0,0,249,21
-97,39,0,0,0,39,9
-96,0,9,0,0,0,12
-95,0,3,0,0,390,36
-94,60,0,0,0,72,84
-93,0,3,0,0,0,45
-92,0,12,0,0,960,48
-91,303,0,0,0,333,48
-90,0,21,0,0,21,75
-89,0,12,0,0,732,114
-88,456,6,0,0,495,90
-87,0,21,0,0,57,174
-86,9,21,0,0,819,210
-85,381,21,0,0,456,168
-84,0,69,0,0,84,177
-83,12,66,0,0,1923,270
-82,417,45,0,0,648,351
-81,0,78,0,0,171,225
-80,48,78,0,0,1299,294
-79,774,111,0,0,1053,435
-78,3,105,0,0,549,384
-77,108,129,0,0,2145,405
-76,873,120,0,0,1251,399
-75,3,126,0,0,258,435
-74,120,126,0,0,3075,462
-73,1227,147,0,0,1701,495
-72,12,156,0,0,594,564
-71,207,153,0,0,3915,573
-70,2349,165,0,0,2898,633
-69,12,156,0,0,369,729
-68,249,279,0,0,4311,888
-67,2493,264,0,0,3471,885
-66,60,204,0,0,522,939
-65,321,402,0,0,5778,1143
-64,2496,324,0,0,4809,1161
-63,189,330,0,0,1515,1488
-62,732,420,0,0,6966,1827
-61,3312,408,0,0,5457,1737
-60,171,492,0,0,1509,1992
-59,705,591,0,0,8865,1977
-58,3690,717,0,0,7611,2319
-57,111,813,0,0,1407,2667
-56,942,1056,0,0,8637,2820
-55,3474,966,0,0,6543,3135
-54,279,1062,0,0,1818,3294
-53,1158,759,0,0,10245,3096
-52,3939,969,0,0,7017,3411
-51,189,1047,0,0,1509,3699
-50,1011,1155,0,0,9384,4359
-49,6345,1044,0,0,8808,4338
-48,261,933,0,0,1998,4368
-47,900,1257,0,0,14556,4935
-46,8547,1905,0,0,12168,6087
-45,639,2157,0,0,3456,6537
-44,1077,2148,0,0,15672,6816
-43,14169,2043,0,0,18810,7368
-42,675,1848,0,0,3324,7263
-41,1080,1974,0,0,30321,7962
-40,10566,2742,0,0,16824,9429
-39,675,3123,0,0,3777,10188
-38,2844,3621,0,0,18720,11121
-37,14289,4386,0,0,19992,12900
-36,1074,4494,0,0,4233,14385
-35,1827,5217,0,0,25776,19056
-34,12987,5994,0,0,20469,20391
-33,1245,6246,0,0,7158,20433
-32,2859,6267,0,0,27573,21516
-31,12567,8112,0,0,23703,21012
-30,1506,8637,0,0,7323,22455
-29,3204,9111,0,0,24033,23823
-28,13350,8109,0,0,24162,25371
-27,1482,8592,0,0,7239,27261
-26,5952,9354,0,0,22902,27006
-25,15342,10482,0,0,29013,27138
-24,1485,10158,0,0,5796,27273
-23,2127,11307,0,0,17352,27993
-22,26037,10632,0,0,37491,26433
-21,1926,8964,0,0,6417,24846
-20,1779,8325,0,0,22143,24255
-19,15447,8409,0,0,32685,23049
-18,3117,8415,0,0,9843,21984
-17,2829,7869,0,0,28620,21975
-16,26826,8316,0,0,43065,24213
-15,3237,8418,0,0,11064,25080
-14,4077,8358,0,0,47808,25497
-13,43155,9468,0,0,55167,27084
-12,4284,9615,0,0,11346,29385
-11,4725,10458,0,0,68076,31734
-10,54864,11448,0,0,65997,35175
-9,2916,12873,0,0,8805,38172
-8,4482,15267,0,0,75246,42258
-7,69006,17892,0,0,80148,47715
-6,2685,23748,0,0,7431,57093
-5,2337,31860,0,0,81111,69351
-4,111954,42825,0,0,124803,90540
-3,1161,59619,0,0,7248,121218
-2,960,100827,0,0,99285,182619
-1,424197,240558,0,0,454938,331239
0,0,105030,384,384,60372,304506
1,0,25629,21,21,454917,331218
2,0,10830,9,9,99276,182610
3,0,6285,18,30,7230,121188
4,0,3687,12,36,124791,90504
5,0,2784,18,21,81093,69330
6,0,2064,21,18,7410,57075
7,0,1863,21,36,80127,47679
8,0,1602,18,33,75228,42225
9,0,1212,21,9,8784,38163
10,0,831,30,24,65967,35151
11,0,867,30,42,68046,31692
12,0,507,24,33,11322,29352
13,0,411,21,24,55146,27060
14,0,378,30,27,47778,25470
15,0,273,45,39,11019,25041
16,0,102,24,27,43041,24186
17,0,24,18,24,28602,21951
18,0,3,36,21,9807,21963
19,0,9,30,39,32655,23010
20,0,0,24,36,22119,24219
21,0,0,21,21,6396,24825
22,0,0,36,24,37455,26409
23,0,0,33,48,17319,27945
24,0,0,27,69,5769,27204
25,0,0,42,54,28971,27084
26,0,0,48,60,22854,26946
27,0,0,57,60,7182,27201
28,0,0,33,72,24129,25299
29,0,0,45,51,23988,23772
30,0,0,54,66,7269,22389
31,0,0,60,57,23643,20955
32,0,0,54,54,27519,21462
33,0,0,72,60,7086,20373
34,0,0,42,57,20427,20334
35,0,0,57,45,25719,19011
36,0,0,42,45,4191,14340
37,0,0,69,45,19923,12855
38,0,0,36,36,18684,11085
39,0,0,45,30,3732,10158
40,0,0,42,36,16782,9393
41,0,0,66,27,30255,7935
42,0,0,24,27,3300,7236
43,0,0,24,27,18786,7341
44,0,0,24,27,15648,6789
45,0,0,54,21,3402,6516
46,0,0,18,27,12150,6060
47,0,0,18,39,14538,4896
48,0,0,15,33,1983,4335
49,0,0,51,30,8757,4308
50,0,0,9,30,9375,4329
51,0,0,18,30,1491,3669
52,0,0,18,21,6999,3390
53,0,0,60,27,10185,3069
54,0,0,12,9,1806,3285
55,0,0,12,36,6531,3099
56,0,0,12,3,8625,2817
57,0,0,36,9,1371,2658
58,0,0,57,15,7554,2304
59,0,0,0,6,8865,1971
60,0,0,0,6,1509,1986
61,0,0,0,12,5457,1725
62,0,0,0,9,6966,1818
63,0,0,0,9,1515,1479
64,0,0,0,27,4809,1134
65,0,0,0,36,5778,1107
66,0,0,0,33,522,906
67,0,0,0,27,3471,858
68,0,0,0,24,4311,864
69,0,0,0,21,369,708
70,0,0,0,3,2898,630
71,0,0,0,0,3915,573
72,0,0,42,0,552,564
73,0,0,60,0,1641,495
74,0,0,51,0,3024,462
75,0,0,42,0,216,435
76,0,0,33,0,1218,399
77,0,0,24,0,2121,405
78,0,0,15,0,534,384
79,0,0,6,0,1047,435
80,0,0,3,0,1296,294
81,0,0,0,0,171,225
82,0,0,0,0,648,351
83,0,0,0,0,1923,270
84,0,0,0,0,84,177
85,0,0,0,0,456,168
86,0,0,0,0,819,210
87,0,0,0,0,57,174
88,0,0,0,0,495,90
89,0,0,0,0,732,114
90,0,0,0,0,21,75
91,0,0,0,0,333,48
92,0,0,0,0,960,48
93,0,0,0,0,0,45
94,0,0,0,0,72,84
95,0,0,0,0,390,36
96,0,0,0,0,0,12
97,0,0,0,0,39,9
98,0,0,0,0,249,21
99,0,0,0,0,0,15
100,0,0,0,0,12,15
101,0,0,0,0,189,0
103,0,0,0,0,12,0
104,0,0,0,0,141,0
107,0,0,0,0,60,0
