Rank,Count (Max),Count (Avg)
0,57,57
1,16,16
2,15,24
3,21,30
4,19,40
5,20,41
6,23,29
7,25,48
8,17,51
9,19,37
10,28,27
11,31,27
12,29,39
13,26,37
14,27,33
15,26,21
16,22,23
17,30,18
18,31,30
19,27,19
20,22,19
21,22,19
22,23,11
23,27,9
24,23,8
25,17,5
26,11,3
27,15,1
28,14,2
29,12,3
30,6,2
31,6,0
32,4,0
33,5,0
34,4,0
35,3,0
36,1,0
37,2,0
38,1,0
39,2,0
