Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-45,0,0,0,0,1,0
-44,1,0,0,0,1,0
-40,0,0,0,0,6,0
-39,0,0,0,0,2,0
-38,0,0,0,0,5,0
-37,4,0,0,0,11,0
-36,1,0,0,0,10,1
-35,6,1,0,0,18,1
-34,1,0,0,0,26,4
-33,2,0,0,0,40,3
-32,5,0,0,0,30,4
-31,4,2,0,0,33,10
-30,1,2,0,0,51,15
-29,12,6,0,0,64,25
-28,30,4,0,0,95,33
-27,25,12,0,0,130,68
-26,23,4,0,0,163,77
-25,55,17,0,0,165,110
-24,50,28,0,0,155,136
-23,41,58,0,0,235,168
-22,97,47,0,0,252,181
-21,73,63,0,0,196,230
-20,73,77,0,0,241,254
-19,123,74,0,0,351,220
-18,81,86,0,0,242,254
-17,77,74,0,0,271,226
-16,140,77,0,0,331,232
-15,127,78,0,0,338,216
-14,71,73,0,0,288,218
-13,95,73,0,0,315,264
-12,98,81,0,0,309,280
-11,96,73,0,0,442,310
-10,138,81,0,0,406,344
-9,137,84,0,0,400,355
-8,113,88,0,0,497,389
-7,306,125,0,0,713,457
-6,179,203,0,0,463,608
-5,107,216,0,0,764,660
-4,704,268,0,0,1268,813
-3,179,407,0,0,580,1227
-2,146,759,0,0,1210,1869
-1,3011,2082,0,0,3739,3450
0,0,816,240,240,664,2954
1,0,183,90,90,3649,3360
2,0,65,57,84,1153,1785
3,0,28,69,106,511,1121
4,0,10,56,82,1212,731
5,0,5,59,50,705,610
6,0,1,41,40,422,568
7,0,1,52,32,661,425
8,0,0,26,29,471,360
9,0,0,20,24,380,331
10,0,0,24,32,382,312
11,0,0,32,24,410,286
12,0,0,26,26,283,254
13,0,0,17,17,298,247
14,0,0,20,14,268,204
15,0,0,19,7,319,209
16,0,0,7,6,324,226
17,0,0,5,9,266,217
18,0,0,5,5,237,249
19,0,0,15,3,336,217
20,0,0,15,8,226,246
21,0,0,12,7,184,223
22,0,0,13,8,239,173
23,0,0,7,9,228,159
24,0,0,11,2,144,134
25,0,0,5,2,160,108
26,0,0,4,0,159,77
27,0,0,5,3,125,65
28,0,0,3,4,92,29
29,0,0,1,3,63,22
30,0,0,6,0,45,15
31,0,0,3,0,30,10
32,0,0,1,0,29,4
33,0,0,0,0,40,3
34,0,0,0,0,26,4
35,0,0,0,0,18,1
36,0,0,0,0,10,1
37,0,0,0,0,11,0
38,0,0,0,0,5,0
39,0,0,0,0,2,0
40,0,0,0,0,6,0
44,0,0,0,0,1,0
45,0,0,0,0,1,0
