Rank Effect,PT (Max),PT (Avg),CVF In (Max),CVF In (Avg),CVF Out (Max),CVF Out (Avg)
-72,0,0,0,0,2,0
-71,1,0,0,0,3,0
-70,5,0,0,0,18,0
-69,8,0,0,0,17,0
-68,4,0,0,0,56,0
-67,9,0,0,0,56,0
-66,15,0,0,0,81,0
-65,28,0,0,0,167,0
-64,65,0,0,0,246,0
-63,76,0,0,0,329,0
-62,153,0,0,0,640,0
-61,212,0,0,0,823,0
-60,272,0,0,0,1179,0
-59,380,0,0,0,1753,0
-58,649,0,0,0,2314,0
-57,687,0,0,0,2665,0
-56,868,0,0,0,4168,0
-55,1457,0,0,0,4968,0
-54,1408,0,0,0,5651,0
-53,1955,0,0,0,8752,0
-52,3131,0,0,0,10413,0
-51,3037,0,0,0,11271,0
-50,3750,0,0,0,16554,0
-49,5877,0,0,0,19637,0
-48,5778,0,0,0,19953,0
-47,6036,0,0,0,28159,0
-46,9759,0,0,0,33220,2
-45,9497,0,0,0,32641,1
-44,9507,0,0,0,44918,20
-43,16245,0,0,0,53402,39
-42,14139,0,0,0,49660,46
-41,13712,0,0,0,67627,58
-40,23914,0,0,0,79159,171
-39,20705,2,0,0,73268,202
-38,19877,1,0,0,98332,239
-37,33477,4,0,0,113597,383
-36,27721,19,0,0,101684,462
-35,26318,17,0,0,136723,802
-34,45203,44,0,0,155261,1117
-33,35851,50,0,0,136779,1292
-32,34295,83,0,0,181478,1988
-31,58269,139,0,0,203313,2511
-30,45426,197,0,0,178310,3277
-29,43306,364,0,0,233743,5041
-28,73447,486,0,0,257378,6973
-27,54322,756,0,0,227046,9469
-26,55313,1199,0,0,298286,13819
-25,93160,1894,0,0,324488,19162
-24,64085,2863,0,0,281563,26187
-23,67186,4310,0,0,370413,36794
-22,113868,6411,0,0,393979,50390
-21,70884,9372,0,0,333644,67069
-20,78080,13442,0,0,442539,91137
-19,135734,18561,0,0,459928,120134
-18,77042,25580,0,0,377647,155626
-17,89172,34007,0,0,508871,201937
-16,161789,43203,0,0,532839,253675
-15,83556,54456,0,0,421065,310670
-14,99453,66707,0,0,584719,381024
-13,191129,80260,0,0,615762,455398
-12,91622,96463,0,0,465670,533704
-11,108842,113554,0,0,667822,626961
-10,226396,131518,0,0,714962,725215
-9,97732,152636,0,0,516395,829167
-8,111949,176292,0,0,755735,953088
-7,285837,203772,0,0,866694,1092820
-6,101091,234296,0,0,568525,1238726
-5,109013,270295,0,0,897993,1428532
-4,402130,317076,0,0,1128557,1642590
-3,93339,385702,0,0,628351,1891921
-2,93715,521178,0,0,1260868,2350140
-1,2129247,1626133,0,0,3407203,3798877
0,0,517625,456,456,608078,2794230
1,0,257028,815,815,3406388,3798062
2,0,151966,428,467,1260440,2349673
3,0,99425,306,305,628045,1891616
4,0,68128,176,179,1128381,1642411
5,0,48665,169,168,897824,1428364
6,0,35165,142,132,568383,1238594
7,0,25994,132,126,866562,1092694
8,0,19397,99,107,755636,952981
9,0,14949,95,98,516300,829069
10,0,11511,76,84,714886,725131
11,0,9005,66,73,667756,626888
12,0,6931,56,88,465614,533616
13,0,5476,58,76,615704,455322
14,0,4236,66,75,584653,380949
15,0,3292,61,62,421004,310608
16,0,2391,57,49,532782,253626
17,0,1909,44,43,508827,201894
18,0,1575,49,44,377598,155582
19,0,1129,48,36,459880,120098
20,0,807,41,32,442498,91105
21,0,666,23,24,333621,67045
22,0,447,29,32,393950,50358
23,0,347,28,20,370385,36774
24,0,254,30,23,281533,26164
25,0,142,26,17,324462,19145
26,0,117,22,6,298264,13813
27,0,95,17,6,227029,9463
28,0,53,11,8,257367,6965
29,0,55,4,2,233739,5039
30,0,31,2,1,178308,3276
31,0,21,4,2,203309,2509
32,0,23,4,2,181474,1986
33,0,10,2,1,136777,1291
34,0,2,1,0,155260,1117
35,0,4,1,0,136722,802
36,0,2,2,0,101682,462
37,0,0,2,0,113595,383
38,0,0,3,0,98329,239
39,0,0,3,2,73265,200
40,0,0,4,2,79155,169
41,0,0,2,0,67625,58
42,0,0,2,3,49658,43
43,0,0,0,0,53402,39
44,0,0,0,0,44918,20
45,0,0,3,0,32638,1
46,0,0,1,0,33219,2
47,0,0,0,0,28159,0
48,0,0,0,0,19953,0
49,0,0,0,0,19637,0
50,0,0,0,0,16554,0
51,0,0,0,0,11271,0
52,0,0,0,0,10413,0
53,0,0,0,0,8752,0
54,0,0,0,0,5651,0
55,0,0,0,0,4968,0
56,0,0,0,0,4168,0
57,0,0,0,0,2665,0
58,0,0,0,0,2314,0
59,0,0,0,0,1753,0
60,0,0,0,0,1179,0
61,0,0,0,0,823,0
62,0,0,0,0,640,0
63,0,0,0,0,329,0
64,0,0,0,0,246,0
65,0,0,0,0,167,0
66,0,0,0,0,81,0
67,0,0,0,0,56,0
68,0,0,0,0,56,0
69,0,0,0,0,17,0
70,0,0,0,0,18,0
71,0,0,0,0,3,0
72,0,0,0,0,2,0
