Rank,Count (Max),Count (Avg)
0,45,45
1,10,10
2,13,15
3,12,15
4,7,24
5,8,25
6,14,15
7,16,13
8,11,17
9,11,9
10,12,17
11,13,8
12,5,10
13,3,10
14,8,5
15,12,3
16,14,1
17,10,1
18,7,0
19,4,0
20,4,0
21,2,0
22,2,0
